Place,Time,Athlete,Country,Date of Birth,City,Event Date
2656,50.81,Quanera Hayes,USA,07.03.92,Paris,28.08.2021
2656,50.81,Rhasidat Adeleke,IRL,29.08.02,Eugene,20.07.2022
2656,50.81,Anna Kielbasinska,POL,26.06.90,Eugene,22.07.2022
2656,50.81A,Zeney Van,Der,Welt,22.05.00 1 Pretoria,12.04.2023
2683,50.82,Irena Szewinska,POL,24.05.46,London,29.08.1975
2683,50.82,Christina Lathan,GDR,28.02.58,Erfurt,28.05.1978
2683,50.82,Irina Nazarova,RUS,31.07.57,Sochi,23.05.1980
2683,50.82,Irina Nazarova,RUS,31.07.57,Moskva,05.07.1980
2683,50.82,Jarmila Kratochvílová,CZE,26.01.51,Praha,16.08.1984
2683,50.82,Rositza Stamenova,BUL,06.03.55,Praha,16.08.1984
2683,50.82,Kathy Cook,GBR,03.05.60,Birmingham,02.09.1984
2683,50.82,Ana Fidelia Quirot,CUB,23.03.63,Manresa,01.07.1987
2683,50.82,Yuliana Marinova,BUL,24.07.67,Sofia,15.08.1987
2683,50.82,Ute Thimm,FRG,10.07.58,Köln,16.08.1987
2683,50.82,Lillie Leatherwood,USA,06.07.64,Roma,31.08.1987
2683,50.82,Cathy Rattray-Williams,JAM,19.08.63,Seoul,25.09.1988
2683,50.82,Rochelle Stevens,USA,08.09.66,Nice,10.07.1989
2683,50.82,Maria Magnolia Figueiredo,BRA,11.11.63,Formia,07.07.1990
2683,50.82,Jearl Miles-Clark,USA,04.09.66,La Habana,05.08.1991
2683,50.82,Ximena Restrepo,COL,10.03.69,Tokyo,26.08.1991
2683,50.82A,Cathy Freeman,AUS,16.02.73,San José,28.05.1994
2683,50.82,Sandie Richards,JAM,06.11.68,London,12.07.1996
2683,50.82,Lorraine Fenton,JAM,08.09.73,Kingston,20.06.1997
2683,50.82,Helena Fuchsová,CZE,03.06.65,Zagreb,07.07.1998
2683,50.82,Ionela Târlea,ROU,09.02.76,Bruxelles,28.08.1998
2683,50.82,Charity Opara,NGR,20.05.72,Sevilla,23.08.1999
2683,50.82,Maicel Malone,USA,12.06.69,Sevilla,23.08.1999
2683,50.82,Monique Hennagan,USA,26.05.76,Sacramento,16.07.2000
2683,50.82,Christiane Amertil,BAH,18.08.79,Ad-Dawhah,15.05.2002
2683,50.82,Lee McConnell,GBR,09.10.78,Madrid,20.09.2002
2683,50.82,Ami Mbacké Thiam,SEN,10.11.76,La Chaux-de-Fonds,08.08.2004
2683,50.82,Natalya Nazarova,RUS,22.05.79,Athínai,21.08.2004
2683,50.82,Mariyana Dimitrova,BUL,29.07.82,Sofia,05.07.2006
2683,50.82,Monique Henderson,USA,18.02.83,Indianapolis,23.06.2007
2683,50.82,Natasha Hastings,USA,23.07.86,Houston,03.05.2008
2683,50.82,Rosemarie Whyte,JAM,08.09.86,Birmingham,10.07.2011
2683,50.82,Lyudmila Litvinova,RUS,08.06.85,Cheboksary,05.07.2012
2683,50.82,Christine Ohuruogu,GBR,17.05.84,Monaco,17.07.2015
2683,50.82A,Courtney Okolo,USA,15.03.94,"San José, CRC",07.08.2015
2683,50.82,Christine Day,JAM,23.08.86,Beijing,25.08.2015
2683,50.82,Stephenie Ann McPherson,JAM,25.11.88,Kingston,19.05.2018
2683,50.82,Shamier Little,USA,20.03.95,Stockholm,10.06.2018
2683,50.82,Stephenie Ann McPherson,JAM,25.11.88,Ostrava,08.09.2018
2683,50.82,Kaelin Roberts,USA,06.01.99,College Station,29.05.2021
2683,50.82,Marileidy Paulino,DOM,25.10.96,La Nucía,20.05.2022
2683,50.82,Anna Hall,USA,23.03.01,Paris,09.06.2023
2725,50.83,Doris Maletzki,GDR,11.06.52,Karl-Marx-Stadt,29.05.1976
2725,50.83,Mariya Pinigina,UKR,09.02.58,Podolsk,19.08.1978
2725,50.83,Gaby Bussmann,FRG,08.10.59,Zagreb,15.08.1981
2725,50.83,Yelena Didilenko,RUS,20.04.61,Athínai,07.09.1982
2725,50.83,Sabine Busch,GER,21.11.62,Berlin,31.07.1983
2725,50.83,Lillie Leatherwood,USA,06.07.64,Los Angeles,05.08.1984
2725,50.83,Sabine Busch,GER,21.11.62,Praha,28.08.1985
2725,50.83,Gisela Kinzel,FRG,17.05.61,Berlin,15.08.1986
2725,50.83,Mariya Pinigina,UKR,09.02.58,Roma,30.08.1987
2725,50.83,Diane Dixon,USA,23.09.64,Roma,30.08.1987
2725,50.83,Pauline Davis-Thompson,BAH,09.07.66,Des Moines,29.04.1989
2725,50.83,Maicel Malone,USA,12.06.69,Linz,05.07.1991
2725,50.83,Tatyana Alekseyeva,RUS,07.10.63,Vladivostok,17.08.1991
2725,50.83,Natasha Kaiser-Brown,USA,14.05.67,New Orleans,22.06.1992
2725,50.83,Jillian Richardson,CAN,10.03.65,London,10.07.1992
2725,50.83,Jearl Miles-Clark,USA,04.09.66,Monaco,11.08.1992
2725,50.83,Sandra Myers,ESP,04.01.61,Stuttgart,16.08.1993
2725,50.83,Jearl Miles-Clark,USA,04.09.66,Linz,25.08.1993
2725,50.83,Jearl Miles-Clark,USA,04.09.66,Monaco,25.07.1995
2725,50.83,Svetlana Goncharenko,RUS,26.05.71,Tula,30.07.1999
2725,50.83,Allison Beckford,JAM,08.05.79,Baton Rouge,01.06.2002
2725,50.83,Lorraine Fenton,JAM,08.09.73,Oslo,28.06.2002
2725,50.83,Mariya Lisnichenko,RUS,27.12.80,Tula,29.07.2004
2725,50.83,Monique Hennagan,USA,26.05.76,Kingston,07.05.2005
2725,50.83,Tatyana Firova,RUS,10.10.82,Sochi,26.05.2005
2725,50.83,Tiandra Ponteen,SKN,09.11.84,Sacramento,11.06.2005
2725,50.83,Ami Mbacké Thiam,SEN,10.11.76,Helsinki,08.08.2005
2725,50.83,Monique Henderson,USA,18.02.83,Kingston,06.05.2006
2725,50.83,Lorraine Fenton,JAM,08.09.73,Roma,14.07.2006
2725,50.83,Natalya Antyukh,RUS,26.06.81,Tula,01.08.2007
2725,50.83,Shericka Williams,JAM,17.09.85,Roma,11.07.2008
2725,50.83,Libania Grenot,ITA,12.07.83,Beijing,17.08.2008
2725,50.83,Christine Ohuruogu,GBR,17.05.84,Stuttgart,14.09.2008
2725,50.83,Debbie Dunn,USA,26.03.78,Bruxelles,04.09.2009
2725,50.83,Natasha Hastings,USA,23.07.86,Lausanne,08.07.2010
2725,50.83,Amantle Montsho,BOT,04.07.83,Shanghai,19.05.2012
2725,50.83,Debbie Dunn,USA,26.03.78,Madrid,07.07.2012
2725,50.83,Novlene Williams-Mills,JAM,26.04.82,Moskva,10.08.2013
2725,50.83,Francena McCorory,USA,20.10.88,Edmonton,16.07.2016
2725,50.83,Laviai Nielsen,GBR,13.03.96,London,20.07.2019
2725,50.83,Kendall Ellis,USA,08.03.96,Eugene,19.06.2021
2725,50.83,Cynthia Bolingo,BEL,12.01.93,München,16.08.2022
2767,50.84,Christina Lathan,GDR,28.02.58,Halle,21.06.1975
2767,50.84,Mariya Pinigina,UKR,09.02.58,Tbilisi,17.09.1978
2767,50.84,Olga Bryzgina,UKR,30.06.63,Moskva,20.06.1983
2767,50.84,Olga Bryzgina,UKR,30.06.63,Sochi,10.06.1984
2767,50.84,Mariya Pinigina,UKR,09.02.58,Leningrad,01.08.1985
2767,50.84,Charmaine Crooks,CAN,08.08.62,Westwood,17.05.1986
2767,50.84,Petra Schersing,GER,18.07.65,Oslo,05.07.1986
2767,50.84,Dagmar Neubauer,GER,03.06.62,Rostock,25.06.1988
2767,50.84,Jillian Richardson,CAN,10.03.65,London,28.08.1988
2767,50.84,Ana Fidelia Quirot,CUB,23.03.63,La Habana,13.05.1989
2767,50.84,Marie-José Pérec,FRA,09.05.68,Split,29.08.1990
2767,50.84,Lillie Leatherwood,USA,06.07.64,Malmö,05.08.1991
2767,50.84,Diane Dixon,USA,23.09.64,Tokyo,25.08.1991
2767,50.84,Maicel Malone,USA,12.06.69,Villeneuve d'Ascq,08.07.1994
2767,50.84,Maicel Malone,USA,12.06.69,Monaco,25.07.1995
2767,50.84A,Michelle Collins,USA,12.02.71,Air Force Academy,29.07.1995
2767,50.84,Sandie Richards,JAM,06.11.68,Bruxelles,25.08.1995
2767,50.84A,Daisy Julia Duporty,CUB,09.02.71,Medellín,11.05.1996
2767,50.84,Jearl Miles-Clark,USA,04.09.66,Atlanta,27.07.1996
2767,50.84,Svetlana Goncharenko,RUS,26.05.71,Atlanta,28.07.1996
2767,50.84,Ana Fidelia Quirot,CUB,23.03.63,Linz,21.08.1996
2767,50.84,Allison Curbishley,GBR,03.06.76,Catania,30.08.1997
2767,50.84,Helena Fuchsová,CZE,03.06.65,Sevilla,24.08.1999
2767,50.84,Ana Guevara,MEX,04.03.77,Sydney,26.02.2000
2767,50.84,Ana Guevara,MEX,04.03.77,Adelaide,08.03.2000
2767,50.84A,Falilat Ogunkoya,NGR,05.12.68,Pretoria,24.03.2000
2767,50.84,Ana Guevara,MEX,04.03.77,Monaco,20.07.2001
2767,50.84,LaTasha Colander,USA,23.08.76,Belém,05.05.2002
2767,50.84,Svetlana Pospelova,RUS,24.12.79,Saint-Denis,25.08.2003
2767,50.84,Mariya Lisnichenko,RUS,27.12.80,Sochi,26.05.2005
2767,50.84,Lorraine Fenton,JAM,08.09.73,Thessaloníki,24.07.2006
2767,50.84,Natasha Hastings,USA,23.07.86,Tuscaloosa,13.05.2007
2767,50.84,Ami Mbacké Thiam,SEN,10.11.76,Saint-Denis,06.07.2007
2767,50.84,Yelena Migunova,RUS,04.01.84,Tula,02.08.2007
2767,50.84,Shana Cox,USA,22.01.85,Tallahassee,31.05.2008
2767,50.84,Tatyana Veshkurova,RUS,23.09.81,Zhukovskiy,15.06.2008
2767,50.84,Shereefa Lloyd,JAM,02.09.82,Kingston,28.06.2008
2767,50.84,Debbie Dunn,USA,26.03.78,Oslo,03.07.2009
2767,50.84,Denisa Rosolová,CZE,21.08.86,Ostrava,31.05.2011
2767,50.84,Kseniya Aksyonova,RUS,14.01.88,Sochi,25.05.2013
2767,50.84,Regina George,NGR,17.02.91,Moskva,11.08.2013
2767,50.84,Anastasia Le-Roy,JAM,11.09.87,Kingston,29.06.2014
2767,50.84,Shakima Wimbley,USA,23.04.95,Tallahassee,16.05.2015
2767,50.84,Stephenie Ann McPherson,JAM,25.11.88,New York City,13.06.2015
2767,50.84,Quanera Hayes,USA,07.03.92,Eugene,26.06.2015
2767,50.84,Floria Guei,FRA,02.05.90,Birmingham,05.06.2016
2767,50.84,Phyllis Francis,USA,04.05.92,Eugene,02.07.2016
2767,50.84,Natasha Hastings,USA,23.07.86,Bruxelles,09.09.2016
2767,50.84,Shakima Wimbley,USA,23.04.95,Eugene,26.05.2018
2767,50.84,Stephenie Ann McPherson,JAM,25.11.88,Lausanne,05.07.2018
2767,50.84,Kaelin Roberts,USA,06.01.99,Fayetteville,13.03.2021
2767,50.84,Shae Anderson,USA,07.04.99,Eugene,20.06.2021
2767,50.84,Stacey-Ann Williams,JAM,08.03.99,Kingston,26.06.2021
2767,50.84,Allyson Felix,USA,18.11.85,Tokyo,03.08.2021
2767,50.84A,Mary Moraa,KEN,15.06.00,Nairobi,25.06.2022
2767,50.84,Wadeline Jonathas,USA,19.02.98,Eugene,25.06.2022
2767,50.84,Talitha Diggs,USA,22.08.02,Eugene,20.07.2022
2767,50.84,Shaunae Miller-Uibo,BAH,15.04.94,Nassau,19.08.2022
2767,50.84,Kennedy Simon,USA,12.02.00,Austin,29.04.2023
2767,50.84,Marileidy Paulino,DOM,25.10.96,Ad-Dawhah,05.05.2023
2767,50.84,Lynna Irby-Jackson,USA,06.12.98,Firenze,02.06.2023
2828,50.85,Irena Szewinska,POL,24.05.46,Helsinki,03.06.1976
2828,50.85,Ellen Streidt,GDR,27.07.52,Erfurt,28.05.1978
2828,50.85,Irena Szewinska,POL,24.05.46,Köln,19.08.1979
2828,50.85,Gabriele Kotte,GDR,12.12.58,Moskva,27.07.1980
2828,50.85,Dagmar Neubauer,GER,03.06.62,Cottbus,25.06.1982
2828,50.85,Irina Baskakova,RUS,25.08.56,Kyiv,14.08.1982
2828,50.85,Rositza Stamenova,BUL,06.03.55,Praha,17.08.1984
2828,50.85,Kirsten Emmelmann,GDR,19.04.61,Karl-Marx-Stadt,12.06.1988
2828,50.85,Fatima Yusuf,NGR,02.05.71,Al Qâhirah,04.10.1990
2828,50.85,Lyudmila Dzhigalova,UKR,22.01.62,Tokyo,26.08.1991
2828,50.85,Ximena Restrepo,COL,10.03.69,Lausanne,08.07.1992
2828,50.85,Silke Knoll,GER,21.02.67,Bremen,01.07.1995
2828,50.85,Falilat Ogunkoya,NGR,05.12.68,Göteborg,06.08.1995
2828,50.85,Maicel Malone,USA,12.06.69,Bruxelles,25.08.1995
2828,50.85,Juliet Campbell,JAM,17.03.70,Cottbus,09.06.1996
2828,50.85,Allison Curbishley,GBR,03.06.76,Turku,12.07.1997
2828,50.85,Sandie Richards,JAM,06.11.68,Kingston,19.09.1997
2828,50.85,Sandie Richards,JAM,06.11.68,Ad-Dawhah,07.05.1998
2828,50.85,Ionela Târlea,ROU,09.02.76,Haniá,27.05.1998
2828,50.85,Lorraine Fenton,JAM,08.09.73,Eugene,31.05.1998
2828,50.85,Olabisi Afolabi,NGR,31.10.75,Leverkusen,09.08.1998
2828,50.85,Donna Fraser,GBR,07.11.72,Kuala Lumpur,17.09.1998
2828,50.85,Jearl Miles-Clark,USA,04.09.66,Sacramento,15.07.2000
2828,50.85,Jitka Burianová,CZE,17.01.77,Sydney,23.09.2000
2828,50.85,Charity Opara,NGR,20.05.72,Ad-Dawhah,05.10.2000
2828,50.85,Ana Guevara,MEX,04.03.77,Nice,09.07.2001
2828,50.85,Svetlana Pospelova,RUS,24.12.79,Firenze,21.06.2003
2828,50.85,Natalya Ivanova,RUS,25.06.81,Tula,29.07.2004
2828,50.85,Novlene Williams-Mills,JAM,26.04.82,Athínai,22.08.2004
2828,50.85,Olesya Krasnomovets,RUS,08.07.79,Tula,13.06.2005
2828,50.85,Oleysa Zykina,RUS,07.10.80,Tula,11.07.2005
2828,50.85,Dee Dee Trotter,USA,08.12.82,Paris,26.08.2006
2828,50.85,Ana Guevara,MEX,04.03.77,Osaka,26.08.2007
2828,50.85,Novlene Williams-Mills,JAM,26.04.82,Zürich,07.09.2007
2828,50.85,Mary Wineberg,USA,03.01.80,Eugene,03.07.2008
2828,50.85,Novlene Williams-Mills,JAM,26.04.82,Stockholm,22.07.2008
2828,50.85,Yuliya Gushchina,RUS,04.03.83,Lausanne,02.09.2008
2828,50.85,Libania Grenot,ITA,12.07.83,Berlin,16.08.2009
2828,50.85,Debbie Dunn,USA,26.03.78,Ad-Dawhah,14.05.2010
2828,50.85,Denisa Rosolová,CZE,21.08.86,Ostrava,27.05.2010
2828,50.85,Shericka Williams,JAM,17.09.85,Berlin,22.08.2010
2828,50.85,Rosemarie Whyte,JAM,08.09.86,Kingston,25.06.2011
2828,50.85,Novlene Williams-Mills,JAM,26.04.82,Birmingham,10.07.2011
2828,50.85,Christine Ohuruogu,GBR,17.05.84,Zagreb,13.09.2011
2828,50.85,Christine Day,JAM,23.08.86,Kingston,30.06.2012
2828,50.85,Jessica Beard,USA,08.01.89,Sacramento,24.06.2017
2828,50.85,Natasha Hastings,USA,23.07.86,London,09.07.2017
2828,50.85,Stephenie Ann McPherson,JAM,25.11.88,Paris,30.06.2018
2828,50.85,Shakima Wimbley,USA,23.04.95,Monaco,20.07.2018
2828,50.85,Anastasia Le-Roy,JAM,11.09.87,London,22.07.2018
2828,50.85,Phyllis Francis,USA,04.05.92,Kingston,08.06.2019
2828,50.85,Justyna Swiety-Ersetic,POL,03.12.92,Chorzów,16.06.2019
2828,50.85,Charokee Young,JAM,21.08.00,College Station,29.05.2021
2828,50.85,Jessica Beard,USA,08.01.89,Memphis,15.08.2021
2828,50.85,Paula Morán,MEX,25.02.97,Nashville,03.06.2023
2883,50.86,Christina Lathan,GDR,28.02.58,Montréal,28.07.1976
2883,50.86,Nina Zyuskova,UKR,15.05.52,Moskva,05.07.1980
2883,50.86,Dagmar Neubauer,GER,03.06.62,Potsdam,28.08.1982
2883,50.86,Sabine Busch,GER,21.11.62,Jena,01.05.1983
2883,50.86,Ana Fidelia Quirot,CUB,23.03.63,Canberra,06.10.1985
2883,50.86,Mariya Pinigina,UKR,09.02.58,Tallinn,21.06.1986
2883,50.86,Aelita Yurchenko,UKR,01.01.65,Tallinn,05.07.1988
2883,50.86A,Natasha Kaiser-Brown,USA,14.05.67,Provo,03.06.1989
2883,50.86,Charity Opara,NGR,20.05.72,Bologna,07.09.1991
2883,50.86,Denean Hill,USA,05.10.64,New Orleans,22.06.1992
2883,50.86,Ma Yuqin,CHN,11.09.72,Jinan,03.06.1993
2883,50.86,Pauline Davis-Thompson,BAH,09.07.66,Rio de Janeiro,05.05.1996
2883,50.86,Deon Hemmings,JAM,09.10.68,Kingston,28.06.1996
2883,50.86,Suziann Reid,USA,14.01.77,Amherst,04.06.1998
2883,50.86,Lorraine Fenton,JAM,08.09.73,Berlin,01.09.1998
2883,50.86,Katharine Merry,GBR,21.09.74,Sevilla,23.08.1999
2883,50.86,LaTasha Colander,USA,23.08.76,Eugene,24.06.2000
2883,50.86,Anna Tkach,RUS,17.04.75,Moskva,24.06.2000
2883,50.86,Patricia Hall,JAM,16.10.82,Belém,12.05.2001
2883,50.86,Suziann Reid,USA,14.01.77,Indianapolis,28.07.2001
2883,50.86,Ami Mbacké Thiam,SEN,10.11.76,Saint-Denis,24.08.2003
2883,50.86,Sanya Richards-Ross,USA,26.02.85,Austin,11.06.2004
2883,50.86,Natalya Ivanova,RUS,25.06.81,Tula,30.07.2004
2883,50.86,Ami Mbacké Thiam,SEN,10.11.76,Belém,21.05.2006
2883,50.86,Christiane Amertil,BAH,18.08.79,Gateshead,11.06.2006
2883,50.86,Yelena Migunova,RUS,04.01.84,Zhukovskiy,15.06.2008
2883,50.86,Bobbi-Gaye Wilkins-Gooden,JAM,10.09.88,Lausanne,02.09.2008
2883,50.86,Ami Mbacké Thiam,SEN,10.11.76,Milano,25.06.2009
2883,50.86,Lyudmila Litvinova,RUS,08.06.85,Moskva,01.07.2009
2883,50.86,Kaliese Spencer,JAM,06.04.87,Kingston,23.06.2011
2883,50.86,Davita Prendagast,JAM,16.12.84,Kingston,26.06.2011
2883,50.86,Yuliya Gushchina,RUS,04.03.83,Cheboksary,04.07.2012
2883,50.86,Phyllis Francis,USA,04.05.92,Eugene,07.06.2013
2883,50.86,Rosemarie Whyte,JAM,08.09.86,Monaco,19.07.2013
2883,50.86,Natalya Pyhyda,UKR,30.01.81,Valence,31.08.2013
2883,50.86,Novlene Williams-Mills,JAM,26.04.82,Glasgow,29.07.2014
2883,50.86,Christine Day,JAM,23.08.86,Kingston,26.06.2015
2883,50.86,Kabange Mupopo,ZAM,21.09.92,La Chaux-de-Fonds,05.07.2015
2883,50.86,Oluwakemi Adekoya,BRN,16.01.93,Luzern,14.07.2015
2883,50.86,Natasha Hastings,USA,23.07.86,Eugene,28.05.2016
2883,50.86,Taylor Ellis-Watson,USA,06.05.93,Eugene,11.06.2016
2883,50.86,Phyllis Francis,USA,04.05.92,Lignano Sabbiadoro,12.07.2017
2883,50.86,Natasha Hastings,USA,23.07.86,Rabat,16.07.2017
2883,50.86,Stephenie Ann McPherson,JAM,25.11.88,London,09.08.2017
2883,50.86,Stephenie Ann McPherson,JAM,25.11.88,Rovereto,29.08.2017
2883,50.86,Salwa Eid Naser,BRN,23.05.98,Jakarta,25.08.2018
2883,50.86,Phyllis Francis,USA,04.05.92,Baie-Mahault,18.05.2019
2883,50.86,Courtney Okolo,USA,15.03.94,Des Moines,27.07.2019
2931,50.87,Doris Maletzki,GDR,11.06.52,Dresden,08.05.1976
2931,50.87,Mariya Pinigina,UKR,09.02.58,Tbilisi,17.06.1978
2931,50.87,Denean Hill,USA,05.10.64,Knoxville,20.06.1982
2931,50.87,Gaby Bussmann,FRG,08.10.59,Bremen,25.06.1983
2931,50.87,Chandra Cheeseborough,USA,10.01.59,Los Angeles,17.06.1984
2931,50.87,Ute Thimm,FRG,10.07.58,München,20.07.1984
2931,50.87,Ana Fidelia Quirot,CUB,23.03.63,Praha,16.08.1984
2931,50.87,Michelle Lock,AUS,29.03.67,Lindau,18.07.1992
2931,50.87,Magdalena Nedelcu,ROU,12.05.74,Bucuresti,31.07.1992
2931,50.87,Phylis Smith,GBR,29.09.65,Barcelona,05.08.1992
2931,50.87,Sandie Richards,JAM,06.11.68,Indianapolis,25.06.1993
2931,50.87A,Ximena Restrepo,COL,10.03.69,Medellín,11.05.1996
2931,50.87,Lorraine Fenton,JAM,08.09.73,Atlanta,19.06.1996
2931,50.87,Sandie Richards,JAM,06.11.68,Salamanca,05.07.1996
2931,50.87,Sandie Richards,JAM,06.11.68,Kingston,20.06.1997
2931,50.87,Donna Fraser,GBR,07.11.72,Oslo,04.07.1997
2931,50.87,Du Xiujie,CHN,27.11.71,Shanghai,18.10.1997
2931,50.87,Helena Fuchsová,CZE,03.06.65,Budapest,20.08.1998
2931,50.87,Helena Fuchsová,CZE,03.06.65,Praha,05.06.2000
2931,50.87,Falilat Ogunkoya,NGR,05.12.68,Athínai,28.06.2000
2931,50.87,Heidi Seyerling,RSA,19.08.76,Sydney,23.09.2000
2931,50.87,Zulia Calatayud,CUB,09.11.79,Alcalá de Henares,30.06.2001
2931,50.87,Heidi Seyerling,RSA,19.08.76,Edmonton,06.08.2001
2931,50.87,Me'Lisa Barber,USA,04.10.80,Baton Rouge,01.06.2002
2931,50.87,Mariya Lisnichenko,RUS,27.12.80,Tula,31.05.2003
2931,50.87,Tonique Williams-Darling,BAH,17.01.76,Monaco,14.09.2003
2931,50.87,Lee McConnell,GBR,09.10.78,Padova,04.07.2004
2931,50.87,Monique Hennagan,USA,26.05.76,Sheffield,21.08.2005
2931,50.87,Christine Ohuruogu,GBR,17.05.84,Melbourne,20.03.2006
2931,50.87,Tatyana Veshkurova,RUS,23.09.81,Göteborg,09.08.2006
2931,50.87,Nicola Sanders,GBR,23.06.82,Göteborg,10.08.2006
2931,50.87,Dee Dee Trotter,USA,08.12.82,Berlin,03.09.2006
2931,50.87,Novlene Williams-Mills,JAM,26.04.82,Kingston,05.05.2007
2931,50.87,Libania Grenot,ITA,12.07.83,Beijing,16.08.2008
2931,50.87,Kseniya Zadorina,RUS,02.03.87,Moskva,29.06.2010
2931,50.87,Natasha Hastings,USA,23.07.86,Rieti,29.08.2010
2931,50.87,Rosemarie Whyte,JAM,08.09.86,Monaco,22.07.2011
2931,50.87,Amantle Montsho,BOT,04.07.83,Maputo,13.09.2011
2931,50.87,Vania Stambolova,BUL,28.11.83,Izmir,19.05.2012
2931,50.87,Yuliya Gushchina,RUS,04.03.83,Moskva,11.06.2012
2931,50.87,Dee Dee Trotter,USA,08.12.82,London,03.08.2012
2931,50.87,Novlene Williams-Mills,JAM,26.04.82,Lausanne,04.07.2013
2931,50.87,Tatyana Firova,RUS,10.10.82,Moskva,23.07.2013
2931,50.87,Amantle Montsho,BOT,04.07.83,Bamako,22.04.2014
2931,50.87,Mupopo Kabange,ZAM,21.09.92,Marrakesh,13.09.2014
2931,50.87,Patience Okon George,NGR,25.11.91,Beijing,24.08.2015
2931,50.87,Anyika Onuora,GBR,28.10.84,Beijing,25.08.2015
2931,50.87,Novlene Williams-Mills,JAM,26.04.82,Kingston,07.05.2016
2931,50.87,Chrisann Gordon,JAM,18.09.94,London,07.08.2017
2931,50.87,Shakima Wimbley,USA,23.04.95,Des Moines,25.07.2019
2931,50.87,Kyra Constantine,CAN,01.08.98,Eugene,12.06.2021
2931,50.87,Polina Miller,RUS,09.06.00,Cheboksary,24.06.2021
2931,50.87,Lieke Klaver,NED,20.08.98,Bruxelles,02.09.2022
2984,50.88,Rita Wilden,FRG,09.10.47,Roma,04.09.1974
2984,50.88,Christina Lathan,GDR,28.02.58,Berlin,14.06.1978
2984,50.88,Joslyn Hoyte-Smith,GBR,16.12.54,Oslo,01.07.1980
2984,50.88,Gabriele Kotte,GDR,12.12.58,Potsdam,13.07.1980
2984,50.88,Diane Dixon,USA,23.09.64,Westwood,18.05.1985
2984,50.88,Ana Fidelia Quirot,CUB,23.03.63,San Juan,22.09.1985
2984,50.88,Olga Bryzgina,UKR,30.06.63,Roma,30.08.1987
2984,50.88,Iolanda Oanta,ROU,11.10.65,Pitesti,27.05.1989
2984,50.88,Olga Bryzgina,UKR,30.06.63,Roma,09.06.1992
2984,50.88,Tatyana Alekseyeva,RUS,07.10.63,Stuttgart,15.08.1993
2984,50.88,Marie-José Pérec,FRA,09.05.68,Monaco,25.07.1995
2984,50.88,Helena Fuchsová,CZE,03.06.65,Ostrava,27.06.1999
2984,50.88,Charity Opara,NGR,20.05.72,Lagos,31.07.1999
2984,50.88,Ami Mbacké Thiam,SEN,10.11.76,La Chaux-de-Fonds,13.08.2000
2984,50.88,Grit Breuer,GER,16.02.72,Jena,02.06.2001
2984,50.88,Oleysa Zykina,RUS,07.10.80,Roma,02.07.2004
2984,50.88,Oleysa Zykina,RUS,07.10.80,Tula,29.07.2004
2984,50.88,Vania Stambolova,BUL,28.11.83,Kalamáta,03.06.2006
2984,50.88,Dee Dee Trotter,USA,08.12.82,Zagreb,31.08.2006
2984,50.88,Natalya Antyukh,RUS,26.06.81,Osaka,26.08.2007
2984,50.88,Nicola Sanders,GBR,23.06.82,Milano,02.07.2008
2984,50.88,Dee Dee Trotter,USA,08.12.82,Eugene,03.07.2008
2984,50.88,Allyson Felix,USA,18.11.85,Stockholm,22.07.2008
2984,50.88,Shericka Williams,JAM,17.09.85,Shanghai,20.09.2008
2984,50.88,Lyudmila Litvinova,RUS,08.06.85,Cheboksary,23.07.2009
2984,50.88,Christine Ohuruogu,GBR,17.05.84,Ad-Dawhah,14.05.2010
2984,50.88,Vania Stambolova,BUL,28.11.83,Kalamáta,29.05.2010
2984,50.88,Antonina Yefremova,UKR,19.07.81,Daegu,28.08.2011
2984,50.88,Novlene Williams-Mills,JAM,26.04.82,London,03.08.2012
2984,50.88,Ashley Spencer,USA,06.06.93,Austin,24.05.2013
2984,50.88,Francena McCorory,USA,20.10.88,Eugene,27.06.2015
2984,50.88,Oluwakemi Adekoya,BRN,16.01.93,Rio de Janeiro,15.08.2016
2984,50.88,Salwa Eid Naser,BRN,23.05.98,Rio de Janeiro,15.08.2016
2984,50.88,Shakima Wimbley,USA,23.04.95,Hengelo,03.06.2018
2984,50.88,Stephenie Ann McPherson,JAM,25.11.88,Lausanne,05.07.2019
2984,50.88,Allyson Felix,USA,18.11.85,Fort Worth,18.05.2021
2984,50.88,Quanera Hayes,USA,07.03.92,Tokyo,06.08.2021
2984,50.88,Polina Miller,RUS,09.06.00,Moskva,10.06.2022
2984,50.88,Talitha Diggs,USA,22.08.02,Eugene,24.06.2022
2984,50.88,Tierra Robinson-Jones,USA,22.11.99,Sacramento,25.05.2023
3024,50.89,Florence Griffith-Joyner,USA,21.12.59,Los Angeles,08.06.1985
3024,50.89,Genowefa Blaszak,POL,22.08.57,Heidenheim,15.06.1985
3024,50.89,Diane Dixon,USA,23.09.64,Eugene,20.06.1986
3024,50.89,Grit Breuer,GER,16.02.72,Split,28.08.1990
3024,50.89,Maicel Malone,USA,12.06.69,Birmingham,27.07.1991
3024,50.89,Denean Hill,USA,05.10.64,New Orleans,24.06.1992
3024,50.89,Marie-José Pérec,FRA,09.05.68,Barcelona,02.08.1992
3024,50.89,Charmaine Crooks,CAN,08.08.62,Bologna,09.09.1992
3024,50.89,Juliet Campbell,JAM,17.03.70,Auburn,01.05.1993
3024,50.89,Juliet Campbell,JAM,17.03.70,Stuttgart,16.08.1993
