Place,Time,Athlete,Country,Date of Birth,City,Event Date
1014,44.68,Darnell Hall,USA,26.09.71,London,12.07.1996
1014,44.68A,Calvin Harrison,USA,20.01.74,Roodepoort,16.03.1998
1014,44.68,Solomon Wariso,GBR,11.11.66,Birmingham,26.07.1998
1014,44.68,Angelo Taylor,USA,29.12.78,Princeton,12.05.2001
1014,44.68,Alleyne Francique,GRN,07.06.76,London,30.07.2004
1014,44.68,Christopher Brown,BAH,15.10.78,Monaco,09.09.2005
1014,44.68,Andrew Rock,USA,23.01.82,Indianapolis,23.06.2006
1014,44.68,Darold Williamson,USA,19.02.83,Osaka,05.05.2007
1014,44.68,Lionel Larry,USA,14.09.86,Sacramento,09.06.2007
1014,44.68,Christopher Brown,BAH,15.10.78,Berlin,01.06.2008
1014,44.68,Gil Roberts,USA,15.03.89,Lubbock,17.05.2009
1014,44.68,Tony McQuay,USA,16.04.90,Eugene,25.06.2011
1014,44.68,Wayde van Niekerk,RSA,15.07.92,Glasgow,30.07.2014
1014,44.68A,Abdalelah Haroun,QAT,01.01.97,Sasolburg,19.03.2015
1014,44.68,Abdalelah Haroun,QAT,01.01.97,Manama,25.04.2015
1014,44.68,Abdalelah Haroun,QAT,01.01.97,Wuhan,04.06.2015
1014,44.68,Christopher Brown,BAH,15.10.78,Beijing,23.08.2015
1014,44.68,Rabah Yousif,GBR,11.12.85,Beijing,26.08.2015
1014,44.68,Machel Cedenio,TTO,12.09.95,Ad-Dawhah,06.05.2016
1014,44.68,Matthew Hudson-Smith,GBR,26.10.94,Birmingham,01.07.2018
1014,44.68,Anthony Zambrano,COL,17.01.98,La Chaux-de-Fonds,30.06.2019
1014,44.68,Alexander Ogando,DOM,03.05.00,Chorzów,05.06.2022
1014,44.68,Bryce Deadmon,USA,26.03.97,Chorzów,06.08.2022
1014,44.68,Jereem Richards,TTO,13.01.94,Gainesville,15.04.2023
1014,44.68A,Vernon Norwood,USA,10.04.92,Nairobi,13.05.2023
1048,44.69,Darrell Robinson,USA,23.12.63,Indianapolis,24.07.1982
1048,44.69,Bert Cameron,JAM,16.11.59,Zürich,18.08.1982
1048,44.69,Antonio McKay,USA,09.02.64,Zürich,13.08.1986
1048,44.69,Darrell Robinson,USA,23.12.63,Zürich,13.08.1986
1048,44.69A,Antonio McKay,USA,09.02.64,San José,30.05.1987
1048,44.69,Gabriel Tiacoh,CIV,10.09.63,Roma,01.09.1987
1048,44.69,Mohamed Al Malky,OMA,01.12.62,Seoul,26.09.1988
1048,44.69,Antonio Pettigrew,USA,03.11.67,Houston,16.06.1989
1048,44.69,Roberto Hernández,CUB,06.03.67,New York City,29.07.1990
1048,44.69,Danny Everett,USA,01.11.66,New Orleans,24.06.1992
1048,44.69,Andrew Valmon,USA,01.01.65,London,10.07.1992
1048,44.69,Sunday Bada,NGR,22.06.69,Lagos,17.06.1995
1048,44.69,Iwan Thomas,GBR,05.01.74,Birmingham,16.06.1996
1048,44.69,Samson Kitur,KEN,25.02.66,Parma,17.06.1996
1048,44.69,Alvin Harrison,USA,20.01.74,Atlanta,26.07.1996
1048,44.69,Roger Black,GBR,31.03.66,Atlanta,28.07.1996
1048,44.69,Jamie Baulch,GBR,03.05.73,Athínai,04.08.1997
1048,44.69,Iwan Thomas,GBR,05.01.74,London,17.08.1997
1048,44.69,Alvin Harrison,USA,20.01.74,Eugene,31.05.1998
1048,44.69,Michael Blackwood,JAM,29.08.76,Columbia,21.05.2000
1048,44.69,Eric Milazar,MRI,01.06.75,Madrid,07.07.2001
1048,44.69,Derrick Brew,USA,28.12.77,Sacramento,15.07.2004
1048,44.69,Tyler Christopher,CAN,03.10.83,Saint-Denis,01.07.2005
1048,44.69,Andrew Rock,USA,23.01.82,Stuttgart,09.09.2006
1048,44.69,Jeremy Wariner,USA,31.01.84,Osaka,09.05.2009
1048,44.69,Jeremy Wariner,USA,31.01.84,Berlin,19.08.2009
1048,44.69,Jermaine Gonzáles,JAM,26.11.84,Stockholm,29.07.2011
1048,44.69,LaShawn Merritt,USA,27.06.86,Stockholm,22.08.2013
1048,44.69,Peter Matthews,JAM,13.11.89,Beijing,23.08.2015
1048,44.69,Baboloki Thebe,BOT,18.03.97,Durban,24.06.2016
1048,44.69,Lalonde Gordon,TTO,25.11.88,Port of Spain,26.06.2016
1048,44.69,Nathon Allen,JAM,28.10.95,Eugene,09.06.2017
1048,44.69,Bruno Hortelano,ESP,18.09.91,Madrid,22.06.2018
1048,44.69,Abdalelah Haroun,QAT,01.01.97,Rabat,13.07.2018
1048,44.69,Nathan Strother,USA,06.09.95,Des Moines,26.07.2019
1048,44.69,Michael Cherry,USA,23.03.95,Des Moines,27.07.2019
1048,44.69,Randolph Ross,USA,01.01.01,Jacksonville,30.04.2021
1048,44.69,Michael Cherry,USA,23.03.95,Székesfehérvár,06.07.2021
1086,44.70,Karl Honz,FRG,28.01.51,München,21.07.1972
1086,44.70,Alberto Juantorena,CUB,03.12.50,Ostrava,05.06.1976
1086,44.70,Cliff Wiley,USA,21.05.55,Sacramento,21.06.1981
1086,44.70,Roddie Haley,USA,06.12.65,Austin,01.06.1985
1086,44.70,Roberto Hernández,CUB,06.03.67,La Habana,14.03.1987
1086,44.70,Ian Morris,TTO,30.11.61,Seoul,25.09.1988
1086,44.70,Roberto Hernández,CUB,06.03.67,Köln,20.08.1989
1086,44.70,Tim Simon,USA,11.09.66,Norwalk,15.06.1990
1086,44.70,Roberto Hernández,CUB,06.03.67,Nice,10.07.1990
1086,44.70,Harry Reynolds,USA,08.06.64,Salamanca,18.07.1995
1086,44.70,Gregory Haughton,JAM,10.11.73,Göteborg,07.08.1995
1086,44.70,Harry Reynolds,USA,08.06.64,Zürich,16.08.1995
1086,44.70,Calvin Harrison,USA,20.01.74,Atlanta,15.06.1996
1086,44.70,Iwan Thomas,GBR,05.01.74,Atlanta,29.07.1996
1086,44.70,Mark Richardson,GBR,26.07.72,Lausanne,02.07.1997
1086,44.70,Sanderlei Claro Parrela,BRA,07.10.74,Winnipeg,24.07.1999
1086,44.70,Derrick Brew,USA,28.12.77,Baton Rouge,14.05.2000
1086,44.70,Gregory Haughton,JAM,10.11.73,Sydney,25.09.2000
1086,44.70,Hendrik Mokganyetsi,RSA,07.09.75,Sevilla,08.06.2001
1086,44.70,Avard Moncur,BAH,02.11.78,Thessaloníki,22.08.2001
1086,44.70,Tyree Washington,USA,28.08.76,Eugene,24.05.2003
1086,44.70,Darold Williamson,USA,19.02.83,Sacramento,15.07.2004
1086,44.70,Andrew Rock,USA,23.01.82,Carson,25.06.2005
1086,44.70,Brandon Simpson,JAM,06.09.81,Bruxelles,26.08.2005
1086,44.70,Xavier Carter,USA,08.12.85,New York City,31.05.2008
1086,44.70,LeJerald Betters,USA,06.02.88,Lausanne,08.07.2010
1086,44.70,Youssef Al-Masrahi,KSA,31.12.87,Des Moines,24.04.2015
1086,44.70,Javon Francis,JAM,14.12.94,Kingston,28.06.2015
1086,44.70,Machel Cedenio,TTO,12.09.95,Toronto,23.07.2015
1086,44.70,Lalonde Gordon,TTO,25.11.88,Beijing,24.08.2015
1086,44.70,Bralon Taplin,GRN,08.05.92,Zürich,01.09.2016
1086,44.70,Matthew Hudson-Smith,GBR,26.10.94,Clermont,12.05.2018
1086,44.70,Tyrell Richard,USA,04.08.97,Eugene,06.06.2018
1086,44.70,Kirani James,GRN,01.09.92,Ponce,12.05.2022
1086,44.70,Sean Bailey,JAM,15.07.97,Lubbock,25.03.2023
1086,44.70,Steven Gardiner,BAH,12.09.95,Rabat,28.05.2023
1122,44.71,Antonio McKay,USA,09.02.64,Los Angeles,21.06.1984
1122,44.71,Antonio McKay,USA,09.02.64,Los Angeles,08.08.1984
1122,44.71,Darrell Robinson,USA,23.12.63,Los Angeles,08.06.1985
1122,44.71,Andre Phillips,USA,05.09.59,Westwood,17.05.1986
1122,44.71,Derek Redmond,GBR,03.09.65,Zürich,19.08.1987
1122,44.71,Miles Murphy,AUS,19.05.67,Perth,26.03.1988
1122,44.71,Tim Simon,USA,11.09.66,Lausanne,27.06.1989
1122,44.71,Steve Lewis,USA,16.05.69,Sevilla,30.05.1991
1122,44.71,Danny Everett,USA,01.11.66,Roma,17.07.1991
1122,44.71,Roger Black,GBR,31.03.66,Malmö,05.08.1991
1122,44.71,Roberto Hernández,CUB,06.03.67,Tokyo,26.08.1991
1122,44.71,Antonio Pettigrew,USA,03.11.67,Zürich,19.08.1992
1122,44.71,Steve Lewis,USA,16.05.69,Monaco,07.08.1993
1122,44.71,Harry Reynolds,USA,08.06.64,Stuttgart,15.08.1993
1122,44.71,Samson Kitur,KEN,25.02.66,Göteborg,09.08.1995
1122,44.71,Iwan Thomas,GBR,05.01.74,Lausanne,03.07.1996
1122,44.71,Jerome Young,USA,14.08.76,Atlanta,24.05.1997
1122,44.71,Tyree Washington,USA,28.08.76,Roma,14.07.1998
1122,44.71,Roger Black,GBR,31.03.66,Birmingham,26.07.1998
1122,44.71,Sanderlei Claro Parrela,BRA,07.10.74,Lausanne,02.07.1999
1122,44.71,Michael McDonald,JAM,17.03.75,Rio de Janeiro,06.05.2001
1122,44.71,Jeremy Wariner,USA,31.01.84,Austin,12.06.2004
1122,44.71,Kerron Clement,USA,31.10.85,New York City,03.06.2006
1122,44.71,Ricardo Chambers,JAM,07.10.84,Sacramento,10.06.2006
1122,44.71,Tyler Christopher,CAN,03.10.83,Osaka,31.08.2007
1122,44.71,Tyler Christopher,CAN,03.10.83,Carson,18.05.2008
1122,44.71,LeJerald Betters,USA,06.02.88,Des Moines,26.06.2010
1122,44.71,Jonathan Borlée,BEL,22.02.88,Barcelona,28.07.2010
1122,44.71A,Luguelin Santos,DOM,12.11.92,Guadalajara,26.10.2011
1122,44.71,Isaac Makwala,BOT,24.09.85,Glasgow,12.07.2014
1122,44.71,Martyn Rooney,GBR,03.04.87,Zürich,15.08.2014
1122,44.71,David Verburg,USA,14.05.91,Beijing,24.08.2015
1122,44.71,Luguelin Santos,DOM,12.11.92,Rio de Janeiro,13.08.2016
1122,44.71,Fred Kerley,USA,07.05.95,Shanghai,12.05.2018
1122,44.71,Steven Gardiner,BAH,12.09.95,Gainesville,17.04.2021
1122,44.71,Champion Allison,USA,05.11.98,Eugene,20.07.2022
1122,44.71,Emmanuel Bamidele,NGR,06.07.99,Baton Rouge,13.05.2023
1159,44.72,Bert Cameron,JAM,16.11.59,Walnut,25.04.1982
1159,44.72,Hartmut Weber,FRG,17.10.60,Athínai,09.09.1982
1159,44.72,Antonio McKay,USA,09.02.64,Los Angeles,05.08.1984
1159,44.72,Thomas Schönlebe,GER,06.08.65,Canberra,05.10.1985
1159,44.72,Darren Clark,AUS,06.09.65,Zürich,13.08.1986
1159,44.72,Bert Cameron,JAM,16.11.59,Indianapolis,13.08.1987
1159,44.72,Danny Everett,USA,01.11.66,Villeneuve d'Ascq,27.06.1988
1159,44.72,Innocent Egbunike,NGR,30.11.61,Seoul,28.09.1988
1159,44.72,Danny Everett,USA,01.11.66,Westwood,20.05.1990
1159,44.72,Steve Lewis,USA,16.05.69,Roma,17.07.1991
1159,44.72,Roberto Hernández,CUB,06.03.67,Barcelona,03.08.1992
1159,44.72,Roger Black,GBR,31.03.66,Barcelona,03.08.1992
1159,44.72,Michael Johnson,USA,13.09.67,Stuttgart,15.08.1993
1159,44.72,Calvin Harrison,USA,20.01.74,Eugene,26.05.1996
1159,44.72,Jamie Baulch,GBR,03.05.73,Birmingham,16.06.1996
1159,44.72,Roger Black,GBR,31.03.66,Atlanta,27.07.1996
1159,44.72,Sanderlei Claro Parrela,BRA,07.10.74,Walnut,18.04.1999
1159,44.72,Sanderlei Claro Parrela,BRA,07.10.74,Sevilla,23.08.1999
1159,44.72,Brandon Couts,USA,17.02.79,Columbia,21.05.2000
1159,44.72,Avard Moncur,BAH,02.11.78,Durham,03.06.2000
1159,44.72,Tyree Washington,USA,28.08.76,Eugene,24.06.2000
1159,44.72,Mark Richardson,GBR,26.07.72,Bruxelles,25.08.2000
1159,44.72,Alleyne Francique,GRN,07.06.76,Poznan,18.08.2002
1159,44.72,Michael Blackwood,JAM,29.08.76,Paris,14.09.2002
1159,44.72,Jerry Harris,USA,29.10.81,Stockholm,27.07.2004
1159,44.72,Tyler Christopher,CAN,03.10.83,Belém,22.05.2005
1159,44.72A,Gary Kikaya,COD,04.02.78,Xalapa,13.05.2006
1159,44.72,Johan Wissman,SWE,02.12.82,Osaka,31.08.2007
1159,44.72,LaShawn Merritt,USA,27.06.86,Raleigh,28.03.2008
1159,44.72,Martyn Rooney,GBR,03.04.87,Monaco,29.07.2008
1159,44.72,Jermaine Gonzáles,JAM,26.11.84,Lausanne,08.07.2010
1159,44.72,Angelo Taylor,USA,29.12.78,Zürich,19.08.2010
1159,44.72,Kirani James,GRN,01.09.92,Daegu,16.05.2012
1159,44.72,Kirani James,GRN,01.09.92,Nassau,13.04.2013
1159,44.72,Youssef Al-Masrahi,KSA,31.12.87,Ad-Dawhah,22.05.2013
1159,44.72,Tony McQuay,USA,16.04.90,Des Moines,21.06.2013
1159,44.72,Luguelin Santos,DOM,12.11.92,Des Moines,25.04.2014
1159,44.72,Renny Quow,TTO,25.08.87,Székesfehérvár,07.07.2015
1159,44.72,David Verburg,USA,14.05.91,Madrid,11.07.2015
1159,44.72,Liemarvin Bonevacia,NED,05.04.89,Beijing,23.08.2015
1159,44.72,Steven Gardiner,BAH,12.09.95,Rio de Janeiro,13.08.2016
1159,44.72,Akeem Bloomfield,JAM,10.11.97,Eugene,06.06.2018
1159,44.72,Nathon Allen,JAM,28.10.95,London,21.07.2018
1159,44.72,Abdalelah Haroun,QAT,01.01.97,Ostrava,09.09.2018
1159,44.72,Michael Norman,USA,03.12.97,Eugene,12.06.2022
1159,44.72,Bryce Deadmon,USA,26.03.97,Nashville,03.06.2023
1205,44.73,Willie Smith,USA,28.02.56,Tuscaloosa,15.04.1978
1205,44.73A,James Rolle,USA,02.02.64,Colorado Springs,02.07.1983
1205,44.73,Danny Everett,USA,01.11.66,Zürich,19.08.1987
1205,44.73,David Kitur,KEN,12.10.62,Roma,01.09.1987
1205,44.73,Roberto Hernández,CUB,06.03.67,Sevilla,01.06.1988
1205,44.73,Michael Johnson,USA,13.09.67,Des Moines,27.04.1991
1205,44.73,Derek Mills,USA,09.07.72,Monaco,02.08.1994
1205,44.73,Steve Lewis,USA,16.05.69,Berlin,30.08.1994
1205,44.73A,Troy McIntosh,BAH,29.03.73,Ciudad de México,09.06.1996
1205,44.73,Jerome Young,USA,14.08.76,Bruxelles,28.08.1998
1205,44.73A,Pat Dwyer,AUS,03.11.77,Pretoria,24.03.2000
1205,44.73,Sanderlei Claro Parrela,BRA,07.10.74,Athínai,28.06.2000
1205,44.73,LaShawn Merritt,USA,27.06.86,Carson,25.06.2005
1205,44.73,John Steffensen,AUS,30.08.82,Melbourne,22.03.2006
1205,44.73,Lionel Larry,USA,14.09.86,Palo Alto,13.05.2007
1205,44.73,Christopher Brown,BAH,15.10.78,Roma,11.07.2008
1205,44.73,LaToy Williams,BAH,28.05.88,Hutchinson,23.05.2009
1205,44.73,LaShawn Merritt,USA,27.06.86,Monaco,28.07.2009
1205,44.73,Jeremy Wariner,USA,31.01.84,Roma,10.06.2010
1205,44.73,LaShawn Merritt,USA,27.06.86,Baie-Mahault,01.05.2012
1205,44.73,Bryshon Nellum,USA,01.05.89,Eugene,07.06.2013
1205,44.73,Kévin Borlée,BEL,22.02.88,Bruxelles,21.07.2013
1205,44.73,Rusheen McDonald,JAM,17.08.92,Kingston,28.06.2015
1205,44.73,Gil Roberts,USA,15.03.89,Eugene,03.07.2016
1205,44.73,Michael Cherry,USA,23.03.95,Eugene,07.06.2017
1205,44.73,Demish Gaye,JAM,20.01.93,Kingston,10.06.2017
1205,44.73,Wilbert London,USA,17.08.97,Waco,21.04.2018
1205,44.73,Óscar Husillos,ESP,18.07.93,Madrid,22.06.2018
1205,44.73,Kenneth Bednarek,USA,14.10.98,Hobbs,18.05.2019
1205,44.73,Michael Norman,USA,03.12.97,Eugene,19.06.2021
1205,44.73,Deon Lendore,TTO,28.10.92,Stockholm,04.07.2021
1205,44.73,Alonzo Russell,BAH,08.02.92,Gainesville,15.04.2023
1205,44.73,Elija Godwin,USA,01.07.99,Austin,07.06.2023
1238,44.74,Alonzo Babers,USA,31.10.61,Zürich,22.08.1984
1238,44.74,Gabriel Tiacoh,CIV,10.09.63,Indianapolis,05.06.1986
1238,44.74,Innocent Egbunike,NGR,30.11.61,Lausanne,15.09.1987
1238,44.74,Innocent Egbunike,NGR,30.11.61,Seoul,26.09.1988
1238,44.74,Danny Everett,USA,01.11.66,Rieti,03.09.1989
1238,44.74,Andrew Valmon,USA,01.01.65,Grosseto,13.08.1990
1238,44.74,Samson Kitur,KEN,25.02.66,Bologna,09.09.1992
1238,44.74,Marlon Ramsey,USA,11.09.74,Knoxville,03.06.1995
1238,44.74,Gregory Haughton,JAM,10.11.73,Kingston,24.06.1995
1238,44.74,Raoul Howard,USA,11.03.74,Lubbock,18.05.1996
1238,44.74,Roxbert Martin,JAM,05.11.69,Atlanta,27.07.1996
1238,44.74,Tyree Washington,USA,28.08.76,Oslo,09.07.1998
1238,44.74,Brandon Couts,USA,17.02.79,Houston,01.04.2000
1238,44.74,Alvin Harrison,USA,20.01.74,Brisbane,03.09.2000
1238,44.74,Arnaud Malherbe,RSA,20.11.72,Yokohama,09.09.2000
1238,44.74,Michael Blackwood,JAM,29.08.76,Kingston,21.06.2003
1238,44.74,Darold Williamson,USA,19.02.83,Norman,01.05.2004
1238,44.74,Michael Blackwood,JAM,29.08.76,London,30.07.2004
1238,44.74,Tim Benjamin,GBR,02.05.82,Bruxelles,26.08.2005
1238,44.74,LaShawn Merritt,USA,27.06.86,Bruxelles,25.08.2006
1238,44.74,Jeremy Wariner,USA,31.01.84,Beijing,21.08.2008
1238,44.74,Michael Bingham,GBR,13.04.86,Berlin,19.08.2009
1238,44.74,Angelo Taylor,USA,29.12.78,Roma,10.06.2010
1238,44.74,Kévin Borlée,BEL,22.02.88,Madrid,09.07.2011
1238,44.74,LaShawn Merritt,USA,27.06.86,Stockholm,29.07.2011
1238,44.74,Jonathan Borlée,BEL,22.02.88,Monaco,20.07.2012
1238,44.74,Luguelin Santos,DOM,12.11.92,Des Moines,26.04.2013
1238,44.74,Tony McQuay,USA,16.04.90,Des Moines,22.06.2013
1238,44.74,Christopher Brown,BAH,15.10.78,New York City,13.06.2015
1238,44.74,Kévin Borlée,BEL,22.02.88,Beijing,24.08.2015
1238,44.74,Akeem Bloomfield,JAM,10.11.97,Lexington,26.05.2017
1238,44.74,Matthew Hudson-Smith,GBR,26.10.94,London,06.08.2017
1238,44.74,Rai Benjamin,ANT,27.07.97,Torrance,21.04.2018
1238,44.74,Michael Norman,USA,03.12.97,Westwood,29.04.2018
1238,44.74,Dwight St. Hillaire,TTO,05.12.97,Gainesville,03.04.2021
1238,44.74,Kirani James,GRN,01.09.92,Ostrava,19.05.2021
1238,44.74,Michael Cherry,USA,23.03.95,Jacksonville,31.05.2021
1238,44.74,Fred Kerley,USA,07.05.95,Hengelo,06.06.2021
1238,44.74,Randolph Ross,USA,01.01.01,Eugene,20.06.2021
1238,44.74,Jenoah McKiver,USA,04.04.02,Tucson,09.04.2022
1238,44.74,Champion Allison,USA,05.11.98,Oxford MS,14.05.2022
1238,44.74,Kirani James,GRN,01.09.92,Eugene,20.07.2022
1238,44.74,Zakhitine Nene,RSA,02.04.98,Zürich,08.09.2022
1281,44.75,Bert Cameron,JAM,16.11.59,Köln,22.08.1982
1281,44.75,Alonzo Babers,USA,31.10.61,Los Angeles,05.08.1984
1281,44.75,Darren Clark,AUS,06.09.65,Los Angeles,08.08.1984
1281,44.75,Sunder Nix,USA,02.12.61,Los Angeles,08.08.1984
1281,44.75,Gabriel Tiacoh,CIV,10.09.63,Nice,15.07.1986
1281,44.75,Innocent Egbunike,NGR,30.11.61,Westwood,16.05.1987
1281,44.75,Clarence Daniel,USA,11.06.61,Indianapolis,17.07.1988
1281,44.75,Steve Lewis,USA,16.05.69,Malmö,08.08.1988
1281,44.75,Steve Lewis,USA,16.05.69,Norwalk,16.06.1990
1281,44.75,Deon Minor,USA,22.01.73,Austin,05.06.1992
1281,44.75,David Grindley,GBR,29.10.72,Barcelona,05.08.1992
1281,44.75,Samson Kitur,KEN,25.02.66,Berlin,21.08.1992
1281,44.75,David Grindley,GBR,29.10.72,Roma,26.06.1993
1281,44.75,Derek Mills,USA,09.07.72,London,27.08.1995
1281,44.75,Michael McDonald,JAM,17.03.75,Kingston,11.05.1996
1281,44.75,Derek Mills,USA,09.07.72,Atlanta,18.05.1996
1281,44.75A,Jopie van Oudtshoorn,RSA,05.02.76,Germiston,07.04.1999
1281,44.75,Tyree Washington,USA,28.08.76,Sacramento,21.05.2000
1281,44.75,Ibrahim Ismail,QAT,10.05.72,Kalamáta,19.08.2000
1281,44.75,Gregory Haughton,JAM,10.11.73,Sevilla,08.06.2002
1281,44.75,Eric Milazar,MRI,01.06.75,Saint-Denis,24.08.2003
1281,44.75,Alleyne Francique,GRN,07.06.76,Lausanne,06.07.2004
1281,44.75,Derrick Brew,USA,28.12.77,Sacramento,12.07.2004
1281,44.75,Jamel Ashley,USA,17.04.79,Sacramento,11.06.2005
1281,44.75,Tim Benjamin,GBR,02.05.82,London,22.07.2005
1281,44.75,LaShawn Merritt,USA,27.06.86,Indianapolis,23.06.2006
1281,44.75,David Neville,USA,01.06.84,Indianapolis,24.06.2006
1281,44.75A,LeJerald Betters,USA,06.02.88,Toluca,19.07.2008
1281,44.75,LaShawn Merritt,USA,27.06.86,New York City,30.05.2009
1281,44.75,Michael Berry,USA,10.12.91,Des Moines,08.06.2012
1281,44.75,Kévin Borlée,BEL,22.02.88,Bruxelles,07.09.2012
1281,44.75,David Verburg,USA,14.05.91,Des Moines,21.06.2013
1281,44.75,Matthew Hudson-Smith,GBR,26.10.94,Zürich,15.08.2014
1281,44.75,Youssef Al-Masrahi,KSA,31.12.87,Eugene,30.05.2015
1281,44.75A,Alphas Kishoyan,KEN,12.10.94,Nairobi,11.07.2015
1281,44.75,Steven Gardiner,BAH,12.09.95,Lausanne,25.08.2016
1281,44.75,Vernon Norwood,USA,10.04.92,Madrid,14.07.2017
1281,44.75,Steven Gardiner,BAH,12.09.95,London,05.08.2017
1281,44.75,Luguelin Santos,DOM,12.11.92,Chorzów,08.06.2018
1281,44.75,Trevor Stewart,USA,20.05.97,Eugene,18.06.2021
1281,44.75,Wayde van Niekerk,RSA,15.07.92,Eugene,20.07.2022
1281,44.75,Antonio Watson,JAM,11.09.01,Kingston,03.06.2023
1323,44.76A,Hassan El Kashief,SUD,26.03.56,Provo,03.06.1982
1323,44.76,Walter McCoy,USA,15.11.58,Zürich,22.08.1984
1323,44.76A,Innocent Egbunike,NGR,30.11.61,San José,30.05.1987
1323,44.76A,Roddie Haley,USA,06.12.65,San José,26.06.1987
1323,44.76,Roddie Haley,USA,06.12.65,Westwood,05.06.1988
1323,44.76,Steve Lewis,USA,16.05.69,Villeneuve d'Ascq,27.06.1988
1323,44.76,Roberto Hernández,CUB,06.03.67,Zürich,16.08.1989
1323,44.76,Quincy Watts,USA,19.06.70,Atlanta,16.06.1996
1323,44.76,Calvin Harrison,USA,20.01.74,Atlanta,16.06.1996
1323,44.76,Derek Mills,USA,09.07.72,Stockholm,08.07.1996
1323,44.76,Anthuan Maybank,USA,30.12.69,Zürich,11.08.1999
1323,44.76,Marcus la Grange,RSA,12.12.77,Durban,23.03.2002
1323,44.76,Brandon Simpson,JAM,06.09.81,Athínai,23.08.2004
1323,44.76,Darold Williamson,USA,19.02.83,Norman,28.05.2005
1323,44.76,Xavier Carter,USA,08.12.85,Roma,14.07.2006
1323,44.76,LaShawn Merritt,USA,27.06.86,Eugene,30.06.2008
1323,44.76,Christopher Brown,BAH,15.10.78,Saint-Denis,18.07.2008
1323,44.76,LaShawn Merritt,USA,27.06.86,Daegu,29.08.2011
1323,44.76,Kirani James,GRN,01.09.92,Monaco,20.07.2012
1323,44.76,Bryshon Nellum,USA,01.05.89,Los Angeles,12.05.2013
1323,44.76,Christopher Brown,BAH,15.10.78,Des Moines,24.04.2015
1323,44.76,Vernon Norwood,USA,10.04.92,Starkville,16.05.2015
1323,44.76,Bralon Taplin,GRN,08.05.92,Kingston,11.06.2016
1323,44.76,Nathon Allen,JAM,28.10.95,Tampa,25.05.2018
1323,44.76,Matthew Hudson-Smith,GBR,26.10.94,Berlin,08.08.2018
1323,44.76,Trevor Stewart,USA,20.05.97,Des Moines,25.07.2019
1323,44.76,Anthony Zambrano,COL,17.01.98,Firenze,10.06.2021
1323,44.76,Bryce Deadmon,USA,26.03.97,Padova,04.09.2022
1323,44.76A,Kirani James,GRN,01.09.92,Gaborone,29.04.2023
1352,44.77,Darren Clark,AUS,06.09.65,Los Angeles,05.08.1984
1352,44.77,Félix Stevens,CUB,08.03.64,Santiago de Cuba,21.02.1986
1352,44.77,Harry Reynolds,USA,08.06.64,Paris,16.07.1987
1352,44.77,Quincy Watts,USA,19.06.70,Austin,03.06.1992
1352,44.77,Steve Lewis,USA,16.05.69,New Orleans,24.06.1992
1352,44.77,Harry Reynolds,USA,08.06.64,Columbus,09.05.1993
1352,44.77,Sunday Bada,NGR,22.06.69,Köln,01.08.1993
1352,44.77,Kevin Little,USA,03.04.68,Walnut,21.04.1996
1352,44.77,Roger Black,GBR,31.03.66,Eugene,26.05.1996
1352,44.77,Anthuan Maybank,USA,30.12.69,Atlanta,15.06.1996
1352,44.77,Jason Rouser,USA,22.03.70,Atlanta,17.06.1996
1352,44.77,Jason Rouser,USA,22.03.70,Atlanta,19.06.1996
1352,44.77,Roxbert Martin,JAM,05.11.69,Bloomington,07.06.1997
1352,44.77,Davis Kamoga,UGA,17.03.68,Torino,24.06.1997
1352,44.77,Iwan Thomas,GBR,05.01.74,Roma,14.07.1998
1352,44.77A,Kennedy Ochieng,KEN,30.12.71,Johannesburg,16.09.1999
1352,44.77,Tyree Washington,USA,28.08.76,Saint-Denis,26.08.2003
1352,44.77,Lansford Spence,JAM,15.12.82,Kingston,26.06.2005
1352,44.77,LaShawn Merritt,USA,27.06.86,Roma,14.07.2006
1352,44.77,Gary Kikaya,COD,04.02.78,Hengelo,26.05.2007
1352,44.77,Lionel Larry,USA,14.09.86,Tempe,16.05.2008
1352,44.77,Tabarie Henry,ISV,01.12.87,Hutchinson,23.05.2009
1352,44.77,David Gillick,IRL,09.07.83,Madrid,04.07.2009
1352,44.77,Renny Quow,TTO,25.08.87,Zürich,28.08.2009
1352,44.77,Jonathan Borlée,BEL,22.02.88,Saint-Denis,16.07.2010
1352,44.77,Kévin Borlée,BEL,22.02.88,Daegu,28.08.2011
1352,44.77,Demetrius Pinder,BAH,13.02.89,Nassau,23.06.2012
1352,44.77,Youssef Al-Masrahi,KSA,31.12.87,Ad-Dawhah,09.05.2014
1352,44.77,Youssef Al-Masrahi,KSA,31.12.87,Eugene,31.05.2014
1352,44.77,Javon Francis,JAM,14.12.94,Beijing,24.08.2015
1352,44.77,Bryshon Nellum,USA,01.05.89,Beijing,24.08.2015
1352,44.77,Javon Francis,JAM,14.12.94,Baie-Mahault,14.05.2016
1352,44.77,Michael Cherry,USA,23.03.95,Baton Rouge,22.04.2017
1352,44.77,Michael Cherry,USA,23.03.95,Eugene,09.06.2017
1352,44.77,Alejandro Jhon Perlaza,COL,26.08.94,Jacksonville,24.05.2019
1352,44.77,Davide Re,ITA,16.03.93,La Chaux-de-Fonds,30.06.2019
1352,44.77,Akeem Bloomfield,JAM,10.11.97,Ad-Dawhah,02.10.2019
1352,44.77,Champion Allison,USA,05.11.98,Eugene,22.07.2022
