Place,Time,Athlete,Country,Date of Birth,City,Event Date
63,43.93,Youssef Al-Masrahi,KSA,31.12.87,Beijing,23.08.2015
63,43.93,Rusheen McDonald,JAM,17.08.92,Beijing,23.08.2015
63,43.93,Anthony Zambrano,COL,17.01.98,Tokyo,02.08.2021
69,43.94,Michael Johnson,USA,13.09.67,Berlin,27.08.1993
69,43.94,Kirani James,GRN,01.09.92,London,06.08.2012
69,43.94,Akeem Bloomfield,JAM,10.11.97,Eugene,08.06.2018
72,43.95,Michael Johnson,USA,13.09.67,Sevilla,24.08.1999
72,43.95,Kirani James,GRN,01.09.92,Eugene,30.05.2015
72,43.95,Isaac Makwala,BOT,24.09.85,Zürich,24.08.2017
75,43.96,Michael Johnson,USA,13.09.67,Monaco,08.08.1998
75,43.96,LaShawn Merritt,USA,27.06.86,Osaka,31.08.2007
75,43.96,Kirani James,GRN,01.09.92,Saint-Denis,06.07.2013
75,43.96,Wayde van Niekerk,RSA,15.07.92,Saint-Denis,04.07.2015
79,43.97A,Larry James,USA,06.11.47,Ciudad de México,18.10.1968
79,43.97,Quincy Watts,USA,19.06.70,New Orleans,24.06.1992
79,43.97,Kirani James,GRN,01.09.92,Eugene,31.05.2014
79,43.97,LaShawn Merritt,USA,27.06.86,Eugene,31.05.2014
79,43.97,LaShawn Merritt,USA,27.06.86,Eugene,03.07.2016
84,43.98,Danny Everett,USA,01.11.66,Indianapolis,20.07.1988
84,43.98,Michael Johnson,USA,13.09.67,London,10.07.1992
84,43.98,Jeremy Wariner,USA,31.01.84,Oslo,06.06.2008
84,43.98,LaShawn Merritt,USA,27.06.86,Lausanne,02.09.2008
84,43.98,Wayde van Niekerk,RSA,15.07.92,London,08.08.2017
89,43.99,Jeremy Wariner,USA,31.01.84,London,28.07.2006
89,43.99,Steven Gardiner,BAH,12.09.95,Shanghai,12.05.2018
91,44.00,Quincy Watts,USA,19.06.70,Austin,06.06.1992
91,44.00,Jeremy Wariner,USA,31.01.84,Athínai,23.08.2004
91,44.00,LaShawn Merritt,USA,27.06.86,Eugene,03.07.2008
94,44.01,Isaac Makwala,BOT,24.09.85,La Chaux-de-Fonds,06.07.2014
94,44.01,Machel Cedenio,TTO,12.09.95,Rio de Janeiro,14.08.2016
96,44.02,Jeremy Wariner,USA,31.01.84,Stockholm,25.07.2006
96,44.02,Jeremy Wariner,USA,31.01.84,Stuttgart,09.09.2006
96,44.02,Jeremy Wariner,USA,31.01.84,Osaka,05.05.2007
96,44.02,Jeremy Wariner,USA,31.01.84,Shanghai,28.09.2007
96,44.02,Kirani James,GRN,01.09.92,Shanghai,18.05.2013
96,44.02,Kirani James,GRN,01.09.92,Rio de Janeiro,13.08.2016
96,44.02,Baboloki Thebe,BOT,18.03.97,Lausanne,06.07.2017
96,44.02,Kirani James,GRN,01.09.92,Eugene,28.05.2022
104,44.03,LaShawn Merritt,USA,27.06.86,Berlin,01.06.2008
104,44.03,Fred Kerley,USA,07.05.95,Sacramento,24.06.2017
104,44.03,Michael Cherry,USA,23.03.95,Bruxelles,03.09.2021
107,44.04,Michael Johnson,USA,13.09.67,Berlin,30.08.1994
107,44.04,Michael Norman,USA,03.12.97,Des Moines,26.07.2019
109,44.05,Angelo Taylor,USA,29.12.78,Indianapolis,23.06.2007
109,44.05,Jeremy Wariner,USA,31.01.84,London,03.08.2007
109,44.05,Jeremy Wariner,USA,31.01.84,Berlin,16.09.2007
112,44.06A,Lee Evans,USA,25.02.47,Echo Summit,14.09.1968
112,44.06,Danny Everett,USA,01.11.66,Sevilla,30.05.1990
112,44.06,Michael Johnson,USA,13.09.67,Bruxelles,28.08.1998
112,44.06,LaShawn Merritt,USA,27.06.86,Indianapolis,23.06.2007
112,44.06,LaShawn Merritt,USA,27.06.86,Berlin,21.08.2009
117,44.07,Michael Johnson,USA,13.09.67,Bruxelles,25.08.2000
117,44.07,Jeremy Wariner,USA,31.01.84,Berlin,01.06.2008
117,44.07,Abdalelah Haroun,QAT,01.01.97,London,21.07.2018
117,44.07,Michael Norman,USA,03.12.97,Eugene,20.06.2021
121,44.08,Steve Lewis,USA,16.05.69,New Orleans,26.06.1992
121,44.08,Harry Reynolds,USA,08.06.64,Lausanne,02.07.1997
121,44.08,Kirani James,GRN,01.09.92,Des Moines,29.04.2016
121,44.08,Isaac Makwala,BOT,24.09.85,Lausanne,06.07.2017
121,44.08,Anthony Zambrano,COL,17.01.98,Tokyo,05.08.2021
126,44.09,Danny Everett,USA,01.11.66,Seoul,28.09.1988
126,44.09,Alvin Harrison,USA,20.01.74,Atlanta,19.06.1996
126,44.09,Jerome Young,USA,14.08.76,New Orleans,21.06.1998
126,44.09,LaShawn Merritt,USA,27.06.86,Saint-Denis,06.07.2013
126,44.09,Fred Kerley,USA,07.05.95,Columbia,12.05.2017
126,44.09,Fred Kerley,USA,07.05.95,Des Moines,26.07.2019
132,44.10,Harry Reynolds,USA,08.06.64,Columbus,03.05.1987
132,44.10,Gary Kikaya,COD,04.02.78,Stuttgart,09.09.2006
132,44.10,Fred Kerley,USA,07.05.95,Eugene,09.06.2017
135,44.11,Steve Lewis,USA,16.05.69,Indianapolis,18.07.1988
135,44.11,Isaac Makwala,BOT,24.09.85,Beijing,24.08.2015
135,44.11,Luguelin Santos,DOM,12.11.92,Beijing,26.08.2015
135,44.11,Wayde van Niekerk,RSA,15.07.92,Bloemfontein,06.05.2016
135,44.11,Fred Kerley,USA,07.05.95,Sacramento,23.06.2017
135,44.11,Michael Norman,USA,03.12.97,Chorzów,06.08.2022
141,44.12,Harry Reynolds,USA,08.06.64,Eugene,19.06.1993
141,44.12,Michael Johnson,USA,13.09.67,Athínai,05.08.1997
141,44.12,Jeremy Wariner,USA,31.01.84,Waco,22.04.2006
141,44.12,LaShawn Merritt,USA,27.06.86,Beijing,19.08.2008
141,44.12,LaShawn Merritt,USA,27.06.86,Eugene,24.06.2012
141,44.12,Wayde van Niekerk,RSA,15.07.92,Monaco,15.07.2016
147,44.13,Harry Reynolds,USA,08.06.64,Baton Rouge,06.06.1987
147,44.13A,Quincy Watts,USA,19.06.70,Sestriere,28.07.1993
147,44.13,Harry Reynolds,USA,08.06.64,Stuttgart,17.08.1993
147,44.13,Derek Mills,USA,09.07.72,Eugene,04.06.1995
147,44.13,Jeremy Wariner,USA,31.01.84,Zürich,19.08.2010
147,44.13,LaShawn Merritt,USA,27.06.86,Zürich,29.08.2013
147,44.13,Nathon Allen,JAM,28.10.95,Eugene,08.06.2018
147,44.13,Steven Gardiner,BAH,12.09.95,Ad-Dawhah,02.10.2019
147,44.13,Randolph Ross,USA,01.01.01,Eugene,10.06.2022
156,44.14,Roberto Hernández,CUB,06.03.67,Sevilla,30.05.1990
156,44.14,LaShawn Merritt,USA,27.06.86,Stuttgart,09.09.2006
156,44.14,LaShawn Merritt,USA,27.06.86,Ponce,17.05.2014
156,44.14,Steven Gardiner,BAH,12.09.95,Chorzów,14.09.2019
156,44.14,Steven Gardiner,BAH,12.09.95,Tokyo,02.08.2021
161,44.15,Harry Reynolds,USA,08.06.64,London,10.07.1987
161,44.15,Anthuan Maybank,USA,30.12.69,Lausanne,03.07.1996
161,44.15,Jeremy Wariner,USA,31.01.84,Beijing,19.08.2008
161,44.15,Kirani James,GRN,01.09.92,Baie-Mahault,14.05.2016
161,44.15,Anthony Zambrano,COL,17.01.98,Ad-Dawhah,04.10.2019
166,44.16,Otis Harris,USA,30.06.82,Athínai,23.08.2004
166,44.16,LaShawn Merritt,USA,27.06.86,Ostrava,17.06.2014
166,44.16,Kirani James,GRN,01.09.92,Beijing,24.08.2015
169,44.17,Innocent Egbunike,NGR,30.11.61,Zürich,19.08.1987
169,44.17,Michael Johnson,USA,13.09.67,Lausanne,10.07.1991
169,44.17,Kirani James,GRN,01.09.92,Saint-Denis,04.07.2015
169,44.17,Fred Kerley,USA,07.05.95,Ad-Dawhah,04.10.2019
169,44.17A,Wayde van Niekerk,RSA,15.07.92,Potchefstroom,01.04.2023
174,44.18,Samson Kitur,KEN,25.02.66,Barcelona,03.08.1992
174,44.18,Anthuan Maybank,USA,30.12.69,Zürich,14.08.1996
174,44.18,Alvin Harrison,USA,20.01.74,Brisbane,08.09.2000
174,44.18,LaShawn Merritt,USA,27.06.86,Zürich,03.09.2015
178,44.19A,Larry James,USA,06.11.47,Echo Summit,14.09.1968
178,44.19,Jerome Young,USA,14.08.76,Edwardsville,23.05.1998
178,44.19,Alvin Harrison,USA,20.01.74,Zürich,12.08.1998
178,44.19,LaShawn Merritt,USA,27.06.86,Ad-Dawhah,11.05.2012
178,44.19,LaShawn Merritt,USA,27.06.86,New York City,14.06.2014
178,44.19,Isaac Makwala,BOT,24.09.85,Beijing,23.08.2015
178,44.19,Wayde van Niekerk,RSA,15.07.92,Roma,02.06.2016
178,44.19,Nathon Allen,JAM,28.10.95,London,06.08.2017
178,44.19,Kirani James,GRN,01.09.92,Tokyo,05.08.2021
187,44.20,Danny Everett,USA,01.11.66,Zürich,17.08.1988
187,44.20A,Charles Gitonga,KEN,05.10.71,Nairobi,29.06.1996
187,44.20,Jeremy Wariner,USA,31.01.84,Carson,25.06.2005
187,44.20,Jeremy Wariner,USA,31.01.84,Zürich,18.08.2006
187,44.20,Jeremy Wariner,USA,31.01.84,Eugene,03.07.2008
192,44.21,Michael Johnson,USA,13.09.67,Rieti,09.09.1990
192,44.21,Ian Morris,TTO,30.11.61,Barcelona,03.08.1992
192,44.21,Steve Lewis,USA,16.05.69,Barcelona,05.08.1992
192,44.21,LaShawn Merritt,USA,27.06.86,Zürich,28.08.2009
192,44.21,LaShawn Merritt,USA,27.06.86,Des Moines,22.06.2013
192,44.21,LaShawn Merritt,USA,27.06.86,Rio de Janeiro,13.08.2016
192,44.21A,Emmanuel Korir,KEN,15.06.95,Nairobi,23.06.2018
192,44.21,Michael Cherry,USA,23.03.95,Tokyo,05.08.2021
192,44.21,Steven Gardiner,BAH,12.09.95,Paris,18.06.2022
192,44.21,Rai Benjamin,USA,27.07.97,Los Angeles,08.04.2023
192,44.21,Wayde van Niekerk,RSA,15.07.92,Kingston,03.06.2023
203,44.22A,Roberto Hernández,CUB,06.03.67,Ciudad de México,22.05.1988
203,44.22,Michael Johnson,USA,13.09.67,Köln,08.09.1991
203,44.22,Quincy Watts,USA,19.06.70,New Orleans,26.06.1992
203,44.22,Michael Johnson,USA,13.09.67,Zürich,04.08.1993
203,44.22,Harry Reynolds,USA,08.06.64,Göteborg,09.08.1995
203,44.22,Jeremy Wariner,USA,31.01.84,Split,04.09.2010
203,44.22,Kirani James,GRN,01.09.92,Des Moines,24.04.2015
203,44.22,LaShawn Merritt,USA,27.06.86,Des Moines,29.04.2016
203,44.22A,Baboloki Thebe,BOT,18.03.97,Gaborone,21.05.2016
203,44.22,Kirani James,GRN,01.09.92,Eugene,28.05.2016
203,44.22,Gil Roberts,USA,15.03.89,Sacramento,24.06.2017
203,44.22,Wayde van Niekerk,RSA,15.07.92,London,06.08.2017
203,44.22,Steven Gardiner,BAH,12.09.95,Baton Rouge,23.04.2022
216,44.23A,Innocent Egbunike,NGR,30.11.61,Nairobi,09.08.1987
216,44.23,Michael Johnson,USA,13.09.67,Norman,11.04.1992
216,44.23,LaShawn Merritt,USA,27.06.86,London,03.08.2007
216,44.23,Isaac Makwala,BOT,24.09.85,Marrakesh,12.08.2014
216,44.23,Kirani James,GRN,01.09.92,Birmingham,05.06.2016
216,44.23,Isaac Makwala,BOT,24.09.85,Shanghai,12.05.2018
216,44.23,Kahmari Montgomery,USA,16.08.97,Austin,07.06.2019
216,44.23,Kirani James,GRN,01.09.92,Ad-Dawhah,02.10.2019
216,44.23,Randolph Ross,USA,01.01.01,Bloomington,27.05.2022
225,44.24,Samson Kitur,KEN,25.02.66,Barcelona,05.08.1992
225,44.24,Quincy Watts,USA,19.06.70,Eugene,19.06.1993
225,44.24,Harry Reynolds,USA,08.06.64,Oslo,21.07.1995
225,44.24,Kirani James,GRN,01.09.92,Glasgow,30.07.2014
225,44.24,Wayde van Niekerk,RSA,15.07.92,New York City,13.06.2015
225,44.24,Tony McQuay,USA,16.04.90,Eugene,02.07.2016
225,44.24,Emmanuel Bamidele,NGR,06.07.99,Austin,09.06.2023
232,44.25,Michael Johnson,USA,13.09.67,Köln,19.08.1990
232,44.25,Ian Morris,TTO,30.11.61,Barcelona,05.08.1992
232,44.25,Michael Johnson,USA,13.09.67,Arlington,06.05.1995
232,44.25,Alvin Harrison,USA,20.01.74,Sydney,23.09.2000
232,44.25,Karabo Sibanda,BOT,02.07.98,Rio de Janeiro,14.08.2016
232,44.25,Trevor Stewart,USA,20.05.97,Austin,07.06.2019
232,44.25,Fred Kerley,USA,07.05.95,Ad-Dawhah,02.10.2019
232,44.25A,Muzala Samukonga,ZAM,09.12.02,Nairobi,13.05.2023
232,44.25,Ryan Willie,USA,24.06.02,Austin,09.06.2023
241,44.26,Alberto Juantorena,CUB,03.12.50,Montréal,29.07.1976
241,44.26,Innocent Egbunike,NGR,30.11.61,Roma,01.09.1987
241,44.26,Steve Lewis,USA,16.05.69,Zürich,17.08.1988
241,44.26A,Alvin Harrison,USA,20.01.74,Roodepoort,16.03.1998
241,44.26,Jeremy Wariner,USA,31.01.84,Berlin,03.09.2006
241,44.26,Luguelin Santos,DOM,12.11.92,Beijing,24.08.2015
241,44.26,Steven Gardiner,BAH,12.09.95,St. George's,08.04.2017
241,44.26,Baboloki Thebe,BOT,18.03.97,Monaco,21.07.2017
241,44.26,Michael Norman,USA,03.12.97,Bruxelles,06.09.2019
241,44.26,Kirani James,GRN,01.09.92,Zürich,08.09.2022
251,44.27A,Alberto Juantorena,CUB,03.12.50,Medellín,16.07.1978
251,44.27,Alonzo Babers,USA,31.10.61,Los Angeles,08.08.1984
251,44.27,Antonio Pettigrew,USA,03.11.67,Houston,17.06.1989
251,44.27,Michael Johnson,USA,13.09.67,Lausanne,12.07.1990
251,44.27A,Steve Lewis,USA,16.05.69,Sestriere,21.07.1992
251,44.27,Darold Williamson,USA,19.02.83,Sacramento,10.06.2005
251,44.27,Steven Gardiner,BAH,12.09.95,Nassau,27.06.2015
251,44.27,Abdalelah Haroun,QAT,01.01.97,La Chaux-de-Fonds,05.07.2015
251,44.27,Michael Norman,USA,03.12.97,Ad-Dawhah,28.05.2021
251,44.27,Ryan Willie,USA,24.06.02,Baton Rouge,13.05.2023
261,44.28,Andrew Valmon,USA,01.01.65,Eugene,19.06.1993
261,44.28,Michael Johnson,USA,13.09.67,Lausanne,25.08.1998
261,44.28,Tyree Washington,USA,28.08.76,Los Angeles,12.05.2001
261,44.28,Kirani James,GRN,01.09.92,Zürich,03.09.2015
261,44.28,Wayde van Niekerk,RSA,15.07.92,Somerville,17.06.2016
261,44.28,Nathon Allen,JAM,28.10.95,Knoxville,13.05.2018
261,44.28,Michael Cherry,USA,23.03.95,Walnut,16.04.2022
261,44.28,Michael Norman,USA,03.12.97,Eugene,24.06.2022
269,44.29,Michael Johnson,USA,13.09.67,Bruxelles,23.08.1996
269,44.29,Tyree Washington,USA,28.08.76,Monaco,08.08.1998
269,44.29,Derrick Brew,USA,28.12.77,Athens GA,16.05.1999
269,44.29,Sanderlei Claro Parrela,BRA,07.10.74,Sevilla,26.08.1999
269,44.29,Jeremy Wariner,USA,31.01.84,Bruxelles,25.08.2006
269,44.29,Jeremy Wariner,USA,31.01.84,Stockholm,22.07.2008
269,44.29,Nathan Strother,USA,06.09.95,Des Moines,27.07.2019
269,44.29,Champion Allison,USA,05.11.98,Eugene,08.06.2022
269,44.29,Michael Norman,USA,03.12.97,Eugene,22.07.2022
278,44.30,Gabriel Tiacoh,CIV,10.09.63,Indianapolis,07.06.1986
278,44.30,Harry Reynolds,USA,08.06.64,Köln,20.08.1989
278,44.30,Roberto Hernández,CUB,06.03.67,Monaco,12.08.1990
278,44.30,LaMont Smith,USA,11.12.72,Atlanta,19.06.1996
278,44.30,LaShawn Merritt,USA,27.06.86,Edmonton,06.07.2014
278,44.30,LaShawn Merritt,USA,27.06.86,Monaco,18.07.2014
278,44.30,Steven Gardiner,BAH,12.09.95,Székesfehérvár,07.07.2015
278,44.30,Fred Kerley,USA,07.05.95,Columbia,13.05.2017
278,44.30,Isaac Makwala,BOT,24.09.85,London,06.08.2017
278,44.30,Noah Williams,USA,01.01.99,Baton Rouge,24.04.2021
278,44.30,Michael Norman,USA,03.12.97,Eugene,20.07.2022
289,44.31,Harry Reynolds,USA,08.06.64,Zürich,16.08.1989
289,44.31,Michael Johnson,USA,13.09.67,Zürich,13.08.1997
289,44.31,Alejandro Cárdenas,MEX,04.09.74,Sevilla,26.08.1999
289,44.31,Jeremy Wariner,USA,31.01.84,Oslo,02.06.2006
289,44.31,LaShawn Merritt,USA,27.06.86,Osaka,29.08.2007
289,44.31,Kirani James,GRN,01.09.92,Tempe,11.04.2015
289,44.31,Wayde van Niekerk,RSA,15.07.92,Beijing,24.08.2015
289,44.31,Rai Benjamin,USA,27.07.97,Torrance,20.04.2019
289,44.31,Michael Norman,USA,03.12.97,Tokyo,05.08.2021
298,44.32,Gabriel Tiacoh,CIV,10.09.63,Westwood,17.05.1986
298,44.32,Danny Everett,USA,01.11.66,Indianapolis,18.07.1988
298,44.32,Harry Reynolds,USA,08.06.64,Malmö,10.08.1989
298,44.32,Samson Kitur,KEN,25.02.66,Roma,08.06.1994
298,44.32,Michael Johnson,USA,13.09.67,Durham,13.08.1994
298,44.32,Angelo Taylor,USA,29.12.78,Osaka,31.08.2007
298,44.32,LaShawn Merritt,USA,27.06.86,Eugene,01.06.2013
298,44.32,Kirani James,GRN,01.09.92,Zürich,29.08.2013
306,44.33,Thomas Schönlebe,GER,06.08.65,Roma,03.09.1987
306,44.33,Harry Reynolds,USA,08.06.64,Seoul,26.09.1988
306,44.33,Harry Reynolds,USA,08.06.64,Atlanta,18.05.1996
306,44.33,Tyree Washington,USA,28.08.76,Palo Alto,21.06.2003
306,44.33,Gil Roberts,USA,15.03.89,Sacramento,23.06.2017
306,44.33,Baboloki Thebe,BOT,18.03.97,London,06.08.2017
306,44.33,Fred Kerley,USA,07.05.95,Roma,31.05.2018
306,44.33,Akeem Bloomfield,JAM,10.11.97,Rabat,13.07.2018
306,44.33,Wayde van Niekerk,RSA,15.07.92,Bellinzona,12.09.2022
315,44.34,Danny Everett,USA,01.11.66,Westwood,22.05.1988
315,44.34,Samson Kitur,KEN,25.02.66,Stuttgart,16.08.1993
315,44.34,Darnell Hall,USA,26.09.71,Lausanne,05.07.1995
315,44.34,LaShawn Merritt,USA,27.06.86,Zürich,18.08.2006
315,44.34,Jeremy Wariner,USA,31.01.84,Osaka,29.08.2007
315,44.34,LaShawn Merritt,USA,27.06.86,Baie-Mahault,01.05.2008
315,44.34,LaShawn Merritt,USA,27.06.86,Beijing,24.08.2015
315,44.34,Machel Cedenio,TTO,12.09.95,Monaco,15.07.2016
315,44.34,Nathan Strother,USA,06.09.95,Knoxville,13.05.2018
315,44.34,Elija Godwin,USA,01.07.99,Eugene,25.06.2022
325,44.35,Steve Lewis,USA,16.05.69,Seoul,26.09.1988
325,44.35,Andrew Valmon,USA,01.01.65,Bruxelles,10.08.1990
325,44.35,Danny Everett,USA,01.11.66,Monaco,12.08.1990
325,44.35,Andrew Rock,USA,23.01.82,Helsinki,12.08.2005
325,44.35,Angelo Taylor,USA,29.12.78,Atlanta,12.05.2007
325,44.35,LaShawn Merritt,USA,27.06.86,Saint-Denis,18.07.2008
325,44.35,LaShawn Merritt,USA,27.06.86,Daegu,28.08.2011
325,44.35,Wayde van Niekerk,RSA,15.07.92,Zürich,03.09.2015
325,44.35,Isaac Makwala,BOT,24.09.85,Brazzaville,15.09.2015
325,44.35,Isaac Makwala,BOT,24.09.85,Gold Coast,10.04.2018
325,44.35,Abdalelah Haroun,QAT,01.01.97,Hengelo,03.06.2018
325,44.35,Kirani James,GRN,01.09.92,Kingston,09.06.2018
325,44.35,Michael Cherry,USA,23.03.95,Eugene,20.06.2021
325,44.35,Matthew Hudson-Smith,GBR,26.10.94,Eugene,28.05.2022
325,44.35,Vernon Norwood,USA,10.04.92,Eugene,25.06.2022
340,44.36,Danny Everett,USA,01.11.66,Seoul,26.09.1988
340,44.36,Danny Everett,USA,01.11.66,Zürich,16.08.1989
340,44.36,Antonio Pettigrew,USA,03.11.67,New York City,15.06.1991
340,44.36,Michael Johnson,USA,13.09.67,Bratislava,01.06.1992
340,44.36A,Samson Kitur,KEN,25.02.66,Harare,15.09.1995
340,44.36,Iwan Thomas,GBR,05.01.74,Birmingham,13.07.1997
340,44.36,Jeremy Wariner,USA,31.01.84,Roma,11.07.2008
340,44.36,Kirani James,GRN,01.09.92,Zürich,08.09.2011
340,44.36,LaShawn Merritt,USA,27.06.86,Des Moines,21.06.2013
340,44.36,Deon Lendore,TTO,28.10.92,Lexington,18.05.2014
340,44.36,LaShawn Merritt,USA,27.06.86,Zürich,28.08.2014
340,44.36,Machel Cedenio,TTO,12.09.95,Georgetown,16.05.2015
340,44.36,LaShawn Merritt,USA,27.06.86,Edmonton,12.07.2015
340,44.36,Kirani James,GRN,01.09.92,Nassau,16.04.2016
340,44.36,Ali Khamis,BRN,30.06.95,Rio de Janeiro,14.08.2016
340,44.36,Fred Kerley,USA,07.05.95,Kingston,09.06.2018
356,44.37,Steve Lewis,USA,16.05.69,Indianapolis,20.07.1988
356,44.37,Harry Reynolds,USA,08.06.64,Indianapolis,25.06.1993
356,44.37,Darnell Hall,USA,26.09.71,Eugene,04.06.1995
356,44.37,Roger Black,GBR,31.03.66,Lausanne,03.07.1996
356,44.37,Michael Johnson,USA,13.09.67,Athínai,04.08.1997
356,44.37,Davis Kamoga,UGA,17.03.68,Athínai,05.08.1997
356,44.37,Mark Richardson,GBR,26.07.72,Oslo,09.07.1998
356,44.37,Mark Richardson,GBR,26.07.72,Monaco,08.08.1998
356,44.37,Alejandro Cárdenas,MEX,04.09.74,Sevilla,24.08.1999
356,44.37,Sanderlei Claro Parrela,BRA,07.10.74,Sevilla,24.08.1999
356,44.37,Jeremy Wariner,USA,31.01.84,Sacramento,15.07.2004
356,44.37,LaShawn Merritt,USA,27.06.86,Roma,11.07.2008
356,44.37,LaShawn Merritt,USA,27.06.86,Berlin,19.08.2009
356,44.37,Kirani James,GRN,01.09.92,Lausanne,23.08.2012
356,44.37,Machel Cedenio,TTO,12.09.95,Kingston,11.06.2016
356,44.37,Abdalelah Haroun,QAT,01.01.97,Roma,31.05.2018
356,44.37,Emmanuel Korir,KEN,15.06.95,Ad-Dawhah,02.10.2019
356,44.37,Noah Williams,USA,01.01.99,College Station,15.05.2021
356,44.37,Michael Cherry,USA,23.03.95,Fort Worth,18.05.2021
375,44.38,Darren Clark,AUS,06.09.65,Seoul,26.09.1988
375,44.38,Michael Johnson,USA,13.09.67,Houston,21.05.1993
375,44.38,Tyree Washington,USA,28.08.76,Zürich,13.08.1997
375,44.38,Tyree Washington,USA,28.08.76,New Orleans,21.06.1998
