Place,Time,Athlete,Country,Date of Birth,City,Event Date
679,1:57.80A,Caster Semenya,RSA,07.01.91,Pretoria,17.03.2018
679,1:57.80,Francine Niyonsaba,BDI,05.05.93,Lausanne,05.07.2018
690,1:57.81,Doina Melinte,ROU,27.12.56,Bucuresti,26.07.1981
690,1:57.81,Jarmila Kratochvílová,CZE,26.01.51,Roma,31.08.1987
690,1:57.81,Natalya Tsyganova,RUS,07.02.71,Sevilla,24.08.1999
693,1:57.82,Sigrun Wodars,GDR,07.11.65,Jena,06.06.1990
693,1:57.82,Julie Jenkins,USA,12.08.64,Zürich,15.08.1990
693,1:57.82,Lyubov Gurina,RUS,06.08.57,Stuttgart,15.08.1993
693,1:57.82,Stephanie Graf,AUT,26.04.73,Linz,26.07.1999
693,1:57.82,Amina Aït Hammou,MAR,18.07.78,Roma,11.07.2003
693,1:57.82,Janeth Jepkosgei,KEN,13.02.83,Rovereto,31.08.2005
693,1:57.82,Irina Maracheva,RUS,29.09.84,Sochi,27.05.2012
693,1:57.82,Eunice Sum,KEN,10.04.88,Eugene,30.05.2015
701,1:57.83,Jarmila Kratochvílová,CZE,26.01.51,Köln,25.08.1985
701,1:57.83,Natalya Tsyganova,RUS,07.02.71,Zürich,11.08.2000
703,1:57.84,Irina Podyalovskaya,RUS,19.10.59,Kyiv,21.06.1984
703,1:57.84,Kelly Holmes,GBR,19.04.70,Birmingham,15.06.1996
703,1:57.84,Joetta Clark-Diggs,USA,01.08.62,Monaco,08.08.1998
703,1:57.84,Jolanda Ceplak,SLO,12.09.76,Saint-Denis,04.07.2003
703,1:57.84,Maggie Vessey,USA,23.12.81,Monaco,28.07.2009
703,1:57.84,Janeth Jepkosgei,KEN,13.02.83,Eugene,03.07.2010
703,1:57.84,Natoya Goule,JAM,30.03.91,Kingston,26.06.2021
703,1:57.84,Rénelle Lamote,FRA,26.12.93,Lausanne,26.08.2022
711,1:57.85,Lyudmila Veselkova,RUS,25.10.50,Kyiv,27.07.1982
711,1:57.85,Christine Wachtel,GER,06.01.65,Oslo,14.07.1990
711,1:57.85,Alysia Montaño,USA,26.04.86,Lignano Sabbiadoro,18.07.2010
711,1:57.85,Sage Hurta,USA,23.06.98,Monaco,10.08.2022
711,1:57.85,Natoya Goule,JAM,30.03.91,Zürich,08.09.2022
716,1:57.86,Katrin Wühn,GDR,19.11.65,Celje,05.05.1984
716,1:57.86,Irina Podyalovskaya,RUS,19.10.59,Kyiv,16.07.1986
716,1:57.86,Letitia Vriesde,SUR,05.10.64,Monaco,16.08.1997
716,1:57.86,Svetlana Cherkasova,RUS,20.05.78,Oslo,29.07.2005
716,1:57.86,Olga Kotlyarova,RUS,12.04.76,Athínai,03.07.2006
716,1:57.86,Ajee' Wilson,USA,08.05.94,Zürich,30.08.2018
722,1:57.87,Svetlana Styrkina,RUS,01.01.49,Warszawa,19.08.1976
722,1:57.87,Valentina Parkhuta,BLR,27.10.59,Moskva,19.07.1984
722,1:57.87,Mitica Constantin,ROU,18.08.62,Moskva,06.07.1986
722,1:57.87,Natalya Dukhnova,BLR,16.07.66,Zürich,17.08.1994
722,1:57.87,Svetlana Masterkova,RUS,17.01.68,Madrid,01.06.1996
722,1:57.87,Natalya Tsyganova,RUS,07.02.71,Moskva,05.06.1999
722,1:57.87,Janeth Jepkosgei,KEN,13.02.83,Stuttgart,23.09.2007
722,1:57.87,Ajee' Wilson,USA,08.05.94,Eugene,30.05.2015
722,1:57.87,Laura Muir,GBR,09.05.93,Birmingham,06.08.2022
731,1:57.88,Kirsty Wade,GBR,06.08.62,Cork,09.07.1985
731,1:57.88,Lyubov Gurina,RUS,06.08.57,Moskva,04.09.1988
731,1:57.88,Ella Kovács,ROU,11.12.64,Bucuresti,12.06.1992
731,1:57.88,Kelly Holmes,GBR,19.04.70,Zürich,17.08.2001
731,1:57.88,Janeth Jepkosgei,KEN,13.02.83,Melbourne,24.03.2006
731,1:57.88,Kenia Sinclair,JAM,14.07.80,Réthymno,21.07.2006
731,1:57.88,Janeth Jepkosgei,KEN,13.02.83,Split,04.09.2010
731,1:57.88,Margaret Wambui,KEN,15.09.95,Eugene,27.05.2017
731,1:57.88,Natoya Goule,JAM,30.03.91,Birmingham,06.08.2022
740,1:57.89,Hildegard Körner,GDR,20.12.59,Potsdam,25.05.1984
740,1:57.89,Tatyana Grebenchuk,BLR,22.11.62,Bryansk,17.07.1987
740,1:57.89,Doina Melinte,ROU,27.12.56,Berlin,21.08.1987
740,1:57.89,Patricia Djaté,FRA,03.01.71,Zürich,16.08.1995
744,1:57.9,Madeline Jackson,USA,11.01.48,College Park,07.08.1976
744,1:57.9,Svetlana Styrkina,RUS,01.01.49,Podolsk,12.08.1978
744,1:57.9,Nina Ruchayeva,RUS,17.04.56,Moskva,12.06.1980
744,1:57.9,Valentina Gerasimova,KAZ,15.05.48,Moskva,12.06.1980
744,1:57.9,Svetlana Popova,UKR,03.02.59,Leningrad,19.07.1983
744,1:57.9,Mariya Shapayeva,RUS,07.11.86,Tula,05.07.2008
744,1:57.90,Yelena Medvedyeva,BLR,14.07.59,Sochi,09.06.1984
744,1:57.90,Doina Melinte,ROU,27.12.56,Köln,25.08.1985
744,1:57.90,Milena Strnadová,CZE,23.05.61,Moskva,06.07.1986
744,1:57.90,Katrin Wühn,GDR,19.11.65,Neubrandenburg,10.06.1987
744,1:57.90,Dalia Matusevicien?,LTU,12.11.62,Kyiv,31.07.1988
744,1:57.90,Ana Fidelia Quirot,CUB,23.03.63,Berlin,18.08.1989
744,1:57.90,Maria Mutola,MOZ,27.10.72,Bruxelles,03.09.1993
744,1:57.90,Natalya Gorelova,RUS,18.04.73,Sevilla,24.08.1999
744,1:57.90,Kelly Holmes,GBR,19.04.70,Bruxelles,24.08.2001
744,1:57.90,Mariya Savinova,RUS,13.08.85,Moskva,01.07.2009
744,1:57.90,Janeth Jepkosgei,KEN,13.02.83,Berlin,19.08.2009
744,1:57.90,Fantu Magiso Manedo,ETH,09.06.92,Ad-Dawhah,11.05.2012
744,1:57.90,Francine Niyonsaba,BDI,05.05.93,Rabat,13.07.2018
744,1:57.90,Natoya Goule,JAM,30.03.91,Monaco,12.07.2019
744,1:57.90,Natoya Goule,JAM,30.03.91,Eugene,24.07.2022
765,1:57.91,Ana Fidelia Quirot,CUB,23.03.63,Helsinki,27.06.1991
765,1:57.91,Ludmila Formanová,CZE,02.01.74,Bruxelles,03.09.1999
765,1:57.91,Tatyana Petlyuk,UKR,22.02.82,Zhukovskiy,24.06.2006
765,1:57.91,Brenda Martinez,USA,08.09.87,Moskva,18.08.2013
769,1:57.92,Anita Weiß,GDR,16.07.55,Torino,04.08.1979
769,1:57.92,Jolanta Januchta,POL,16.01.55,Athínai,08.09.1982
769,1:57.92,Milena Strnadová,CZE,23.05.61,Ostrava,11.06.1986
769,1:57.92,Ella Kovács,ROU,11.12.64,Stuttgart,17.08.1993
769,1:57.92,Stephanie Graf,AUT,26.04.73,Sevilla,24.08.1999
769,1:57.92,Zulia Calatayud,CUB,09.11.79,Helsinki,07.08.2005
769,1:57.92,Eunice Sum,KEN,10.04.88,Monaco,18.07.2014
776,1:57.93,Svetla Zlateva-Koleva,BUL,25.02.52,Montréal,24.07.1976
776,1:57.93,Anita Weiß,GDR,16.07.55,Warszawa,29.07.1979
776,1:57.93,Irina Podyalovskaya,RUS,19.10.59,Sochi,10.06.1984
776,1:57.93,Lyubov Gurina,RUS,06.08.57,Bucuresti,16.09.1984
776,1:57.93,Slobodanka Colovic,CRO,10.01.65,Sarajevo,04.09.1988
776,1:57.93,Ella Kovács,ROU,11.12.64,Nice,15.07.1991
776,1:57.93,Lyudmila Rogachova,RUS,10.10.66,Moskva,24.06.1992
776,1:57.93,Patricia Djaté,FRA,03.01.71,Atlanta,27.07.1996
776,1:57.93,Tatyana Petlyuk,UKR,22.02.82,Athínai,03.07.2006
776,1:57.93,Jennifer Meadows,GBR,17.04.81,Berlin,19.08.2009
776,1:57.93,Yekaterina Zavyalova,RUS,01.03.91,Moskva,13.06.2012
776,1:57.93,Alysia Montaño,USA,26.04.86,London,11.08.2012
788,1:57.94,Doina Melinte,ROU,27.12.56,Oslo,04.07.1987
788,1:57.94,Zulia Calatayud,CUB,09.11.79,Athínai,03.07.2006
788,1:57.94,Tatyana Andrianova,RUS,10.12.79,Kazan,17.07.2008
791,1:57.95,Ana Fidelia Quirot,CUB,23.03.63,Lausanne,27.06.1989
791,1:57.95,Doina Melinte,ROU,27.12.56,Barcelona,12.07.1989
791,1:57.95,Ella Kovács,ROU,11.12.64,Barcelona,03.08.1992
791,1:57.95,Svetlana Masterkova,RUS,17.01.68,Atlanta,27.07.1996
791,1:57.95,Maria Mutola,MOZ,27.10.72,Dakar,20.08.1998
791,1:57.95,Maria Mutola,MOZ,27.10.72,Bruxelles,24.08.2001
791,1:57.95,Alysia Montaño,USA,26.04.86,Moskva,18.08.2013
791,1:57.95,Selina Rutz-Büchel,SUI,26.07.91,Saint-Denis,04.07.2015
791,1:57.95,Eunice Sum,KEN,10.04.88,Berlin,03.09.2016
791,1:57.95,Natoya Goule,JAM,30.03.91,Toronto,11.08.2018
801,1:57.96,Ana Fidelia Quirot,CUB,23.03.63,Roma,30.08.1987
801,1:57.96,Letitia Vriesde,SUR,05.10.64,Hengelo,28.06.1992
801,1:57.96,Olga Kotlyarova,RUS,12.04.76,Kazan,09.07.2004
801,1:57.96,Raevyn Rogers,USA,07.09.96,Eugene,26.06.2022
805,1:57.97,Doina Melinte,ROU,27.12.56,Firenze,13.06.1984
805,1:57.97,Nadezhda Olizarenko,UKR,28.11.53,Kyiv,20.06.1984
805,1:57.97,Stephanie Graf,AUT,26.04.73,Zagreb,07.07.1998
805,1:57.97,Stephanie Graf,AUT,26.04.73,Zürich,12.08.1998
805,1:57.97,Natalya Tsyganova,RUS,07.02.71,Tula,15.07.2001
805,1:57.97,Nicole Teter,USA,08.11.73,Lausanne,02.07.2002
805,1:57.97,Francine Niyonsaba,BDI,05.05.93,Asaba,05.08.2018
812,1:57.98,Lyubov Gurina,RUS,06.08.57,Kyiv,21.06.1984
812,1:57.98,Sigrun Wodars,GDR,07.11.65,Tallinn,22.06.1986
812,1:57.98,Sigrun Wodars,GDR,07.11.65,Berlin,08.07.1987
812,1:57.98,Jearl Miles-Clark,USA,04.09.66,Eugene,25.05.1997
812,1:57.98,Letitia Vriesde,SUR,05.10.64,Nice,16.07.1997
812,1:57.98,Olga Raspopova,RUS,27.12.78,Zürich,11.08.2000
812,1:57.98,Stephanie Graf,AUT,26.04.73,Zürich,17.08.2001
812,1:57.98,Maria Mutola,MOZ,27.10.72,Eugene,24.05.2003
812,1:57.98,Kelly Holmes,GBR,19.04.70,Athínai,21.08.2004
812,1:57.98,Rénelle Lamote,FRA,26.12.93,Monaco,09.07.2021
812,1:57.98,Keely Hodgkinson,GBR,03.03.02,Zürich,09.09.2021
823,1:57.99,Irina Podyalovskaya,RUS,19.10.59,Moskva,29.05.1983
823,1:57.99,Ana Fidelia Quirot,CUB,23.03.63,Formia,19.06.1988
823,1:57.99,Maria Mutola,MOZ,27.10.72,Berlin,27.08.1993
823,1:57.99,Ana Fidelia Quirot,CUB,23.03.63,Atlanta,27.07.1996
823,1:57.99,Stephanie Graf,AUT,26.04.73,Roma,11.07.2003
823,1:57.99,Hazel Clark,USA,03.10.77,Oslo,29.07.2005
823,1:57.99,Charlene Lipsey,USA,16.07.91,Zürich,24.08.2017
830,1:58.0,Sin Geum,Dan,PRK,1 Pyongyang,05.09.1964
830,1:58.0,Svetlana Styrkina,RUS,01.01.49,Tbilisi,17.09.1978
830,1:58.0,Svetlana Styrkina,RUS,01.01.49,Kaunas,12.08.1979
830,1:58.0,Zoya Rigel,RUS,15.10.52,Moskva,12.07.1980
830,1:58.0,Tatyana Providokhina,RUS,26.03.53,Leningrad,19.07.1983
830,1:58.0,Valentina Parkhuta,BLR,27.10.59,Moskva,06.07.1984
830,1:58.0,Olga Dogadina,RUS,28.03.59,Vilnius,06.08.1989
830,1:58.00,Ileana Silai,ROU,14.10.41,Helsinki,08.06.1979
830,1:58.00,Jolanta Januchta,POL,16.01.55,Warszawa,29.07.1979
830,1:58.00,Zamira Zaytseva,UZB,16.02.53,Leningrad,25.07.1981
830,1:58.00,Doina Melinte,ROU,27.12.56,Helsinki,02.07.1987
830,1:58.00,Svetlana Masterkova,RUS,17.01.68,Nice,21.07.1993
830,1:58.00,Jolanda Ceplak,SLO,12.09.76,Heusden-Zolder,31.07.2004
830,1:58.00,Svetlana Cherkasova,RUS,20.05.78,Athínai,03.07.2006
830,1:58.00,Yuliya Krevsun,UKR,08.12.80,Berlin,19.08.2009
845,1:58.01,Margrit Klinger,FRG,22.06.60,Koblenz,31.08.1983
845,1:58.01,Jarmila Kratochvílová,CZE,26.01.51,Eugene,01.06.1985
845,1:58.01,Kim Gallagher,USA,11.06.64,Indianapolis,18.07.1988
845,1:58.01,Larisa Mikhaylova,RUS,03.01.69,Sankt Peterburg,27.06.1998
845,1:58.01,Irina Mistyukevich,RUS,17.06.77,Stockholm,01.08.2000
845,1:58.01,Rénelle Lamote,FRA,26.12.93,Birmingham,05.06.2016
845,1:58.01,Charlene Lipsey,USA,16.07.91,Sacramento,25.06.2017
845,1:58.01,Lynsey Sharp,GBR,11.07.90,Monaco,21.07.2017
845,1:58.01,Ce'aira Brown,USA,04.11.93,Karlstad,25.07.2018
845,1:58.01,Raevyn Rogers,USA,07.09.96,Eugene,21.08.2021
855,1:58.02,Hildegard Körner,GDR,20.12.59,Erfurt,23.06.1985
855,1:58.02,Sigrun Grau,GER,07.11.65,Potsdam,13.06.1990
855,1:58.02,Ana Fidelia Quirot,CUB,23.03.63,Kalamáta,24.05.1997
855,1:58.02,Irina Mistyukevich,RUS,17.06.77,Tula,15.07.2001
855,1:58.02,Svetlana Cherkasova,RUS,20.05.78,Roma,02.07.2004
855,1:58.02,Tatyana Andrianova,RUS,10.12.79,Tula,30.07.2004
855,1:58.02,Faith Kipyegon,KEN,10.01.94,Rieti,13.09.2015
855,1:58.02,Rose Mary Almanza,CUB,13.07.92,Castellón,29.06.2021
863,1:58.03,Martina Steuk,GDR,11.11.59,Moskva,25.07.1980
863,1:58.03,Irina Podyalovskaya,RUS,19.10.59,Kyiv,31.07.1988
863,1:58.03,Natalya Dukhnova,BLR,16.07.66,Gomel,24.07.1993
863,1:58.03,Jearl Miles-Clark,USA,04.09.66,Zürich,06.08.2004
863,1:58.03,Hasna Benhassi,MAR,01.06.78,Beijing,16.08.2008
863,1:58.03,Marina Arzamasova,BLR,17.12.87,Beijing,29.08.2015
863,1:58.03,Halimah Nakaayi,UGA,16.10.94,Monaco,09.07.2021
870,1:58.04,Doina Melinte,ROU,27.12.56,Gateshead,05.08.1989
870,1:58.04,Lilia Nurutdinova,RUS,15.12.63,Barcelona,01.08.1992
870,1:58.04,Natalya Tsyganova,RUS,07.02.71,Stockholm,01.08.2000
870,1:58.04,Yevgeniya Zinurova,RUS,18.06.82,Kazan,17.07.2008
870,1:58.04,Yelena Kofanova,RUS,08.08.88,Moskva,06.08.2011
870,1:58.04,Emily Tuei,KEN,13.05.86,Tomblaine,27.06.2018
870,1:58.04,Halimah Nakaayi,UGA,16.10.94,Ad-Dawhah,30.09.2019
877,1:58.05,Katrin Wühn,GDR,19.11.65,Potsdam,25.05.1984
877,1:58.05,Natalya Artyomova,RUS,05.01.63,Leningrad,01.08.1985
877,1:58.05,Ana Fidelia Quirot,CUB,23.03.63,Oslo,02.07.1988
877,1:58.05,Lyubov Gurina,RUS,06.08.57,Nice,15.07.1992
877,1:58.05,Yelena Afanaseyeva,RUS,01.03.67,Stockholm,07.07.1997
877,1:58.05,Natalya Khrushchelyova,RUS,20.05.73,Tula,08.06.2003
877,1:58.05,Yekaterina Zavyalova,RUS,01.03.91,Moskva,18.08.2013
877,1:58.05,Charlene Lipsey,USA,16.07.91,Paris,30.06.2018
877,1:58.05,Olivia Baker,USA,12.06.96,Monaco,10.08.2022
886,1:58.06,Nadezhda Loboyko,RUS,07.09.61,Kyiv,21.06.1984
886,1:58.06,Zuzana Moravciková,CZE,30.12.56,Praha,17.08.1984
886,1:58.06,Sigrun Grau,GER,07.11.65,Roma,30.08.1987
886,1:58.06,Ana Fidelia Quirot,CUB,23.03.63,Rieti,31.08.1988
886,1:58.06,Joetta Clark-Diggs,USA,01.08.62,Barcelona,03.08.1992
886,1:58.06,Hasna Benhassi,MAR,01.06.78,Roma,07.07.1999
886,1:58.06,Maria Mutola,MOZ,27.10.72,Bruxelles,25.08.2000
886,1:58.06,Oksana Zbrozhek,RUS,12.01.78,Tula,31.07.2004
886,1:58.06,Ajee' Wilson,USA,08.05.94,Eugene,28.05.2022
895,1:58.07,Jolanta Januchta,POL,16.01.55,London,25.08.1980
895,1:58.07,Nadezhda Olizarenko,UKR,28.11.53,Tokyo,22.09.1985
895,1:58.07,Sigrun Grau,GER,07.11.65,Potsdam,08.06.1988
895,1:58.07,Patricia Djaté,FRA,03.01.71,Zürich,17.08.1994
895,1:58.07,Patricia Djaté,FRA,03.01.71,Hechtel,06.07.1996
895,1:58.07,Natalya Khrushchelyova,RUS,20.05.73,Tula,09.08.2003
895,1:58.07,Zulia Calatayud,CUB,09.11.79,Kazan,25.06.2005
895,1:58.07,Caster Semenya,RSA,07.01.91,Daegu,02.09.2011
895,1:58.07,Margaret Wambui,KEN,15.09.95,Gold Coast,13.04.2018
895,1:58.07,Athing Mu,USA,08.06.02,Tokyo,31.07.2021
905,1:58.08,Tatyana Providokhina,RUS,26.03.53,Kyiv,27.07.1982
905,1:58.08,Antje Schröder,GDR,02.09.63,Erfurt,12.05.1984
905,1:58.08,Ravilya Agletdinova,BLR,10.02.60,Sochi,10.06.1984
905,1:58.08,Svetlana Kitova,TJK,25.06.60,Kyiv,21.06.1984
905,1:58.08,Regina Jacobs,USA,28.08.63,Eugene,24.06.2000
905,1:58.08,Svetlana Cherkasova,RUS,20.05.78,Zhukovskiy,24.06.2006
911,1:58.09,Nadezhda Olizarenko,UKR,28.11.53,Dortmund,30.06.1978
911,1:58.09,Lyubov Gurina,RUS,06.08.57,Kyiv,27.07.1982
911,1:58.09,Mary Slaney,USA,04.08.58,Seoul,14.09.1985
911,1:58.09,Ella Kovács,ROU,11.12.64,Burstadt,20.06.1991
911,1:58.09,Catriona Bisset,AUS,01.03.94,Chorzów,20.06.2021
911,1:58.09,Natoya Goule,JAM,30.03.91,Bruxelles,03.09.2021
911,1:58.09,Laura Muir,GBR,09.05.93,Oslo,16.06.2022
911,1:58.09,Allie Wilson,USA,31.03.96,Lausanne,26.08.2022
919,1:58.1,Svetlana Styrkina,RUS,01.01.49,Vilnius,20.07.1978
919,1:58.1,Nina Ruchayeva,RUS,17.04.56,Moskva,23.07.1979
919,1:58.1,Olga Mineyeva,RUS,01.09.52,Moskva,05.07.1980
919,1:58.1,Svetlana Prodan,UKR,25.10.62,Kyiv,02.09.1987
919,1:58.1,Svetlana Kitova,TJK,25.06.60,Moskva,08.07.1988
919,1:58.1A,Francesca Chepkurui,KEN,11.09.63,Nairobi,13.08.1988
919,1:58.10,Elfi Zinn,GDR,24.08.53,Karl-Marx-Stadt,29.05.1976
919,1:58.10,Ulrike Bruns,GDR,17.11.53,Potsdam,19.08.1978
919,1:58.10,Nadezhda Olizarenko,UKR,28.11.53,Praha,17.08.1984
919,1:58.10,Ella Kovács,ROU,11.12.64,Banská Bystrica,28.08.1987
919,1:58.10,Ella Kovács,ROU,11.12.64,Bucuresti,12.06.1988
919,1:58.10,Doina Melinte,ROU,27.12.56,Stockholm,03.07.1991
919,1:58.10,Ella Kovács,ROU,11.12.64,Bucuresti,18.06.1993
919,1:58.10,Lyubov Gurina,RUS,06.08.57,Köln,21.08.1994
919,1:58.10,Suzy Favor Hamilton,USA,08.08.68,Stockholm,01.08.2000
919,1:58.10,Kelly Holmes,GBR,19.04.70,Gateshead,19.08.2001
919,1:58.10,Hedda Hynne,NOR,13.03.90,Bellinzona,15.09.2020
936,1:58.11,Doris Gluth,GDR,19.12.55,Karl-Marx-Stadt,29.05.1976
936,1:58.11,Margrit Klinger,FRG,22.06.60,Helsinki,09.08.1983
936,1:58.11,Gaby Bussmann,FRG,08.10.59,Berlin,15.08.1986
936,1:58.11,Sigrun Grau,GER,07.11.65,Berlin,05.07.1989
936,1:58.11,Letitia Vriesde,SUR,05.10.64,Berlin,01.09.1995
936,1:58.11,Ana Fidelia Quirot,CUB,23.03.63,Atlanta,29.07.1996
936,1:58.11,Sviatlana Usovich,BLR,14.10.80,Osaka,26.08.2007
936,1:58.11,Mariya Savinova,RUS,13.08.85,Zhukovskiy,26.06.2010
936,1:58.11,Rénelle Lamote,FRA,26.12.93,Chorzów,20.06.2021
945,1:58.12,Lyudmila Veselkova,RUS,25.10.50,Leningrad,27.07.1983
945,1:58.12,Maricica Puica,ROU,29.07.50,Bucuresti,11.07.1984
945,1:58.12,Vera Chuvashova,RUS,07.10.59,Kyiv,31.07.1988
945,1:58.12,Ana Fidelia Quirot,CUB,23.03.63,Zürich,16.08.1989
945,1:58.12,Letitia Vriesde,SUR,05.10.64,Athínai,09.08.1997
945,1:58.12,Maria Mutola,MOZ,27.10.72,Paris,29.07.1998
945,1:58.12,Olga Kotlyarova,RUS,12.04.76,Kazan,18.07.2008
945,1:58.12,Sviatlana Usovich,BLR,14.10.80,Szczecin,25.06.2011
945,1:58.12,Melissa Bishop-Nriagu,CAN,05.08.88,Beijing,29.08.2015
945,1:58.12,Athing Mu,USA,08.06.02,Eugene,22.07.2022
955,1:58.13,Lyubov Gurina,RUS,06.08.57,Praha,17.08.1984
955,1:58.13,Christine Wachtel,GER,06.01.65,Düsseldorf,19.06.1988
955,1:58.13,Lyubov Gurina,RUS,06.08.57,Barcelona,03.08.1992
955,1:58.13,Lyudmila Rogachova,RUS,10.10.66,Padova,29.08.1993
955,1:58.13,Nicole Teter,USA,08.11.73,Stockholm,16.07.2002
955,1:58.13,Tatyana Petlyuk,UKR,22.02.82,Rieti,27.08.2006
955,1:58.13,Sifan Hassan,NED,01.01.93,Lausanne,06.07.2017
955,1:58.13,Winny Chebet,KEN,20.12.90,Zagreb,29.08.2017
963,1:58.14,Lilyana Tomova,BUL,09.08.46,Roma,04.09.1974
963,1:58.14,Ravilya Agletdinova,BLR,10.02.60,Sochi,27.05.1984
963,1:58.14,Olga Kotlyarova,RUS,12.04.76,Tula,03.08.2007
963,1:58.14,María Teresa Martínez,ESP,17.05.76,Stuttgart,23.09.2007
963,1:58.14,Sahily Diago,CUB,26.08.95,La Habana,09.05.2014
968,1:58.15,Christine Wachtel,GER,06.01.65,Leipzig,10.08.1985
968,1:58.15,Maria Mutola,MOZ,27.10.72,Durham,12.08.1994
968,1:58.15,Janeth Jepkosgei,KEN,13.02.83,Lausanne,02.09.2008
968,1:58.15,Yekaterina Zavyalova,RUS,01.03.91,Cheboksary,04.07.2012
968,1:58.15,Marina Arzamasova,BLR,17.12.87,Zürich,16.08.2014
968,1:58.15,Caster Semenya,RSA,07.01.91,Rio de Janeiro,18.08.2016
974,1:58.16,Nadezhda Olizarenko,UKR,28.11.53,Kyiv,29.08.1983
974,1:58.16,Heike Oehme,GER,11.11.63,Berlin,15.08.1986
974,1:58.16,Slobodanka Colovic,CRO,10.01.65,Budapest,06.07.1987
974,1:58.16,Lyubov Gurina,RUS,06.08.57,Roma,30.08.1987
974,1:58.16,Maria Mutola,MOZ,27.10.72,Barcelona,01.08.1992
974,1:58.16,Wang Yuan,CHN,08.04.76,Beijing,09.09.1993
974,1:58.16,Maria Mutola,MOZ,27.10.72,Lausanne,03.07.1996
974,1:58.16,Ana Fidelia Quirot,CUB,23.03.63,Stockholm,07.07.1997
974,1:58.16,Lin Na,CHN,18.01.80,Shanghai,22.10.1997
974,1:58.16,Letitia Vriesde,SUR,05.10.64,Roma,14.07.1998
974,1:58.16,Svetlana Masterkova,RUS,17.01.68,Oslo,30.06.1999
974,1:58.16,Ludmila Formanová,CZE,02.01.74,Berlin,07.09.1999
974,1:58.16,Kenia Sinclair,JAM,14.07.80,Melbourne,24.03.2006
974,1:58.16,Tatyana Andrianova,RUS,10.12.79,Beijing,16.08.2008
974,1:58.16,Kenia Sinclair,JAM,14.07.80,Split,04.09.2010
974,1:58.16,Caster Semenya,RSA,07.01.91,Milano,09.09.2010
974,1:58.16,Habitam Alemu,ETH,09.07.97,Hengelo,08.06.2021
974,1:58.16,Keely Hodgkinson,GBR,03.03.02,Bruxelles,03.09.2021
974,1:58.16,Diribe Welteji,ETH,13.05.02,Eugene,22.07.2022
974,1:58.16,Ajee' Wilson,USA,08.05.94,Paris,09.06.2023
994,1:58.17,Tatyana Providokhina,RUS,26.03.53,Moskva,12.06.1982
994,1:58.17,Lyubov Tsyoma,RUS,19.05.63,Leningrad,08.06.1986
994,1:58.17,Ana Fidelia Quirot,CUB,23.03.63,New York City,22.07.1989
994,1:58.17,Joetta Clark-Diggs,USA,01.08.62,New York City,22.05.1993
994,1:58.17,Svetlana Masterkova,RUS,17.01.68,Sankt Peterburg,01.07.1996
994,1:58.17,Letitia Vriesde,SUR,05.10.64,Köln,24.08.1997
994,1:58.17,Maria Mutola,MOZ,27.10.72,Oslo,30.06.1999
994,1:58.17,Sviatlana Usovich,BLR,14.10.80,Minsk,25.06.2005
994,1:58.17,Yelena Soboleva,RUS,03.10.82,Moskva,01.06.2006
1003,1:58.18,Marion Hübner,GDR,29.09.62,Erfurt,02.08.1981
1003,1:58.18,Nadezhda Olizarenko,UKR,28.11.53,Kyiv,16.07.1986
1003,1:58.18,Natalya Tsyganova,RUS,07.02.71,Paris,19.06.1999
1003,1:58.18,Zulia Calatayud,CUB,09.11.79,Huelva,20.06.2006
1003,1:58.18,Brenda Martinez,USA,08.09.87,Eugene,01.06.2013
1003,1:58.18,Eunice Sum,KEN,10.04.88,Beijing,29.08.2015
1003,1:58.18,Francine Niyonsaba,BDI,05.05.93,Oslo,15.06.2017
1003,1:58.18,Ajee' Wilson,USA,08.05.94,Des Moines,24.06.2018
1003,1:58.18,Raevyn Rogers,USA,07.09.96,Ad-Dawhah,30.09.2019
1003,1:58.18,Allie Wilson,USA,31.03.96,San Juan Capistrano,06.05.2022
1003,1:58.18A,Faith Kipyegon,KEN,10.01.94,Nairobi,24.06.2022
1003,1:58.18,Keely Hodgkinson,GBR,03.03.02,Stockholm,30.06.2022
1015,1:58.19,Doina Melinte,ROU,27.12.56,Sofia,07.06.1981
1015,1:58.19,Hildegard Körner,GDR,20.12.59,Athínai,08.09.1982
1015,1:58.19,Stephanie Graf,AUT,26.04.73,Bruxelles,03.09.1999
1015,1:58.19,Brenda Martinez,USA,08.09.87,London,26.07.2013
1015,1:58.19,Hanna Green,USA,16.10.94,Des Moines,28.07.2019
1020,1:58.2,Svetlana Styrkina,RUS,01.01.49,Moskva,23.07.1979
1020,1:58.2,Olga Mineyeva,RUS,01.09.52,Kaunas,12.08.1979
1020,1:58.2,Tamara Sorokina,RUS,15.08.50,Krasnodar,29.05.1983
1020,1:58.20,Antje Schröder,GDR,02.09.63,Celje,05.05.1984
1020,1:58.20,Ana Fidelia Quirot,CUB,23.03.63,Praha,23.06.1987
1020,1:58.20,Inna Yevseyeva,UKR,14.08.64,Kyiv,31.07.1988
1020,1:58.20,Inna Yevseyeva,UKR,14.08.64,Barcelona,01.08.1992
1020,1:58.20,Meredith Valmon,USA,15.10.68,Göteborg,13.08.1995
1020,1:58.20,Kelly Holmes,GBR,19.04.70,Madrid,01.06.1996
1020,1:58.20,Stephanie Graf,AUT,26.04.73,Oslo,13.07.2001
1020,1:58.20,Rebecca Lyne,GBR,04.07.82,Gateshead,11.06.2006
