Place,Time,Athlete,Country,Date of Birth,City,Event Date
687,31:28.28,Joyciline Jepkosgei,KEN,08.12.93,Durban,25.06.2016
688,31:28.41,Benita Willis,AUS,06.05.79,Palo Alto,02.05.2003
689,31:28.43,Sarah Lahti,SWE,18.02.95,Rio de Janeiro,12.08.2016
690,31:28.66,Molly Huddle,USA,31.08.84,Palo Alto,01.05.2011
691,31:28.69,Diane Nukuri,BDI,01.12.84,Rio de Janeiro,12.08.2016
692,31:28.71,Mika Yoshikawa,JPN,16.09.84,Osaka,08.06.2012
693,31:28.72,Mihaela Botezan,ROU,21.11.76,Saint-Denis,23.08.2003
694,31:28.78,Marie Davenport,IRL,24.01.75,Palo Alto,30.04.2004
695,31:28.81,Rina Nabeshima,JPN,16.12.93,Yamaguchi,08.12.2018
696,31:28.83,Wei Li,CHN,29.06.72,Beijing,08.09.1993
697,31:28.86,Hiromi Suzuki,JPN,06.12.68,Tokyo,05.10.1997
698,31:28.88,Bai Xue,CHN,13.12.88,Nanjing,17.10.2005
699,31:28.92,Francie Larrieu-Smith,USA,23.11.52,Austin,04.04.1991
700,31:28.97,Deena Kastor,USA,14.02.73,Palo Alto,19.06.2003
701,31:29.03,Kayoko Fukushi,JPN,25.03.82,Kobe,25.04.2010
702,31:29.07,Bezunesh Bekele,ETH,29.01.83,Utrecht,18.06.2004
703,31:29.22,Fionualla McCormack,IRL,24.09.84,Palo Alto,29.04.2012
704,31:29.27,Kathrin Weßel,GER,14.08.67,Seoul,30.09.1988
705,31:29.33,Sonia O'Sullivan,IRL,28.11.69,Budapest,19.08.1998
706,31:29.38,Kayoko Fukushi,JPN,25.03.82,Ad-Dawhah,08.12.2006
707,31:29.41,Aurora Cunha,POR,31.05.59,Oslo,05.07.1986
708,31:29.43,Isabella Ochichi,KEN,28.10.79,Bambous,12.08.2006
709,31:29.55,Irina Mikitenko,GER,23.08.72,Barakaldo,07.04.2001
710,31:29.57,Julia Bleasdale,GBR,09.09.81,Palo Alto,29.04.2012
711,31:29.6A,Eva Cherono,KEN,15.08.96,Nairobi,13.03.2021
712,31:29.65,Olivera Jevtic,SRB,24.07.77,Sydney,30.09.2000
713,31:29.66,Galina Bogomalova,RUS,15.10.77,Tula,26.07.2000
713,31:29.66,Lucy Kabuu,KEN,24.03.84,Melbourne,21.03.2006
715,31:29.69,Hilda Kibet,NED,27.03.81,Beijing,15.08.2008
716,31:29.70,Uta Pippig,GER,07.09.65,Hengelo,20.06.1993
717,31:29.71,Zinash Debebe,ETH,12.10.96,Hengelo,10.06.2017
718,31:29.73,Tabitha Kamau,KEN,03.06.00,Tokyo,07.05.2022
719,31:29.80,Natosha Rogers,USA,07.05.91,Eugene,27.05.2022
720,31:29.81,Rose Chepchumba,KEN,14.03.79,Utrecht,17.06.2005
721,31:29.91,Tegla Loroupe,KEN,09.05.73,Stuttgart,21.08.1993
722,31:29.93,Laura Galván,MEX,05.10.91,Irvine,13.05.2021
723,31:30.04,Emily Infeld,USA,21.03.90,Eugene,27.05.2022
724,31:30.19,Sayaka Sato,JPN,27.05.94,Osaka,04.12.2020
725,31:30.22,Emily Chebet,KEN,18.02.86,Melbourne,10.12.2011
726,31:30.23,Madai Pérez,MEX,02.02.80,Palo Alto,04.05.2008
727,31:30.25,Sally Kipyego,KEN,19.12.85,Irvine,13.05.2021
728,31:30.31,Jennifer Rhines,USA,01.07.74,Palo Alto,04.05.2008
729,31:30.34,Ririka Hironaka,JPN,24.11.00,Tokyo,07.05.2022
730,31:30.37,Jennifer Rhines,USA,01.07.74,Eugene,23.06.2011
731,31:30.39A,Brillian Kipkoech,KEN,09.03.95,Nairobi,22.08.2019
732,31:30.5A,Alice Nawowuna,KEN,02.01.94,Nairobi,09.06.2017
733,31:30.53,Lynn Jennings,USA,01.07.60,Stuttgart,21.08.1993
734,31:30.58,Yasemin Can,TUR,11.12.96,Mersin,01.05.2016
735,31:30.6,Lyudmila Biktasheva,RUS,25.07.74,Tula,08.07.2001
735,31:30.60,Maria Conceição Ferreira,POR,13.03.62,Stuttgart,21.08.1993
737,31:30.63,Samantha Harrison,GBR,01.02.95,London,14.05.2022
738,31:30.71,Derebe Alemu,ETH,05.06.83,Utrecht,17.06.2005
739,31:30.74,Fionualla McCormack,IRL,24.09.84,Amsterdam,06.07.2016
740,31:30.82,Kayoko Fukushi,JPN,25.03.82,Tokyo,02.06.2005
741,31:30.83,Lidiya Grigoryeva,RUS,21.01.74,Tula,26.07.2000
742,31:30.86,Evelyn Wambui,KEN,04.04.86,Melbourne,21.03.2006
743,31:30.89,Annette Peters,USA,31.05.65,Philadelphia,24.04.1997
744,31:30.90,Ana Dulce Félix,POR,23.10.82,Berlin,15.08.2009
745,31:30.92,Hikari Yoshimoto,JPN,02.08.90,Kobe,25.04.2010
746,31:30.94,Kayoko Fukushi,JPN,25.03.82,Fukagawa,11.06.2008
747,31:31.01,Doris Changeywo,KEN,12.12.84,Ostrava,12.06.2008
748,31:31.08,Dong Li,CHN,09.12.73,Hiroshima,15.10.1994
749,31:31.12,Junko Kataoka,JPN,13.06.70,Mito,07.05.1995
749,31:31.12,Zhang Yingning,CHN,04.01.90,Beijing,15.08.2008
749,31:31.12,Shalane Flanagan,USA,07.08.81,Sacramento,22.06.2017
752,31:31.13,Yoko Shibui,JPN,14.03.79,Beijing,15.08.2008
753,31:31.14,Wang Mingxia,CHN,06.06.71,Nanjing,08.05.1996
754,31:31.17,Stacey Ndiwa,KEN,06.12.92,Asaba,04.08.2018
755,31:31.18,Edith Masai,KEN,04.04.67,El Djezair,21.07.2007
756,31:31.37,Ingrid Kristiansen,NOR,21.03.56,Oslo,02.07.1988
757,31:31.52,Rina Nabeshima,JPN,16.12.93,Osaka,04.12.2020
758,31:31.54,Wang Yongmei,CHN,03.10.68,Beijing,08.09.1993
759,31:31.58,Galina Bogomalova,RUS,15.10.77,Tula,14.06.2006
760,31:31.64,Xi Qiuhong,CHN,04.09.84,Nanjing,17.10.2005
761,31:31.73,Leah Malot,KEN,07.06.72,Villeneuve d'Ascq,13.06.1999
762,31:31.85,Masako Chiba,JPN,18.07.76,Pusan,15.05.1997
763,31:31.87,Elana Meyer,RSA,10.10.66,Villeneuve d'Ascq,17.06.1995
763,31:31.87,Lyudmila Biktasheva,RUS,25.07.74,Tula,03.08.2003
763,31:31.87,Dong Xiaoqin,CHN,02.01.83,Palo Alto,04.05.2008
766,31:31.92,Lineth Chepkurui,KEN,23.02.88,Birmingham,11.07.2009
767,31:31.95,Yurika Nakamura,JPN,01.04.86,Kobe,27.04.2008
768,31:31.96,Elana Meyer,RSA,10.10.66,Göteborg,09.08.1995
769,31:31.97,Susan Krumins,NED,08.07.86,Palo Alto,02.05.2015
770,31:32.02,Restituta Joseph,TAN,30.07.71,Villeneuve d'Ascq,13.06.1999
771,31:32.04,Susan Chepkemei,KEN,25.06.75,Manchester,30.07.2002
772,31:32.06,Merima Hashim,ETH,81,Sevilla,26.08.1999
773,31:32.09,Kayoko Fukushi,JPN,25.03.82,Tottori,04.06.2004
774,31:32.10,Miwako Yamanaka,JPN,24.05.78,Okayama,27.09.2003
775,31:32.11,Maria Conceição Ferreira,POR,13.03.62,Braga,09.04.1994
776,31:32.15,Feng Wenhui,CHN,19.07.72,Beijing,08.09.1993
777,31:32.17,Katie McGregor,USA,02.09.77,Helsinki,26.07.2006
778,31:32.19,Shalane Flanagan,USA,07.08.81,Berlin,15.08.2009
779,31:32.20,Susie Power,AUS,26.03.75,Manchester,30.07.2002
780,31:32.22,Joanne Pavey,GBR,20.09.73,Bilbao,03.06.2012
781,31:32.23,Wang Xiuting,CHN,16.02.65,Beijing,08.09.1993
782,31:32.24,Inga Abitova,RUS,06.03.82,Tula,14.06.2006
783,31:32.25,Derartu Tulu,ETH,21.03.72,Belle vue Mauricia,27.06.1992
783,31:32.25,Ednah Kurgat,USA,15.06.91,San Juan Capistrano,06.03.2022
785,31:32.27,Harumi Hiroyama,JPN,02.09.68,Okayama,27.09.2003
786,31:32.28,Fernanda Ribeiro,POR,23.06.69,Gateshead,27.06.2004
787,31:32.42,Fernanda Ribeiro,POR,23.06.69,Budapest,19.08.1998
788,31:32.43,Susan Krumins,NED,08.07.86,Rio de Janeiro,12.08.2016
789,31:32.45A,Irene Kimais,KEN,10.10.98,Nairobi,22.08.2019
790,31:32.49,Bai Xue,CHN,13.12.88,Wuhan,02.11.2007
791,31:32.50,Wang Yanfang,CHN,10.07.71,Beijing,08.09.1993
791,31:32.50,Hitomi Niiya,JPN,26.02.88,Melbourne,13.12.2018
793,31:32.51,Berhane Adere,ETH,21.07.73,Sevilla,26.08.1999
794,31:32.52,Lucy Kabuu,KEN,24.03.84,Shizuoka,30.04.2007
795,31:32.53,Emily Sisson,USA,12.10.91,Palo Alto,05.05.2017
796,31:32.63,Merima Denboba,ETH,21.08.74,Villeneuve d'Ascq,13.06.1999
797,31:32.64,Lidia Simon,ROU,04.09.73,Budapest,19.08.1998
798,31:32.69,Lucy Kabuu,KEN,24.03.84,Shizuoka,03.05.2004
799,31:32.70,Berhane Adere,ETH,21.07.73,Villeneuve d'Ascq,17.06.2001
800,31:32.82,Maria Conceição Ferreira,POR,13.03.62,Helsinki,13.08.1994
801,31:32.88,Therese Johaug,NOR,25.06.88,Oslo,08.05.2021
802,31:32.92,Sally Barsosio,KEN,21.03.78,Athínai,05.08.1997
803,31:33.03,Maria Albertina Dias,POR,26.04.65,Stuttgart,21.08.1993
803,31:33.03,Lonah Chemtai Salpeter,ISR,12.12.88,London,19.05.2018
805,31:33.04,Camille Buscomb,NZL,11.07.90,Palo Alto,02.05.2019
806,31:33.08,Olivera Jevtic,SRB,24.07.77,Tunis,12.09.2001
807,31:33.19,Sonia O'Sullivan,IRL,28.11.69,Manchester,16.06.2002
808,31:33.20,Lucy Kabuu,KEN,24.03.84,Kobe,22.04.2007
809,31:33.22,Gotytom Gebreslase,ETH,15.01.95,Dubai,23.04.2016
810,31:33.27,Lidiya Grigoryeva,RUS,21.01.74,Tula,14.06.2006
810,31:33.27,Buze Diriba,ETH,09.02.94,Palo Alto,02.05.2015
812,31:33.33,Yuka Takashima,JPN,12.05.88,Palo Alto,05.05.2017
813,31:33.39,Emily Chebet,KEN,18.02.86,Bambous,12.08.2006
814,31:33.42,Ana Dulce Félix,POR,23.10.82,Pontevedra,02.04.2011
815,31:33.44,Joanne Pavey,GBR,20.09.73,Rio de Janeiro,12.08.2016
816,31:33.46,Elana Meyer,RSA,10.10.66,Cape Town,22.12.1991
817,31:33.49,Etalemahu Kidane,ETH,14.02.83,Valkenswaard,26.06.2007
818,31:33.50,Janet Bawcom,USA,22.08.78,Palo Alto,29.04.2012
819,31:33.51,Fernanda Ribeiro,POR,23.06.69,Leiria,06.04.1996
820,31:33.58,Lyudmila Biktasheva,RUS,25.07.74,Tula,26.07.2000
821,31:33.62,Ayako Suzuki,JPN,17.12.80,Palo Alto,02.05.2019
822,31:33.69,Masako Chiba,JPN,18.07.76,Tokyo,05.10.1997
823,31:33.76,Sally Chepyego,KEN,03.10.85,Fukuoka,21.09.2012
824,31:33.77,Miriam Dattke,GER,24.06.98,Stockholm,04.05.2021
825,31:33.82,Katie McGregor,USA,02.09.77,Carson,24.06.2005
826,31:33.83,Emily Durgin,USA,15.05.94,San Juan Capistrano,06.05.2022
827,31:33.92,Kathrin Weßel,GER,14.08.67,Barcelona,09.09.1989
828,31:34.01,Megumi Oshima,JPN,04.09.75,Tottori,04.06.2004
829,31:34.08,Harumi Hiroyama,JPN,02.09.68,Tottori,04.06.2004
830,31:34.15,Mari Ozaki,JPN,16.07.75,Kobe,24.04.2005
831,31:34.17,Inês Monteiro,POR,18.05.80,Ribeira Brava,06.06.2009
831,31:34.17,Ana Dulce Félix,POR,23.10.82,Huelva,11.04.2015
833,31:34.26,Olivera Jevtic,SRB,24.07.77,Budapest,19.08.1998
834,31:34.35,Kayo Sugihara,JPN,24.02.83,Palo Alto,01.05.2011
835,31:34.37,Kate O'Neill,USA,29.07.80,Palo Alto,30.04.2004
836,31:34.39,Mikuni Yada,JPN,29.10.99,Osaka,04.12.2020
837,31:34.61,Joanne Pavey,GBR,20.09.73,Amsterdam,06.07.2016
838,31:34.79,Harumi Hiroyama,JPN,02.09.68,Tokyo,02.06.2005
839,31:34.81,Shalane Flanagan,USA,07.08.81,Eugene,27.06.2008
840,31:34.82,Maria Conceição Ferreira,POR,13.03.62,Rotterdam,12.06.1993
841,31:34.83,Shalane Flanagan,USA,07.08.81,Moskva,11.08.2013
842,31:34.84,Berhane Adere,ETH,21.07.73,Villeneuve d'Ascq,13.06.1999
843,31:34.94,Honami Maeda,JPN,17.07.96,Fukagawa,08.07.2020
844,31:35.01,Lyudmila Baranova,RUS,03.05.50,Krasnodar,29.05.1983
845,31:35.08,Zhong Huandi,CHN,28.06.67,Tokyo,30.08.1991
846,31:35.16,Olga Bondarenko,RUS,02.06.60,Bryansk,19.07.1987
847,31:35.18,Hiromi Ominami,JPN,15.11.75,Tokyo,02.06.2005
848,31:35.20,Kidsan Alema,ETH,29.07.95,Hengelo,08.06.2021
849,31:35.22,Elise Cranny,USA,09.05.96,Eugene,26.06.2021
850,31:35.25,Blake Russell,USA,24.07.75,Carson,24.06.2005
851,31:35.27,Megumi Kinukawa,JPN,07.08.89,Kobe,22.04.2007
852,31:35.3,Mary Slaney,USA,04.08.58,Eugene,16.07.1982
853,31:35.46,Aurora Cunha,POR,31.05.59,Oslo,27.07.1985
854,31:35.48,Jip Vastenburg,NED,21.03.94,Palo Alto,02.05.2015
854,31:35.48,Yasemin Can,TUR,11.12.96,London,05.08.2017
856,31:35.50,Lisa Uhl,USA,31.08.87,Palo Alto,29.04.2012
857,31:35.52,Francie Larrieu-Smith,USA,23.11.52,Seoul,30.09.1988
858,31:35.61,Olga Bondarenko,RUS,02.06.60,Krasnodar,29.05.1983
859,31:35.63,Erika Kemp,USA,26.01.95,San Juan Capistrano,05.12.2020
860,31:35.67,Kaede Hagitani,JPN,10.10.00,Tokyo,07.05.2022
861,31:35.74,Elva Dryer,USA,26.09.71,Palo Alto,19.06.2003
862,31:35.76,Yuka Takashima,JPN,12.05.88,Nagoya,24.06.2016
863,31:35.77,Kate Reed,GBR,28.09.82,Palo Alto,04.05.2008
864,31:35.81,Aheza Kiros Abeye,ETH,16.10.85,Bambous,12.08.2006
864,31:35.81,Christelle Daunay,FRA,05.12.74,Bilbao,03.06.2012
866,31:35.88,Kim Conley,USA,14.03.86,Palo Alto,05.05.2017
867,31:35.90,Derartu Tulu,ETH,21.03.72,Atlanta,27.07.1996
868,31:35.92,Olivera Jevtic,SRB,24.07.77,Ribeira Brava,06.06.2009
868,31:35.92,Jessica Andrews,GBR,01.10.92,Rio de Janeiro,12.08.2016
870,31:35.96,Daria Nauer,SUI,21.05.66,Helsinki,13.08.1994
871,31:35.99,Wang Xiuting,CHN,16.02.65,Tokyo,30.08.1991
872,31:36.00,Sally Barsosio,KEN,21.03.78,Atlanta,27.07.1996
873,31:36.04,Ayumi Hagiwara,JPN,01.06.92,Osaka,04.12.2020
874,31:36.12,Alice Nawowuna,KEN,02.01.94,Asaba,04.08.2018
875,31:36.16,Alexi Pappas,GRE,29.03.90,Rio de Janeiro,12.08.2016
876,31:36.19,Sakiho Tsutsui,JPN,19.01.96,Osaka,04.12.2020
877,31:36.20,Everline Kimwei,KEN,25.08.87,Gifu,21.09.2007
878,31:36.32,Fernanda Ribeiro,POR,23.06.69,Atlanta,27.07.1996
879,31:36.33,Leah Malot,KEN,07.06.72,Saint-Denis,03.07.1999
880,31:36.36,Andrea Seccafien,CAN,27.08.90,Tokyo,07.08.2021
881,31:36.37A,Vivian Cheruiyot,KEN,11.09.83,Eldoret,30.06.2016
882,31:36.4,Tegla Loroupe,KEN,09.05.73,Strasbourg,27.06.2000
883,31:36.44,Yuka Takashima,JPN,12.05.88,Rio de Janeiro,12.08.2016
884,31:36.45,Uta Pippig,GER,07.09.65,Barcelona,07.08.1992
885,31:36.51,Paula Radcliffe,GBR,17.12.73,Budapest,19.08.1998
886,31:36.54,Yukiko Akaba,JPN,18.10.79,Kobe,27.04.2008
887,31:36.56,Asmae Leghzaoui,MAR,30.08.76,Avilés,28.07.2007
888,31:36.76,Lyudmila Petrova,RUS,07.10.68,Palo Alto,02.05.2003
888,31:36.76,Sabrina Mockenhaupt,GER,06.12.80,Bilbao,03.06.2012
890,31:36.78,Irene Kwambai,KEN,25.10.78,El Djezair,21.07.2007
891,31:36.87,Gladys Chesire,KEN,20.02.93,Brazzaville,16.09.2015
892,31:36.88,Mamitu Daska,ETH,16.10.83,Utrecht,14.06.2009
893,31:36.90,Kathy Butler,GBR,22.10.73,Watford,12.06.2004
893,31:36.90,Hilda Kibet,NED,27.03.81,Barcelona,28.07.2010
893,31:36.90,Darya Maslova,KGZ,06.05.95,Rio de Janeiro,12.08.2016
896,31:37.03,Masako Chiba,JPN,18.07.76,Atlanta,27.07.1996
896,31:37.03,Ana Dulce Félix,POR,23.10.82,Daegu,27.08.2011
898,31:37.07,Doricah Obare,KEN,10.01.90,Kobe,25.04.2010
899,31:37.14,Desireé Linden,USA,26.07.83,Eugene,23.06.2011
900,31:37.20,Jennifer Rhines,USA,01.07.74,Carson,24.06.2005
901,31:37.22,Betsy Saina,KEN,30.06.88,Palo Alto,28.04.2013
902,31:37.24,Hitomi Miyai,JPN,18.03.85,Tokyo,02.06.2005
903,31:37.26,Anne Marie Lauck,USA,07.03.69,Stuttgart,21.08.1993
903,31:37.26,Carrie Verdon,USA,08.03.94,San Juan Capistrano,06.03.2022
905,31:37.32,Yuka Takashima,JPN,12.05.88,Palo Alto,02.05.2015
906,31:37.43,Veronica Inglese,ITA,22.11.90,Amsterdam,06.07.2016
907,31:37.45,Marielle Hall,USA,28.01.92,Palo Alto,01.05.2016
908,31:37.62,Merima Denboba,ETH,21.08.74,Saint-Denis,03.07.1999
909,31:37.71,Yuka Ando,JPN,16.03.94,Osaka,04.12.2020
910,31:37.72,Kara Goucher,USA,09.07.78,Eugene,27.06.2008
911,31:37.82,Katie McGregor,USA,02.09.77,Palo Alto,29.04.2007
912,31:37.91,Karoline Bjerkeli Grøvdal,NOR,14.06.90,Palo Alto,01.05.2016
913,31:37.98,Dolshi Tesfu,ERI,17.06.99,Tokyo,07.08.2021
914,31:37.99,Juliet Chekwel,UGA,25.05.90,Rubiera,24.04.2016
915,31:38.02,Lyudmila Matveyeva,RUS,01.02.57,Kyiv,02.08.1988
915,31:38.02,Masako Chiba,JPN,18.07.76,Villeneuve d'Ascq,13.06.1999
915,31:38.02,Jessica Andrews,GBR,01.10.92,Amsterdam,06.07.2016
918,31:38.03,Emily Sisson,USA,12.10.91,Palo Alto,02.05.2015
919,31:38.04,Judi St. Hilaire,USA,05.09.59,Barcelona,07.08.1992
920,31:38.07,Wang Junxia,CHN,09.01.73,Nanjing,26.10.1995
921,31:38.08,Ayelech Worku,ETH,12.06.79,Villeneuve d'Ascq,17.06.2001
922,31:38.15,Wang Jiali,CHN,01.02.86,Hefei,08.09.2011
923,31:38.16,Everline Kimwei,KEN,25.08.87,Kobe,22.04.2007
924,31:38.17,Wang Junxia,CHN,09.01.73,Beijing,05.06.1994
925,31:38.18,Restituta Joseph,TAN,30.07.71,Villeneuve d'Ascq,17.06.2001
926,31:38.33,Gelete Burka,ETH,23.01.86,Brazzaville,16.09.2015
927,31:38.35,Zhang Yingning,CHN,04.01.90,Beijing,22.05.2008
928,31:38.4A,Mercyline Chelangat,UGA,17.12.97,Kampala,03.03.2018
929,31:38.42,Chiemi Takahashi,JPN,16.02.76,Tokyo,05.10.1997
930,31:38.48,Irina Mikitenko,GER,23.08.72,Athínai,12.04.2003
931,31:38.54,Sally Chepyego,KEN,03.10.85,Yamaguchi,10.10.2014
932,31:38.59,Tomoko Hatori,JPN,28.05.81,Tottori,04.06.2004
933,31:38.61,Buze Diriba,ETH,09.02.94,Palo Alto,01.05.2016
934,31:38.63,Olga Bondarenko,RUS,02.06.60,Kyiv,02.08.1988
935,31:38.64,Olga Bondarenko,RUS,02.06.60,Odessa,07.09.1983
936,31:38.66,Shitaye Eshete,BRN,21.05.90,London,05.08.2017
937,31:38.68,Irina Mikitenko,GER,23.08.72,Barakaldo,10.04.1999
937,31:38.68,Shalane Flanagan,USA,07.08.81,Portland,10.06.2017
939,31:38.70,Sally Chepyego,KEN,03.10.85,Kobe,24.04.2011
939,31:38.70,Stella Chesang,UGA,01.12.96,Hengelo,17.07.2019
941,31:38.71,Emily Infeld,USA,21.03.90,Palo Alto,02.05.2015
942,31:38.75,Kathrin Weßel,GER,14.08.67,Helsinki,13.08.1994
943,31:38.76,Tegla Loroupe,KEN,09.05.73,Osnabrück,24.05.1997
944,31:38.80,Miyuki Uehara,JPN,22.11.95,Palo Alto,01.05.2016
945,31:38.81,Maryanne Wangari,KEN,04.10.86,Shizuoka,03.05.2005
946,31:38.84,Jane Wanjiku,KEN,14.06.79,Shizuoka,03.05.2005
947,31:38.91,Hellen Kimaiyo,KEN,08.09.68,Barcelona,07.08.1992
948,31:38.92,Irene Kwambai,KEN,25.10.78,Ostrava,12.06.2008
949,31:38.94,Silvia Sommaggio,ITA,20.11.69,Hechtel,19.07.1997
950,31:38.95,Jane Wanjiku,KEN,14.06.79,Kobe,16.10.2004
951,31:38.96,Kathrin Weßel,GER,14.08.67,Tokyo,30.08.1991
952,31:39.0A,Stella Chesang,UGA,01.12.96,Kampala,03.03.2018
953,31:39.11,Philes Ongori,KEN,19.07.86,Kobe,22.04.2007
953,31:39.11,Sara Moreira,POR,17.10.85,Oslo,04.06.2011
955,31:39.15,Fernanda Ribeiro,POR,23.06.69,Athínai,05.08.1997
956,31:39.20,Dulce María Rodríguez,MEX,14.08.72,Palo Alto,04.05.2008
956,31:39.20,Molly Huddle,USA,31.08.84,Eugene,25.06.2015
958,31:39.32,Akane Wakita,JPN,15.12.87,Kobe,22.04.2007
958,31:39.32,Ai Hosoda,JPN,27.11.95,Abashiri,10.07.2021
960,31:39.34,Sylvia Kibet,KEN,28.03.84,Helsinki,26.07.2006
960,31:39.34,Alina Reh,GER,23.05.97,Gävle,12.07.2019
962,31:39.35,Aurora Cunha,POR,31.05.59,Stuttgart,30.08.1986
962,31:39.35,Yuko Kawakami,JPN,01.08.75,Naruto,12.06.1998
964,31:39.38,Julia Mumbi,KEN,25.01.85,Kumagaya,17.05.2008
965,31:39.39,Stephanie Bruce,USA,14.01.84,San Juan Capistrano,06.03.2022
966,31:39.41,Mizuki Matsuda,JPN,31.05.95,Osaka,23.06.2017
967,31:39.47,Jennifer Rhines,USA,01.07.74,Palo Alto,01.05.2005
968,31:39.52,Ana Dias,POR,15.01.74,Barakaldo,10.04.1999
969,31:39.57,Lucy Kabuu,KEN,24.03.84,Kobe,23.04.2006
970,31:39.60,Sarah Inglis,GBR,28.08.91,London,14.05.2022
971,31:39.63,Lonah Chemtai Salpeter,ISR,12.12.88,Tel Aviv,26.04.2018
972,31:39.67,Jordan Hasay,USA,12.09.91,Palo Alto,04.05.2014
972,31:39.67,Asnakech Awoke,ETH,01.11.95,Hengelo,08.06.2021
974,31:39.69,Merima Hashim,ETH,81,Saint-Denis,03.07.1999
975,31:39.73,Gotytom Gebreslase,ETH,15.01.95,Herzogenaurach,13.05.2016
976,31:39.77,Chen Rong,CHN,18.05.88,Hefei,08.09.2011
977,31:39.80,Harumi Hiroyama,JPN,02.09.68,Kobe,14.10.2001
977,31:39.80,Yasemin Can,TUR,11.12.96,Bydgoszcz,14.07.2017
979,31:39.81,Workitu Ayanu,ETH,19.04.87,Brazzaville,16.09.2015
980,31:39.84,Sally Chepyego,KEN,03.10.85,Kobe,22.04.2007
980,31:39.84,Song Xiaoxue,CHN,13.02.87,Wuhan,02.11.2007
982,31:39.86,Rika Kaseda,JPN,02.03.99,Osaka,04.12.2020
982,31:39.86,Alina Reh,GER,23.05.97,Pacé,28.05.2022
984,31:39.87,Peninah Arusei,KEN,23.02.79,Beijing,15.08.2008
985,31:39.89,Julia Mumbi,KEN,25.01.85,Yokohama,23.12.2004
986,31:39.90,Weini Kelati Frezghi,USA,01.12.96,Eugene,27.05.2022
987,31:39.93,Lynn Jennings,USA,01.07.60,Seoul,30.09.1988
988,31:39.97,Uta Pippig,GER,07.09.65,Stuttgart,21.08.1993
988,31:39.97,Rose Davies,AUS,21.12.99,Melbourne,26.01.2021
990,31:39.98,Kayoko Fukushi,JPN,25.03.82,Marugame,24.09.2005
991,31:40.10,Isobel Batt-Doyle,AUS,14.09.95,London,14.05.2022
992,31:40.14,Elizabeth McColgan,GBR,24.05.64,Göteborg,09.08.1995
992,31:40.14,Irina Timofeyeva,RUS,05.04.70,Tula,26.07.2000
994,31:40.16,Iulia Olteanu,ROU,26.01.67,Atlanta,27.07.1996
995,31:40.23,Wang Xiuting,CHN,16.02.65,Seoul,30.09.1988
996,31:40.25,Kim Conley,USA,14.03.86,San Juan Capistrano,20.02.2021
997,31:40.28,Sabrina Mockenhaupt,GER,06.12.80,Göteborg,07.08.2006
998,31:40.31,Aniko Kalovics,HUN,13.05.77,Watford,05.07.2003
999,31:40.34,Kazue Ogoshi,JPN,02.03.81,Tokyo,02.06.2005
1000,31:40.38,Izumi Maki,JPN,10.12.68,Kobe,03.05.1992
1000,31:40.38,Bai Xue,CHN,13.12.88,Beijing,22.05.2008
1002,31:40.42,Annemari Sandell,FIN,02.01.77,Atlanta,27.07.1996
1003,31:40.43,Berhane Adere,ETH,21.07.73,Saint-Denis,03.07.1999
1004,31:40.48,Mercyline Chelangat,UGA,17.12.97,London,05.08.2017
1005,31:40.51,Fernanda Ribeiro,POR,23.06.69,Stuttgart,21.08.1993
1006,31:40.52,Berhane Adere,ETH,21.07.73,Sydney,30.09.2000
1007,31:40.56,Delillah Asiago,KEN,24.02.72,Tokyo,16.06.1991
1008,31:40.60,Ana Dulce Félix,POR,23.10.82,Ribeira Brava,06.06.2009
1009,31:40.67,Therese Johaug,NOR,25.06.88,Oslo,11.06.2020
1010,31:40.70,Kellyn Taylor,USA,22.07.86,Palo Alto,01.05.2016
1011,31:40.73,Dominique Scott,RSA,24.06.92,Eugene,16.07.2022
1012,31:40.80,Fernanda Ribeiro,POR,23.06.69,Camaiore,06.04.2002
1013,31:40.88,Yelena Vyazova,UKR,18.04.60,Kyiv,02.08.1988
1014,31:40.92,Uta Pippig,GER,07.09.65,Helsinki,27.06.1990
1015,31:40.97,Alla Zhilyayeva,RUS,05.02.69,Cheboksary,23.07.2009
1016,31:40.99A,Alice Nawowuna,KEN,02.01.94,Nairobi,27.05.2016
1017,31:41.00,Harumi Okamoto,JPN,07.02.98,Kyoto,10.12.2021
1018,31:41.03,Cristina Misaros,ROU,01.01.69,Helsinki,13.08.1994
1019,31:41.09,Lydia Cheromei,KEN,11.05.77,Belle vue Mauricia,27.06.1992
1020,31:41.1,Elana Meyer,RSA,10.10.66,Watford,22.07.2000
1020,31:41.10,Madeleine Hills,AUS,15.05.87,Palo Alto,05.05.2017
1022,31:41.13,Kathy Butler,GBR,22.10.73,Athínai,27.08.2004
1023,31:41.16,Jennifer Rhines,USA,01.07.74,Palo Alto,03.05.2002
1023,31:41.16,Dominique Scott,RSA,24.06.92,Irvine,13.05.2021
1025,31:41.23,Rosemary Wanjiru,KEN,21.09.94,Akita,20.05.2017
1026,31:41.25,Maryanne Wangari,KEN,04.10.86,Kobe,24.04.2005
1027,31:41.26,Teyiba Erkasso,ETH,30.10.82,Barakaldo,10.07.2004
1028,31:41.31,Eloise Wellings,AUS,09.11.82,Palo Alto,01.05.2011
1028,31:41.31,Vivian Cheruiyot,KEN,11.09.83,Beijing,24.08.2015
1030,31:41.32,Takako Kotorida,JPN,02.04.77,Kobe,22.04.2001
