Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
1541,22.49,+1.2,Ashanti Moore,JAM,07.11.00,Austin,28.04.2023
1605,22.50,+0.6,Raelene Boyle,AUS,24.06.51,Christchurch,29.01.1974
1605,22.50,Renate,Stecher,GDR,12.05.50,Zürich,20.08.1975
1605,22.50,+0.7,Marlies Göhr,GDR,21.03.58,Karl-Marx-Stadt,10.06.1979
1605,22.50,+0.2,Marlies Göhr,GDR,21.03.58,Torino,05.08.1979
1605,22.50,+0.5,Jarmila Kratochvílová,CZE,26.01.51,Banská Bystrica,23.05.1981
1605,22.50,±0.0,Kirsten Emmelmann,GDR,19.04.61,Jena,09.08.1981
1605,22.50,±0.0,Tatána Kocembová,CZE,02.05.62,Praha,27.08.1983
1605,22.50,+0.3,Elvira Barbashina,UZB,25.02.63,Leningrad,03.08.1985
1605,22.50,±0.0,Florence Griffith-Joyner,USA,21.12.59,Rieti,04.09.1985
1605,22.50,+1.3,Nadezhda Georgieva,BUL,02.09.61,Praha,28.06.1987
1605,22.50,+0.7,Pauline Davis-Thompson,BAH,09.07.66,Bern,29.08.1989
1605,22.50A,+0.9,Evette de Klerk,RSA,21.08.65,Germiston,21.04.1990
1605,22.50,-0.4,Katrin Krabbe,GER,22.11.69,Ingolstadt,10.07.1990
1605,22.50,+0.3,Silke Knoll,GER,21.02.67,München,21.06.1992
1605,22.50,±0.0,Marina Trandenkova,RUS,07.01.67,Barcelona,03.08.1992
1605,22.50,+1.2,Holli Hyche,USA,06.09.71,New Orleans,04.06.1993
1605,22.50,Irina,Privalova,RUS,12.11.68,Moskva,20.06.1993
1605,22.50,±0.0,Natalya Voronova,RUS,09.07.65,Stuttgart,19.08.1993
1605,22.50,±0.0,Galina Malchugina,RUS,17.12.62,Stuttgart,19.08.1993
1605,22.50A,+1.7,Cathy Freeman,AUS,16.02.73,San José,27.05.1995
1605,22.50,-0.7,Yekaterina Grigoryeva,RUS,21.04.74,Athínai,08.08.1997
1605,22.50,+1.6,Inger Miller,USA,12.06.72,Eugene,30.05.1999
1605,22.50,+0.6,Inger Miller,USA,12.06.72,Stockholm,30.07.1999
1605,22.50,+0.5,Juliet Campbell,JAM,17.03.70,Sevilla,25.08.1999
1605,22.50,-0.6,Beverly McDonald,JAM,15.02.70,Sydney,27.09.2000
1605,22.50A,±0.0,Debbie Ferguson-McKenzie,BAH,16.01.76,Pretoria,04.04.2003
1605,22.50,+0.6,LaTasha Colander,USA,23.08.76,Ad-Dawhah,14.05.2004
1605,22.50,+2.0,Abiodun Oyepitan,GBR,30.12.79,Athínai,23.08.2004
1605,22.50,+0.7,Torri Edwards,USA,31.01.77,Gateshead,11.06.2006
1605,22.50,+0.4,LaTasha Jenkins,USA,19.12.77,Indianapolis,25.06.2006
1605,22.50,-0.1,Muriel Hurtis,FRA,25.03.79,Athínai,02.07.2007
1605,22.50,+1.1,Allyson Felix,USA,18.11.85,Osaka,29.08.2007
1605,22.50,-0.4,Sanya Richards-Ross,USA,26.02.85,Osaka,30.08.2007
1605,22.50,+0.5,Muriel Hurtis,FRA,25.03.79,Roma,11.07.2008
1605,22.50,-0.2,Marshevet Hooker,USA,25.09.84,Beijing,20.08.2008
1605,22.50,-0.2,Sherone Simpson,JAM,12.08.84,Beijing,20.08.2008
1605,22.50,+0.8,Shericka Williams,JAM,17.09.85,Rieti,07.09.2008
1605,22.50,+0.1,Sanya Richards-Ross,USA,26.02.85,Stuttgart,13.09.2008
1605,22.50,+1.6,Bianca Knight,USA,02.01.89,Walnut,06.06.2009
1605,22.50,+1.0,Tianna Bartoletta,USA,30.08.85,Eugene,30.06.2012
1605,22.50,-0.5,Shalonda Solomon,USA,19.12.85,London,27.07.2013
1605,22.50,±0.0,Anthonique Strachan,BAH,22.08.93,Shanghai,18.05.2014
1605,22.50,+0.4,Jodie Williams,GBR,28.09.93,Glasgow,31.07.2014
1605,22.50,+1.6,Shaunae Miller-Uibo,BAH,15.04.94,Clermont,18.04.2015
1605,22.50,+1.8,Murielle Ahouré-Demps,CIV,23.08.87,Austin,02.05.2015
1605,22.50,+0.6,Kamaria Brown,USA,21.12.92,Austin,30.05.2015
1605,22.50A,+1.3,Kyra Jefferson,USA,23.09.94,"San José, CRC",09.08.2015
1605,22.50,+0.2,Sherone Simpson,JAM,12.08.84,Beijing,28.08.2015
1605,22.50,+0.1,Phyllis Francis,USA,04.05.92,Houston,23.07.2016
1605,22.50,+0.6,Michelle-Lee Ahye,TTO,10.04.92,Rio de Janeiro,15.08.2016
1605,22.50,+0.1,Ella Nelson,AUS,10.05.94,Rio de Janeiro,16.08.2016
1605,22.50,+0.2,Simone Facey,JAM,07.05.85,Zürich,01.09.2016
1605,22.50,±0.0,Michelle-Lee Ahye,TTO,10.04.92,Port of Spain,25.06.2017
1605,22.50,±0.0,Crystal Emmanuel,CAN,27.11.91,Cork,18.07.2017
1605,22.50,-0.2,Marie-Josée Ta Lou,CIV,18.11.88,London,10.08.2017
1605,22.50,+1.1,Marie-Josée Ta Lou,CIV,18.11.88,Paris,30.06.2018
1605,22.50,-0.1,Briana Williams,JAM,21.03.02,Tampere,14.07.2018
1605,22.50,Marie-Josée,Ta Lou,CIV,18.11.88,Asaba,05.08.2018
1605,22.50,+1.1,Beth Dobbin,GBR,07.06.94,London,20.07.2019
1605,22.50,+0.4,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Birmingham,18.08.2019
1605,22.50,+2.0,Tamara Clark,USA,09.01.99,Gainesville,02.04.2021
1605,22.50,-0.5,Anavia Battle,USA,28.03.99,Eugene,10.06.2021
1605,22.50,+0.4,Beatrice Masilingi,NAM,10.04.03,Bruxelles,03.09.2021
1605,22.50,+0.6,Kayla White,USA,24.09.96,Gainesville,15.04.2022
1605,22.50,+1.3,Kevona Davis,JAM,20.12.01,Eugene,11.06.2022
1605,22.50,+0.9,Candace Hill,USA,11.02.99,Eugene,26.06.2022
1605,22.50,+1.9,Samirah Moody,USA,08.11.02,Walnut,14.05.2023
1672,22.51,-2.8,Irena Szewinska,POL,24.05.46,Roma,06.09.1974
1672,22.51,+0.9,Sabine Günther,GER,06.11.63,Athínai,09.09.1982
1672,22.51,-1.0,Nadezhda Georgieva,BUL,02.09.61,Sofia,03.06.1984
1672,22.51,+1.2,Marie-Christine Cazier,FRA,23.08.63,Epinal,05.07.1986
1672,22.51,-0.1,Maya Azarashvili,GEO,06.04.64,Tashkent,20.09.1986
1672,22.51,+0.5,Dannette Young,USA,06.10.64,Oslo,02.07.1988
1672,22.51,+2.0,Katrin Krabbe,GER,22.11.69,Berlin,13.09.1988
1672,22.51,+0.7,Florence Griffith-Joyner,USA,21.12.59,Seoul,28.09.1988
1672,22.51,+1.0,Evette de Klerk,RSA,21.08.65,Bloemfontein,27.04.1990
1672,22.51,+0.7,Grit Breuer,GER,16.02.72,Chemnitz,17.06.1990
1672,22.51,-0.7,Grace Jackson,JAM,14.06.61,Lausanne,12.07.1990
1672,22.51,+0.3,Sabine Günther,GER,06.11.63,Split,30.08.1990
1672,22.51,±0.0,Silke Knoll,GER,21.02.67,Duisburg,07.06.1992
1672,22.51,+0.8,Michelle Burrell,USA,08.05.65,New Orleans,28.06.1992
1672,22.51,-0.6,Galina Malchugina,RUS,17.12.62,Bologna,09.09.1992
1672,22.51,-0.9,Galina Malchugina,RUS,17.12.62,Stuttgart,17.08.1993
1672,22.51,+0.2,Dannette Young,USA,06.10.64,Stuttgart,19.08.1993
1672,22.51,-0.6,Merlene Ottey,JAM,10.05.60,Göteborg,24.08.1994
1672,22.51,-1.7,Irina Privalova,RUS,12.11.68,London,09.09.1994
1672,22.51,+0.1,Irina Privalova,RUS,12.11.68,Sankt Peterburg,05.07.1996
1672,22.51,+0.5,Carlette Guidry,USA,04.09.68,Atlanta,31.07.1996
1672,22.51,-0.4,Beverly McDonald,JAM,15.02.70,Oslo,30.06.1999
1672,22.51,+0.7,Peta-Gaye Dowdie,JAM,18.01.77,Durham,03.06.2000
1672,22.51,+0.7,Melinda Gainsford-Taylor,AUS,01.10.71,Brisbane,08.09.2000
1672,22.51,+0.6,Muriel Hurtis,FRA,25.03.79,Annecy,23.06.2002
1672,22.51,+1.3,Allyson Felix,USA,18.11.85,Walnut,19.04.2003
1672,22.51,+0.3,Muriel Hurtis,FRA,25.03.79,Heusden-Zolder,02.08.2003
1672,22.51,+0.3,Muriel Hurtis,FRA,25.03.79,Saint-Denis,26.08.2003
1672,22.51,-1.1,Ivet Lalova-Collio,BUL,18.05.84,Madrid,17.07.2004
1672,22.51,+1.3,Yuliya Tabakova,RUS,01.05.80,Tula,31.07.2004
1672,22.51,+1.8,Veronica Campbell-Brown,JAM,16.05.82,Kingston,06.05.2006
1672,22.51,-2.2,LaTasha Jenkins,USA,19.12.77,Indianapolis,24.06.2006
1672,22.51,+1.3,Stephanie Durst,USA,06.01.82,Rieti,27.08.2006
1672,22.51,+1.1,Stephanie Durst,USA,06.01.82,Bydgoszcz,10.06.2007
1672,22.51,+0.8,Kerron Stewart,JAM,16.04.84,Kingston,24.06.2007
1672,22.51,+0.8,Torri Edwards,USA,31.01.77,Osaka,30.08.2007
1672,22.51,+2.0,Shalonda Solomon,USA,19.12.85,Eugene,04.07.2008
1672,22.51,±0.0,Debbie Ferguson-McKenzie,BAH,16.01.76,Beijing,20.08.2008
1672,22.51,+0.3,Marshevet Hooker,USA,25.09.84,Berlin,19.08.2009
1672,22.51,+0.1,Eleni Artymata,CYP,16.05.86,Barcelona,31.07.2010
1672,22.51,-0.2,Shalonda Solomon,USA,19.12.85,Stockholm,06.08.2010
1672,22.51,-0.1,Jeneba Tarmoh,USA,27.09.89,Saint-Martin,05.05.2012
1672,22.51,+1.4,Patricia Hall,JAM,16.10.82,São Paulo,19.05.2013
1672,22.51,-2.4,Elaine Thompson-Herah,JAM,28.06.92,Kingston,28.06.2015
1672,22.51A,+1.3,Semoy Hackett,TTO,27.11.88,"San José, CRC",09.08.2015
1672,22.51,+0.5,Dafne Schippers,NED,15.06.92,Rio de Janeiro,15.08.2016
1672,22.51,+0.2,Veronica Campbell-Brown,JAM,16.05.82,Zürich,01.09.2016
1672,22.51,+1.9,Lauren Rain Williams,USA,25.07.99,Tucson,28.04.2018
1672,22.51,+1.8,Teahna Daniels,USA,25.03.97,Sacramento,25.05.2019
1672,22.51,-0.1,Cambrea Sturgis,USA,27.03.99,Austin,06.06.2019
1672,22.51,+1.3,Janeek Brown,JAM,14.05.98,Austin,06.06.2019
1672,22.51,+1.9,Salwa Eid Naser,BRN,23.05.98,Palo Alto,30.06.2019
1672,22.51,+0.9,Mujinga Kambundji,SUI,17.06.92,Ad-Dawhah,02.10.2019
1672,22.51,±0.0,Dana Abdulrazak,IRQ,03.01.86,Radès,20.06.2021
1672,22.51,+0.7,Corinna Schwab,GER,05.04.99,Wetzlar,11.06.2022
1672,22.51,+0.6,Favour Ofili,NGR,31.12.02,Birmingham,06.08.2022
1672,22.51,+1.1,Beatrice Masilingi,NAM,10.04.03,Bellinzona,12.09.2022
1672,22.51,+0.3,Kevona Davis,JAM,20.12.01,Norman,14.05.2023
1672,22.51,+1.4,Lieke Klaver,NED,20.08.98,Hengelo,04.06.2023
1731,22.52,+1.2,Bärbel Wöckel,GDR,21.03.55,Halle,27.08.1977
1731,22.52,-0.2,Lyudmila Kondratyeva,RUS,11.04.58,Praha,01.09.1978
1731,22.52A,+0.3,Marita Koch,GDR,18.02.57,Ciudad de México,10.09.1979
1731,22.52,+0.9,Romy Müller,GDR,26.07.58,Potsdam,11.05.1980
1731,22.52,-1.5,Bärbel Wöckel,GDR,21.03.55,Los Angeles,26.06.1983
1731,22.52,-1.7,Merlene Ottey,JAM,10.05.60,Nice,18.07.1983
1731,22.52,+0.5,Grace Jackson,JAM,14.06.61,Los Angeles,08.08.1984
1731,22.52,-1.1,Heike Drechsler,GER,16.12.64,Stuttgart,28.08.1986
1731,22.52A,+1.7,Maya Azarashvili,GEO,06.04.64,Tsakhkadzor,23.05.1987
1731,22.52,+1.2,Mary Onyali,NGR,03.02.68,Roma,03.09.1987
1731,22.52,+1.2,Ewa Kasprzyk,POL,07.09.57,Roma,03.09.1987
1731,22.52,+1.3,Dannette Young,USA,06.10.64,Indianapolis,23.07.1988
1731,22.52,-0.9,Maya Azarashvili,GEO,06.04.64,Vladivostok,14.09.1988
1731,22.52,+0.8,Dannette Young,USA,06.10.64,Houston,17.06.1989
1731,22.52,±0.0,Grace Jackson,JAM,14.06.61,Lausanne,27.06.1989
1731,22.52,+0.5,Esther Jones,USA,07.04.69,Durham,01.06.1990
1731,22.52,+1.4,Gwen Torrence,USA,12.06.65,Tokyo,29.08.1991
1731,22.52,+2.0,Pauline Davis-Thompson,BAH,09.07.66,Austin,07.05.1994
1731,22.52,Merlene,Ottey,JAM,10.05.60,Kingston,07.05.1994
1731,22.52,-0.7,Inger Miller,USA,12.06.72,Athínai,08.08.1997
1731,22.52,-0.8,Melinda Gainsford-Taylor,AUS,01.10.71,Zürich,13.08.1997
1731,22.52,-0.1,Beverly McDonald,JAM,15.02.70,Sevilla,24.08.1999
1731,22.52,+1.8,Muriel Hurtis,FRA,25.03.79,Sevilla,25.08.1999
1731,22.52,+1.5,Lauren Hewitt,AUS,25.11.78,Canberra,15.01.2000
1731,22.52,+1.7,Nanceen Perry,USA,19.04.77,Sacramento,23.07.2000
1731,22.52,-0.8,Debbie Ferguson-McKenzie,BAH,16.01.76,Edmonton,10.08.2001
1731,22.52,+0.5,Allyson Felix,USA,18.11.85,Norwalk,07.06.2003
1731,22.52,-1.2,Yuliya Tabakova,RUS,01.05.80,Tula,06.06.2004
1731,22.52,+1.4,Sanya Richards-Ross,USA,26.02.85,Birmingham,20.08.2006
1731,22.52,+0.1,Kerron Stewart,JAM,16.04.84,Tuscaloosa,13.05.2007
1731,22.52,+2.0,Cydonie Mothersill,CAY,19.03.78,Carson,20.05.2007
1731,22.52,±0.0,Kerron Stewart,JAM,16.04.84,Sacramento,07.06.2007
1731,22.52,+0.7,Laverne Jones-Ferrette,ISV,16.09.81,Salamanca,04.07.2007
1731,22.52,+0.8,Carmelita Jeter,USA,24.11.79,Rieti,07.09.2008
1731,22.52,+1.8,Porscha Lucas,USA,18.06.88,Fayetteville,11.06.2009
1731,22.52,+1.0,Charonda Williams,USA,27.03.87,Luzern,17.07.2012
1731,22.52,+1.9,Aurieyall Scott,USA,18.05.92,Greensboro,25.05.2013
1731,22.52,+1.9,Morolake Akinosun,USA,17.05.94,Eugene,13.06.2015
1731,22.52,+0.4,Sherone Simpson,JAM,12.08.84,Beijing,26.08.2015
1731,22.52,±0.0,Candyce McGrone,USA,24.03.89,Bruxelles,11.09.2015
1731,22.52,+1.9,Taylor Ellis-Watson,USA,06.05.93,Tuscaloosa,12.05.2016
1731,22.52,-0.4,Ivet Lalova-Collio,BUL,18.05.84,Amsterdam,07.07.2016
1731,22.52,+1.0,Veronica Campbell-Brown,JAM,16.05.82,Székesfehérvár,18.07.2016
1731,22.52,+0.1,Murielle Ahouré-Demps,CIV,23.08.87,Rio de Janeiro,15.08.2016
1731,22.52,-0.8,Dafne Schippers,NED,15.06.92,Ostrava,13.06.2018
1731,22.52,-1.0,Kayla White,USA,24.09.96,Greensboro,04.05.2019
1731,22.52,+1.0,Cambrea Sturgis,USA,27.03.99,Jacksonville,25.05.2019
1731,22.52,+1.0,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,22.06.2019
1731,22.52,+1.3,Grace Nwokocha,NGR,07.04.01,Eugene,11.06.2022
1731,22.52,+1.1,Kennedy Blackmon,USA,02.10.99,Norman,13.05.2023
1731,22.52,+0.8,Kayla White,USA,24.09.96,Rabat,28.05.2023
1782,22.53,-0.2,Marlies Göhr,GDR,21.03.58,Praha,01.09.1978
1782,22.53,-0.8,Jarmila Kratochvílová,CZE,26.01.51,Praha,16.08.1980
1782,22.53,+0.6,Kathy Cook,GBR,03.05.60,Koblenz,25.08.1982
1782,22.53,+0.5,Grace Jackson,JAM,14.06.61,Kingston,16.06.1984
1782,22.53,-1.0,Merlene Ottey,JAM,10.05.60,Los Angeles,08.08.1984
1782,22.53,+1.4,Rose-Aimee Bacoul,FRA,09.01.52,Los Angeles,09.08.1984
1782,22.53,±0.0,Tatána Kocembová,CZE,02.05.62,Zürich,22.08.1984
1782,22.53,+0.2,Olga Bryzgina,UKR,30.06.63,Tokyo,22.09.1985
1782,22.53A,+0.3,Diane Dixon,USA,23.09.64,San José,31.05.1986
1782,22.53,+1.2,Gwen Torrence,USA,12.06.65,Moskva,08.07.1986
1782,22.53,+0.3,Ewa Kasprzyk,POL,07.09.57,Bruxelles,05.09.1986
1782,22.53A,+0.1,Grace Jackson,JAM,14.06.61,San José,28.05.1988
1782,22.53,+0.8,Nadezhda Georgieva,BUL,02.09.61,Schwechat,15.06.1988
1782,22.53,-0.1,Alice Brown,USA,20.09.60,Indianapolis,22.07.1988
1782,22.53,+1.8,Gwen Torrence,USA,12.06.65,Seoul,29.09.1988
1782,22.53,+1.3,Esther Jones,USA,07.04.69,Houston,17.06.1989
1782,22.53,+0.2,Grace Jackson,JAM,14.06.61,Tokyo,16.09.1989
1782,22.53,Galina,Malchugina,RUS,17.12.62,Cagliari,11.09.1993
1782,22.53,-0.7,Melanie Paschke,GER,29.06.70,Bremen,02.07.1995
1782,22.53,+0.1,Mary Onyali,NGR,03.02.68,Paris,03.07.1995
1782,22.53,±0.0,Juliet Cuthbert,JAM,09.04.64,Monaco,25.07.1995
1782,22.53,+1.7,Du Xiujie,CHN,27.11.71,Fukuoka,31.08.1995
1782,22.53,+0.4,Gwen Torrence,USA,12.06.65,Atlanta,22.06.1996
1782,22.53,-0.2,Dannette Young,USA,06.10.64,Atlanta,31.07.1996
1782,22.53,-0.9,Merlene Ottey,JAM,10.05.60,Catania,30.08.1997
1782,22.53,-2.2,Melinda Gainsford-Taylor,AUS,01.10.71,Melbourne,15.03.1998
1782,22.53,+1.2,Debbie Ferguson-McKenzie,BAH,16.01.76,Gainesville,24.05.1998
1782,22.53,+1.2,Merlene Ottey,JAM,10.05.60,Istanbul,30.05.1998
1782,22.53,+0.1,Li Xuemei,CHN,05.01.77,Bangkok,18.12.1998
1782,22.53,+1.6,Beverly McDonald,JAM,15.02.70,Eugene,30.05.1999
1782,22.53,+0.6,Debbie Ferguson-McKenzie,BAH,16.01.76,Boise,05.06.1999
1782,22.53,-0.5,Mercy Nku,NGR,17.07.76,Zagreb,05.07.1999
1782,22.53,+0.8,Zhanna Block,UKR,06.07.72,Roma,07.07.1999
1782,22.53,+0.6,Debbie Ferguson-McKenzie,BAH,16.01.76,Sevilla,24.08.1999
1782,22.53,+0.6,Lauren Hewitt,AUS,25.11.78,Sevilla,27.08.1999
1782,22.53,-0.5,Susanthika Jayasinghe,SRI,17.12.75,Sydney,27.09.2000
1782,22.53,+0.7,Cathy Freeman,AUS,16.02.73,Sydney,28.09.2000
1782,22.53,-0.3,Kim Gevaert,BEL,05.08.78,München,09.08.2002
1782,22.53,+0.3,Debbie Ferguson-McKenzie,BAH,16.01.76,Athínai,23.08.2004
1782,22.53,-0.1,Veronica Campbell-Brown,JAM,16.05.82,Kingston,07.05.2005
1782,22.53,±0.0,Rachelle Smith,USA,30.06.81,Hermosillo,21.05.2005
1782,22.53,-0.9,Sanya Richards-Ross,USA,26.02.85,Monterrey,11.06.2005
1782,22.53,+1.4,Rachelle Smith,USA,30.06.81,Carson,25.06.2005
1782,22.53,-0.2,Veronica Campbell-Brown,JAM,16.05.82,Kingston,26.06.2005
1782,22.53,-1.1,Yuliya Gushchina,RUS,04.03.83,Helsinki,10.08.2005
1782,22.53,+1.7,Shalonda Solomon,USA,19.12.85,Knoxville,15.04.2006
1782,22.53,-1.3,Rachelle Smith,USA,30.06.81,Indianapolis,24.06.2006
1782,22.53,+0.2,Natalya Rusakova,RUS,12.12.80,Tula,16.07.2006
1782,22.53,-0.1,Bianca Knight,USA,02.01.89,Eugene,05.07.2008
1782,22.53,-1.8,Veronica Campbell-Brown,JAM,16.05.82,Daegu,01.09.2011
1782,22.53,+1.7,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,05.05.2012
1782,22.53,+0.1,Nercely Soto,VEN,23.08.90,Caracas,12.05.2012
1782,22.53,+0.2,Anthonique Strachan,BAH,22.08.93,Barcelona,13.07.2012
1782,22.53,-1.3,Veronica Campbell-Brown,JAM,16.05.82,New York City,25.05.2013
1782,22.53,+1.3,Kimberlyn Duncan,USA,02.08.91,Coral Gables,12.04.2014
1782,22.53,+0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,03.05.2014
1782,22.53,+0.3,Joanna Atkins,USA,31.01.89,Marrakesh,14.09.2014
1782,22.53,+0.6,Kyra Jefferson,USA,23.09.94,Eugene,27.06.2015
1782,22.53,+0.7,Dezerea Bryant,USA,27.04.93,Eugene,27.06.2015
1782,22.53,-0.1,Sherone Simpson,JAM,12.08.84,Beijing,27.08.2015
1782,22.53,-0.2,Ella Nelson,AUS,10.05.94,Canberra,20.02.2016
1782,22.53,-0.6,Jenna Prandini,USA,20.11.92,Eugene,10.07.2016
1782,22.53,+1.4,Makenzie Dunmore,USA,07.10.97,Palo Alto,12.05.2018
1782,22.53,+0.9,Tamara Clark,USA,09.01.99,Tampa,25.05.2018
1782,22.53,+0.1,Dafne Schippers,NED,15.06.92,Bruxelles,31.08.2018
1782,22.53,+1.4,Jenna Prandini,USA,20.11.92,Fayetteville,26.04.2019
1782,22.53,+1.9,Jenna Prandini,USA,20.11.92,Palo Alto,30.06.2019
1782,22.53,+0.7,Morolake Akinosun,USA,17.05.94,Austin,27.03.2021
1782,22.53,±0.0,Dina Asher-Smith,GBR,04.12.95,München,18.08.2022
1782,22.53,+0.3,A'Keyla Mitchell,USA,25.11.95,Nassau,21.08.2022
1852,22.54,-0.8,Bärbel Wöckel,GDR,21.03.55,Moskva,30.07.1980
1852,22.54,+0.3,Bärbel Wöckel,GDR,21.03.55,Bratislava,04.06.1983
1852,22.54,+0.6,Valerie Brisco,USA,06.07.60,Westwood,17.05.1986
1852,22.54,-1.2,Ewa Kasprzyk,POL,07.09.57,Grudziadz,28.06.1986
1852,22.54,-1.7,Merlene Ottey,JAM,10.05.60,London,08.08.1986
1852,22.54,-1.0,Silke Möller,GER,20.06.64,Roma,03.09.1987
1852,22.54,-1.9,Mary Onyali,NGR,03.02.68,Roma,03.09.1987
1852,22.54,+0.6,Silke Möller,GER,20.06.64,Berlin,29.06.1988
1852,22.54,+0.7,Galina Malchugina,RUS,17.12.62,Tallinn,06.07.1988
1852,22.54,-1.1,Galina Malchugina,RUS,17.12.62,Nice,10.07.1990
1852,22.54,+0.4,Carlette Guidry,USA,04.09.68,Köln,16.08.1992
1852,22.54,+0.3,Cathy Freeman,AUS,16.02.73,Melbourne,25.02.1993
1852,22.54,+0.8,Cathy Freeman,AUS,16.02.73,Stockholm,12.07.1994
1852,22.54,+0.1,Chandra Sturrup,BAH,12.09.71,Atlanta,01.08.1996
1852,22.54,+0.3,Chandra Sturrup,BAH,12.09.71,Atlanta,01.08.1996
1852,22.54,+0.1,Inger Miller,USA,12.06.72,Köln,24.08.1997
1852,22.54,+0.5,Lauren Hewitt,AUS,25.11.78,Sevilla,25.08.1999
1852,22.54,+0.2,Sevatheda Fynes,BAH,17.10.74,Bruxelles,03.09.1999
1852,22.54A,±0.0,Melinda Gainsford-Taylor,AUS,01.10.71,Roodepoort,13.03.2000
1852,22.54,+0.4,Myriam Mani,CMR,21.05.77,El Djezair,14.07.2000
1852,22.54,+0.1,Susanthika Jayasinghe,SRI,17.12.75,Sydney,27.09.2000
1852,22.54A,-0.4,Cydonie Mothersill,CAY,19.03.78,Ciudad de Guatemala,21.07.2001
1852,22.54,+1.2,Cydonie Mothersill,CAY,19.03.78,Edmonton,08.08.2001
1852,22.54,+1.9,Myriam Mani,CMR,21.05.77,Rieti,02.09.2001
1852,22.54,+0.9,Aleen Bailey,JAM,25.11.80,Starkville,12.05.2002
1852,22.54,±0.0,Muriel Hurtis,FRA,25.03.79,Villeneuve d'Ascq,16.06.2002
1852,22.54,±0.0,Juliet Campbell,JAM,17.03.70,Manchester,29.07.2002
1852,22.54,+1.0,Sherone Simpson,JAM,12.08.84,Santo Domingo,14.05.2005
1852,22.54,+0.5,Allyson Felix,USA,18.11.85,Sheffield,21.08.2005
1852,22.54,+1.9,Lauryn Williams,USA,11.09.83,Eugene,28.06.2009
1852,22.54,+1.0,Carmelita Jeter,USA,24.11.79,Oslo,04.06.2010
1852,22.54,+2.0,Anneisha McLaughlin-Whilby,JAM,06.01.86,Haldensleben,22.08.2010
1852,22.54,+1.1,Kimberlyn Duncan,USA,02.08.91,Eugene,25.06.2011
1852,22.54,+0.7,Anneisha McLaughlin-Whilby,JAM,06.01.86,Shenzhen,19.08.2011
1852,22.54,+1.5,Tiffany Townsend,USA,24.06.89,Des Moines,22.06.2013
1852,22.54,-0.2,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Moskva,15.08.2013
1852,22.54,+0.4,Anthonique Strachan,BAH,22.08.93,Saint-Denis,05.07.2014
1852,22.54,-0.3,Kaylin Whitney,USA,09.03.98,Monaco,17.07.2015
1852,22.54,+0.4,Ivet Lalova-Collio,BUL,18.05.84,Beijing,26.08.2015
1852,22.54,+1.9,Morolake Akinosun,USA,17.05.94,Eugene,11.06.2016
1852,22.54,+1.9,TyNia Gaither,BAH,16.03.93,Eugene,11.06.2016
1852,22.54,-0.6,Allyson Felix,USA,18.11.85,Eugene,10.07.2016
1852,22.54,±0.0,Joanna Atkins,USA,31.01.89,Edmonton,16.07.2016
1852,22.54,+0.6,Kimberlyn Duncan,USA,02.08.91,Saint-Martin,13.05.2017
1852,22.54,-1.0,Ashley Henderson,USA,04.12.95,Logan,13.05.2017
1852,22.54,+0.3,Shakima Wimbley,USA,23.04.95,Atlanta,14.05.2017
1852,22.54,+1.5,Jenna Prandini,USA,20.11.92,Eugene,27.05.2017
1852,22.54,-0.4,Shaunae Miller-Uibo,BAH,15.04.94,Nassau,23.06.2017
1852,22.54,-0.2,Shania Collins,USA,14.11.96,Des Moines,24.06.2018
1852,22.54,+2.0,Ariana Washington,USA,04.09.96,Des Moines,24.06.2018
1852,22.54,-1.2,Anavia Battle,USA,28.03.99,Gainesville,29.03.2019
1852,22.54,+2.0,Brianne Bethel,BAH,05.07.98,Tampa,16.05.2021
1852,22.54,+0.1,Anavia Battle,USA,28.03.99,Champaign,16.05.2021
1852,22.54,+0.1,Twanisha Terry,USA,24.01.99,College Station,29.05.2021
1852,22.54,+1.2,Elaine Thompson-Herah,JAM,28.06.92,Miramar,05.06.2021
1852,22.54,+1.7,Teahna Daniels,USA,25.03.97,Eugene,24.06.2021
1852,22.54,-0.2,Anavia Battle,USA,28.03.99,Tokyo,02.08.2021
1852,22.54,+0.1,Aminatou Seyni,NIG,24.10.96,Tokyo,02.08.2021
1852,22.54,+1.1,Kynnedy Flannel,USA,12.07.00,Lubbock,14.05.2022
1852,22.54,+0.5,Melissa Jefferson,USA,21.02.01,Eugene,09.06.2022
1852,22.54,+0.9,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Kingston,25.06.2022
1852,22.54A,-0.5,Sha'Carri Richardson,USA,25.03.00,Gaborone,29.04.2023
1914,22.55,+0.6,Marita Koch,GDR,18.02.57,Nice,21.08.1977
1914,22.55,+0.6,Gesine Walther,GDR,06.10.62,Cottbus,18.07.1980
1914,22.55,+0.9,Romy Müller,GDR,26.07.58,Moskva,28.07.1980
1914,22.55,+1.9,Merlene Ottey,JAM,10.05.60,Oslo,26.06.1981
1914,22.55,+0.8,Bärbel Wöckel,GDR,21.03.55,Potsdam,09.06.1983
