Place,Time,Athlete,Country,Date of Birth,City,Event Date
4154,1:45.34,Andreas Kramer,SWE,13.04.97,Székesfehérvár,02.07.2018
4154,1:45.34,Wesley Vázquez,PUR,27.03.94,Zagreb,03.09.2019
4154,1:45.34,Andreas Kramer,SWE,13.04.97,Göteborg,2.08.2020
4154,1:45.34,Ferguson Cheruiyot,KEN,30.11.89,Chorzów,25.08.2020
4154,1:45.34,Jeffrey Riseley,AUS,11.11.86,Conegliano,05.06.2021
4154,1:45.34,Mateusz Borkowski,POL,02.04.97,Tokyo,31.07.2021
4194,1:45.35,Donato Sabia,ITA,11.09.63,Torino,02.06.1984
4194,1:45.35,Stanley Redwine,USA,10.04.61,Westwood,16.05.1987
4194,1:45.35,George Kersh,USA,03.07.68,Indianapolis,18.07.1988
4194,1:45.35,Sammy Koskei,KEN,14.05.61,Zürich,17.08.1988
4194,1:45.35,Stephen Ole Marai,KEN,11.11.62,Madrid,09.06.1990
4194,1:45.35,Mark Everett,USA,02.09.68,Stockholm,02.07.1990
4194,1:45.35,Kevin McKay,GBR,09.02.69,Köln,16.08.1992
4194,1:45.35,Charles Nkazamyampi,BDI,01.11.64,Zürich,19.08.1992
4194,1:45.35,Johnny Gray,USA,19.06.60,Zürich,19.08.1992
4194,1:45.35,Wilson Kipketer,KEN,12.12.70,Linz,04.07.1994
4194,1:45.35,Mahjoub Haïda,MAR,01.07.70,Monaco,09.09.1995
4194,1:45.35,Robert Kibsubai Chirchir,KEN,26.11.72,Cottbus,09.06.1996
4194,1:45.35,Joel Marwa,KEN,30.08.74,Feldkirch-Gisingen,18.05.1997
4194,1:45.35,Giuseppe D'Urso,ITA,15.09.69,Padova,08.06.1997
4194,1:45.35,Adem Hecini,ALG,13.12.75,Moskva,08.06.1997
4194,1:45.35,Hezekiél Sepeng,RSA,30.06.74,Hengelo,30.05.1999
4194,1:45.35,Nils Schumann,GER,20.05.78,Dortmund,26.06.1999
4194,1:45.35,David Lelei,KEN,10.05.71,Rovereto,01.09.1999
4194,1:45.35,André Bucher,SUI,19.10.76,Adelaide,08.03.2000
4194,1:45.35,Trinity Gray,USA,03.04.78,Eugene,27.05.2001
4194,1:45.35,Berhanu Alemu,ETH,16.07.82,Ostrava,12.06.2002
4194,1:45.35,William Yiampoy,KEN,17.05.74,Rovereto,28.08.2002
4194,1:45.35,Osmar Barbosa,dos,Santos,20.10.68 1h1 São Paulo,14.06.2003
4194,1:45.35,Khadevis Robinson,USA,19.07.76,Madrid,19.07.2003
4194,1:45.35,Khadevis Robinson,USA,19.07.76,Modesto,07.05.2005
4194,1:45.35,Belal Mansoor,Ali,BRN,1s2 Helsinki,12.08.2005
4194,1:45.35,James McIlroy,GBR,30.12.76,Zürich,19.08.2005
4194,1:45.35,Wilfred Bungei,KEN,24.07.80,Shanghai,17.09.2005
4194,1:45.35,Abraham Chepkirwok,UGA,18.11.88,Hengelo,26.05.2007
4194,1:45.35,Ismael Kombich,KEN,16.10.85,Athínai,13.07.2008
4194,1:45.35,Alfred Kirwa Yego,KEN,28.11.86,Berlin,23.08.2009
4194,1:45.35,Youssef Saad Kamel,BRN,29.03.83,Berlin,23.08.2009
4194,1:45.35,Mohamed Khalaf Al-Azemi,KUW,16.06.82,Hengelo,29.05.2011
4194,1:45.35,Michael Rutt,USA,28.10.87,Lignano Sabbiadoro,17.07.2012
4194,1:45.35,Joe Abbott,USA,03.03.90,Burnaby,01.07.2013
4194,1:45.35,Brandon McBride,CAN,15.06.94,Walnut,19.04.2014
4194,1:45.35,Casimir Loxsom,USA,17.03.91,Eugene,28.06.2015
4194,1:45.35,Eric Sowinski,USA,21.12.89,London,22.07.2016
4194,1:45.35,Peter Bol,AUS,22.02.94,Tomblaine,27.06.2018
4194,1:45.35,Mostafa Smaili,MAR,09.01.97,Chorzów,22.08.2018
4194,1:45.35,Josh Kerr,GBR,08.10.97,Azusa,09.07.2019
4235,1:45.36,Bill Hooker,AUS,31.03.49,London,14.07.1973
4235,1:45.36,Joseph Chesire,KEN,12.11.57,Madrid,14.06.1985
4235,1:45.36,Viktor Kalinkin,RUS,23.02.60,Nice,15.07.1986
4235,1:45.36,Moussa Fall,SEN,28.08.63,Köln,17.08.1986
4235,1:45.36,Vladimir Graudyn,RUS,26.08.63,Roma,31.08.1987
4235,1:45.36,Rob Druppers,NED,29.04.62,Hengelo,14.08.1988
4235,1:45.36,Dieudonné Kwizera,BDI,06.06.67,La Coruña,26.07.1990
4235,1:45.36,Tom McKean,GBR,27.10.63,Malmö,07.08.1990
4235,1:45.36,Andrea Benvenuti,ITA,13.12.69,Roma,09.06.1992
4235,1:45.36,Nixon Kiprotich,KEN,04.12.62,Stockholm,05.07.1993
4235,1:45.36,William Tanui,KEN,22.02.64,Köln,01.08.1993
4235,1:45.36,Nico Motchebon,GER,13.11.69,Roma,08.06.1994
4235,1:45.36,Atle Douglas,NOR,09.06.68,Byrkjelo,24.07.1994
4235,1:45.36,Hezekiél Sepeng,RSA,30.06.74,Stellenbosch,25.03.1995
4235,1:45.36,Johnny Gray,USA,19.06.60,Bruxelles,23.08.1996
4235,1:45.36,Andrea Longo,ITA,26.06.75,Padova,08.06.1997
4235,1:45.36,Nils Schumann,GER,20.05.78,Bruxelles,28.08.1998
4235,1:45.36,Peter Biwott,KEN,22.08.76,Caorle,10.07.1999
4235,1:45.36,Otukile Lekote,BOT,19.10.78,Columbia,13.05.2001
4235,1:45.36A,Nicholas Wachira,KEN,19.11.82,Nairobi,23.06.2001
4235,1:45.36,Jean-Patrick Nduwimana,BDI,09.05.78,Stockholm,17.07.2001
4235,1:45.36,Hezekiél Sepeng,RSA,30.06.74,Hengelo,01.06.2003
4235,1:45.36,William Yiampoy,KEN,17.05.74,Brazzaville,17.07.2004
4235,1:45.36,Jean-Patrick Nduwimana,BDI,09.05.78,Rieti,05.09.2004
4235,1:45.36,Osmar Barbosa,dos,Santos,20.10.68 1 Torino,03.06.2005
4235,1:45.36,Ashraf Tadili,CAN,08.07.80,Heusden-Zolder,22.07.2006
4235,1:45.36,Amine Laâlou,MAR,13.05.82,Padova,01.09.2006
4235,1:45.36,Dmitriy Bogdanov,RUS,11.04.79,Osaka,31.08.2007
4235,1:45.36,Michael Rimmer,GBR,03.02.86,Rieti,09.09.2007
4235,1:45.36,Dmitrijs Milkevics,LAT,06.12.81,Torino,04.06.2009
4235,1:45.36,Boaz Lalang,KEN,08.02.89,Ostrava,17.06.2009
4235,1:45.36,Yeimer López,CUB,20.08.82,San Fernando,06.06.2010
4235,1:45.36,Andrew Osagie,GBR,19.02.88,London,05.08.2011
4235,1:45.36,Pierre-Ambroise Bosse,FRA,11.05.92,Rabat,27.05.2012
4235,1:45.36,Adam Kszczot,POL,02.09.89,Stockholm,17.08.2012
4235,1:45.36,Mark Wieczorek,USA,25.12.84,Eagle Rock,17.05.2013
4235,1:45.36,Marcin Lewandowski,POL,13.06.87,Lausanne,09.07.2015
4235,1:45.36,Mark English,IRL,18.03.93,London,22.07.2016
4235,1:45.36,David Rudisha,KEN,17.12.88,Shanghai,13.05.2017
4235,1:45.36,Brandon McBride,CAN,15.06.94,Somerville,02.06.2017
4235,1:45.36,Max Burgin,GBR,20.05.02,Bedford,23.06.2019
4235,1:45.36,Collins Kipruto,KEN,12.04.94,Zagreb,15.09.2020
4235,1:45.36,Tony Van Diepen,NED,17.04.96,Ostrava,19.05.2021
4235,1:45.36,Mohamed Belbachir,ALG,11.01.94,Conegliano,05.06.2021
4235,1:45.36,Jeffrey Riseley,AUS,11.11.86,Nice,12.06.2021
4235,1:45.36,Álvaro de Arriba,ESP,02.06.94,Gateshead,13.07.2021
4281,1:45.37,Luciano Susanj,CRO,10.11.48,Zürich,18.08.1976
4281,1:45.37,Tom McLean,USA,12.06.54,Berlin,26.08.1977
4281,1:45.37,Joaquim Cruz,BRA,12.03.63,Berkeley,21.05.1983
4281,1:45.37,James Robinson,USA,27.08.54,Villanova,12.06.1983
4281,1:45.37,David Mack,USA,30.05.61,Luxembourg,20.07.1983
4281,1:45.37,Fermin Cacho,ESP,16.02.69,Albacete,08.09.1991
4281,1:45.37,José Parilla,USA,31.03.72,Starkville,17.05.1992
4281,1:45.37,Stephen Ole Marai,KEN,11.11.62,Ingolstadt,19.07.1992
4281,1:45.37,José Luis Barbosa,BRA,27.05.61,Zürich,19.08.1992
4281,1:45.37,Atle Douglas,NOR,09.06.68,Hechtel,30.07.1994
4281,1:45.37,José Parilla,USA,31.03.72,Köln,18.08.1995
4281,1:45.37,Vebjørn Rodal,NOR,16.09.72,London,27.08.1995
4281,1:45.37,Pavel Soukup,CZE,02.01.71,Nürnberg,13.06.1997
4281,1:45.37,Johnny Gray,USA,19.06.60,Indianapolis,14.06.1997
4281,1:45.37,Norberto Téllez,CUB,22.01.72,Athínai,06.08.1997
4281,1:45.37,Vincent Malakwen,KEN,19.07.74,Fukuoka,13.09.1997
4281,1:45.37,Johan Botha,RSA,10.01.74,Hechtel,01.08.1998
4281,1:45.37,Wilfred Bungei,KEN,24.07.80,Lausanne,05.07.2000
4281,1:45.37,Gideon van Oudtshoorn,RSA,23.09.76,Heusden-Zolder,05.08.2000
4281,1:45.37,Wilfred Bungei,KEN,24.07.80,Warszawa,16.06.2002
4281,1:45.37,Joeri Jansen,BEL,28.05.79,Zürich,16.08.2002
4281,1:45.37,Justus Koech,KEN,19.03.80,Ad-Dawhah,14.05.2004
4281,1:45.37,Florent Lacasse,FRA,21.01.81,Castres,26.07.2005
4281,1:45.37,Mbulaeni Mulaudzi,RSA,08.09.80,Shanghai,17.09.2005
4281,1:45.37,Nick Symmonds,USA,30.12.83,Zagreb,01.09.2010
4281,1:45.37,Lutimar Abreu Paes,BRA,14.12.88,São Paulo,07.08.2011
4281,1:45.37,Tamás Kazi,HUN,16.05.85,Rieti,08.09.2013
4281,1:45.37,Eliud Rutto,KEN,04.06.88,Palo Alto,04.05.2014
4281,1:45.37,Mohammed Abduh Bakhet,QAT,25.12.87,Ad-Dawhah,09.05.2014
4281,1:45.37,Andrew Osagie,GBR,19.02.88,Eugene,31.05.2014
4281,1:45.37,Nader Belhanbel,MAR,01.07.94,Roma,05.06.2014
4281,1:45.37,Adam Kszczot,POL,02.09.89,New York City,14.06.2014
4281,1:45.37,Jozef Repcik,SVK,03.08.86,Berlin,31.08.2014
4281,1:45.37,Jozef Repcik,SVK,03.08.86,Rieti,07.09.2014
4281,1:45.37,Cornelius Tuwei,KEN,14.05.93,Montreuil,01.06.2021
4281,1:45.37,Baptiste Mischler,FRA,23.11.97,Strasbourg,16.06.2021
4281,1:45.37,Amel Tuka,BIH,09.01.91,Paris,28.08.2021
4281,1:45.37,Cornelius Tuwei,KEN,14.05.93,Chorzów,05.06.2022
4281,1:45.37,Derek Holdsworth,USA,12.02.96,Portland,11.06.2022
4281,1:45.37,James Preston,NZL,08.05.97,Kladno,14.06.2022
4281,1:45.37,Eliott Crestan,BEL,22.02.99,Rabat,28.05.2023
4322,1:45.38,Cosmas Silei,KEN,10.09.48,Lagos,17.01.1973
4322,1:45.38,Steve Ovett,GBR,09.10.55,Turku,27.07.1978
4322,1:45.38,Donald Paige,USA,13.10.56,Bruxelles,22.08.1980
4322,1:45.38,Peter Elliott,GBR,09.10.62,Helsinki,08.08.1983
4322,1:45.38,Babacar Niang,SEN,09.09.58,Rovereto,01.09.1985
4322,1:45.38,Philippe Collard,FRA,26.02.60,Helsinki,02.07.1987
4322,1:45.38,Babacar Niang,SEN,09.09.58,Seoul,24.09.1988
4322,1:45.38,Dieudonné Kwizera,BDI,06.06.67,New York City,22.07.1989
4322,1:45.38,José Luis Barbosa,BRA,27.05.61,Budapest,05.08.1990
4322,1:45.38,Simon Doyle,AUS,09.11.66,Nice,15.07.1991
4322,1:45.38,Nico Motchebon,GER,13.11.69,Berlin,30.08.1994
4322,1:45.38,Savieri Nghidi,ZIM,02.03.68,Rehlingen,05.06.1995
4322,1:45.38,Vincent Malakwen,KEN,19.07.74,Lappeenranta,14.07.1996
4322,1:45.38,Osmar Barbosa,dos,Santos,20.10.68 1 Rio de Janeiro,04.05.1997
4322,1:45.38,Panayiótis Stroubákos,GRE,08.09.72,Athínai,18.07.1997
4322,1:45.38,David Matthews,IRL,09.04.74,Bellinzona,18.08.1997
4322,1:45.38,Rachid Khouia,MAR,09.11.79,Milano,09.06.1999
4322,1:45.38,Johnny Gray,USA,19.06.60,Winnipeg,25.07.1999
4322,1:45.38,Khalid Tighazouine,MAR,18.06.77,Sydney,25.09.2000
4322,1:45.38,Pawel Czapiewski,POL,30.03.78,Poznan,08.06.2001
4322,1:45.38,Trinity Gray,USA,03.04.78,Zürich,17.08.2001
4322,1:45.38,Vincent Kemboi,KEN,29.05.82,Madrid,19.07.2003
4322,1:45.38,Ashraf Tadili,CAN,08.07.80,Kassel,11.06.2004
4322,1:45.38,Jean-Patrick Nduwimana,BDI,09.05.78,Athínai,25.08.2004
4322,1:45.38, Ismail,SUD,10.09.84,Rovereto,08.09.2004
4322,1:45.38,Florent Lacasse,FRA,21.01.81,Rieti,28.08.2005
4322,1:45.38,Florent Lacasse,FRA,21.01.81,Huelva,20.06.2006
4322,1:45.38,António Manuel Reina,ESP,13.06.81,Sevilla,11.08.2011
4322,1:45.38,Sammy Kirongo,KEN,04.02.94,Budapest,10.07.2013
4322,1:45.38,Timothy Kitum,KEN,20.11.94,Berlin,01.09.2013
4322,1:45.38,Alex Rowe,AUS,08.07.92,Canberra,07.02.2015
4322,1:45.38,Jacob Rozani,RSA,24.01.88,Durban,24.06.2016
4322,1:45.38,Michael Rimmer,GBR,03.02.86,Monaco,15.07.2016
4322,1:45.38,Eric Sowinski,USA,21.12.89,Eugene,29.07.2016
4322,1:45.38,Andreas Kramer,SWE,13.04.97,Hengelo,03.06.2018
4322,1:45.38,Collins Kipruto,KEN,12.04.94,Heusden-Zolder,20.06.2019
4322,1:45.38,Kevin López,ESP,12.06.90,Madrid,25.08.2019
4322,1:45.38,Michael Saruni,KEN,18.01.95,Rovereto,27.08.2019
4322,1:45.38,Peter Bol,AUS,22.02.94,Canberra,29.02.2020
4322,1:45.38,Eric Nzikwinkunda,BDI,18.03.97,Castellón,29.06.2021
4322,1:45.38,Emmanuel Korir,KEN,15.06.95,Eugene,21.07.2022
4322,1:45.38,Andreas Kramer,SWE,13.04.97,München,21.08.2022
4364,1:45.39,Rob Harrison,GBR,05.06.59,Oslo,28.06.1984
4364,1:45.39,Babacar Niang,SEN,09.09.58,Bern,23.08.1988
4364,1:45.39,Peter Braun,GER,01.08.62,Koblenz,23.08.1989
4364,1:45.39,Stephen Ole Marai,KEN,11.11.62,Athínai,07.09.1990
4364,1:45.39,Tomás de Teresa,ESP,05.09.68,Oslo,04.07.1992
4364,1:45.39,Robert Kibet,KEN,15.12.65,Nice,15.07.1992
4364,1:45.39,José Luis Barbosa,BRA,27.05.61,Malmö,22.08.1994
4364,1:45.39,Joseph Tengelei,KEN,08.12.70,Göteborg,24.08.1994
4364,1:45.39,Hezekiél Sepeng,RSA,30.06.74,Hamburg,23.07.1997
4364,1:45.39,Giuseppe D'Urso,ITA,15.09.69,Lausanne,02.07.1999
4364,1:45.39,Balázs Korányi,HUN,30.05.74,Roma,07.07.1999
4364,1:45.39,Patrick Konchellah,KEN,20.04.68,Caorle,10.07.1999
4364,1:45.39,José Antonio Redolat,ESP,17.02.76,Barcelona,25.07.2000
4364,1:45.39,Norberto Téllez,CUB,22.01.72,Rieti,03.09.2000
4364,1:45.39,Yuriy Borzakovskiy,RUS,12.04.81,Sydney,23.09.2000
4364,1:45.39,Mbulaeni Mulaudzi,RSA,08.09.80,Rehlingen,04.06.2001
4364,1:45.39,Bernard Kisulu Musyoka,KEN,06.12.74,Lappeenranta,15.07.2001
4364,1:45.39,Glody Dube,BOT,02.07.78,Edmonton,04.08.2001
4364,1:45.39,Sam Burley,USA,13.02.81,Baton Rouge,31.05.2002
4364,1:45.39,Pawel Czapiewski,POL,30.03.78,Berlin,06.09.2002
4364,1:45.39,René Herms,GER,17.07.82,Dortmund,15.06.2003
4364,1:45.39,René Herms,GER,17.07.82,Wattenscheid,03.07.2005
4364,1:45.39,Pawel Czapiewski,POL,30.03.78,Helsinki,25.07.2005
4364,1:45.39,Wilfred Bungei,KEN,24.07.80,Ostrava,30.05.2006
4364,1:45.39,Mouhcine Chéhibi,MAR,28.01.78,Rabat,14.06.2008
4364,1:45.39,Timothy Kitum,KEN,20.11.94,Budapest,20.08.2012
4364,1:45.39,Antoine Gakeme,BDI,24.12.91,Moskva,11.08.2013
4364,1:45.39,Ilham Tanui Özbilen,TUR,05.03.90,Mersin,08.09.2013
4364,1:45.39,Rafith Rodríguez,COL,01.06.89,Santiago de Chile,16.03.2014
4364,1:45.39,Eric Sowinski,USA,21.12.89,Sacramento,25.06.2017
4364,1:45.39,Brandon McBride,CAN,15.06.94,Birmingham,20.08.2017
4364,1:45.39,Cornelius Tuwei,KEN,14.05.93,Ad-Dawhah,03.05.2019
4364,1:45.39,Brannon Kidder,USA,18.11.93,Azusa,09.07.2019
4364,1:45.39,Andreas Kramer,SWE,13.04.97,Zagreb,15.09.2020
4364,1:45.39,Patryk Dobek,POL,13.02.94,Tokyo,04.08.2021
4364,1:45.39,Michal Rozmys,POL,13.03.95,Dessau,25.05.2022
4364,1:45.39,Elias Ngeny,KEN,04.05.96,Tomblaine,02.07.2022
4364,1:45.39,Jamie Webb,GBR,01.06.94,Heusden-Zolder,02.07.2022
4364,1:45.39,Yanis Meziane,FRA,26.01.02,Andújar,26.05.2023
4364,1:45.39,Noah Kibet,KEN,12.04.04,Westwood,27.05.2023
4404,1:45.4,Jozef Plachý,CZE,28.02.49,Stuttgart,31.07.1969
4404,1:45.4,Franz-Josef Kemper,FRG,30.09.45,Stuttgart,16.07.1970
4404,1:45.4,Dieter Fromm,GDR,21.04.48,Berlin,14.06.1972
4404,1:45.4,Rick Brown,USA,09.02.52,Eugene,01.07.1972
4404,1:45.4,Dieter Fromm,GDR,21.04.48,Colombes,05.07.1972
4404,1:45.4+,David Wottle,USA,07.08.50,Bakersfield,16.06.1973
4404,1:45.4,Dieter Fromm,GDR,21.04.48,Helsinki,27.06.1973
4404,1:45.4,Luciano Susanj,CRO,10.11.48,Turku,24.07.1975
4404,1:45.4,Marian Gesicki,POL,19.05.53,Oslo,30.07.1975
4404,1:45.4,Sebastian Coe,GBR,29.09.56,Viareggio,08.08.1979
4404,1:45.4,Andreas Busse,GDR,06.05.59,Köln,19.08.1979
4404,1:45.4,Agberto Conceiço Guimarães,BRA,18.08.57,São Paulo,26.06.1983
4404,1:45.4,Simon Hoogewerf,CAN,11.05.63,Victoria,23.07.1988
4404,1:45.4A,Billy Konchellah,KEN,20.10.61,Nairobi,29.07.1993
4404,1:45.4A,Robert Kibsubai Chirchir,KEN,26.11.72,Nairobi,27.05.1995
4404,1:45.4A,Frederick Onyancha,KEN,25.12.69,Nairobi,10.06.1995
4404,1:45.4A,Philip Kibitok,KEN,23.03.71,Nairobi,30.06.1995
4404,1:45.4A,Joel Marwa,KEN,30.08.74,Nairobi,04.05.1996
4404,1:45.4,Japheth Kimutai,KEN,20.12.78,Wollongong,07.08.1996
4404,1:45.4,Andrea Abelli,ITA,09.02.71,Tirrenia,26.07.1997
4404,1:45.4A,Japheth Kimutai,KEN,20.12.78,Nairobi,10.08.1997
4404,1:45.4,Manuel Olmedo,ESP,17.05.83,Madrid,02.07.2010
4404,1:45.4,Jackson Kivuva,KEN,11.08.89,Madrid,02.07.2010
4404,1:45.4A,Edwin Kemboi,KEN,22.08.86,Nairobi,12.06.2015
4404,1:45.4A,Asbel Kiprop,KEN,30.06.89,Nairobi,11.07.2015
4404,1:45.4A,Jonathan Kitilit,KEN,24.04.94,Nairobi,31.07.2015
4404,1:45.4A,Leonard Kosencha,KEN,21.08.94,Eldoret,30.06.2016
4404,1:45.4A,Bernard Kipyegon,KEN,94,Nairobi,11.05.2017
4404,1:45.4A,Timothy Sein,KEN,01.02.88,Nairobi,18.05.2017
4404,1:45.4A,Solomon Lekuta,KEN,03.10.99,Nairobi,14.06.2017
4404,1:45.4+,Marco Arop,CAN,20.09.98,Monaco,10.08.2022
4404,1:45.4A,Tshepiso Masela,BOT,25.05.99,Gaborone,29.04.2023
4404,1:45.40,Mike Boit,KEN,06.01.49,Christchurch,27.01.1974
4404,1:45.40,Andreas Busse,GDR,06.05.59,Zürich,15.08.1979
4404,1:45.40,Steve Ovett,GBR,09.10.55,Moskva,26.07.1980
4404,1:45.40,Stanley Redwine,USA,10.04.61,Lausanne,10.07.1984
4404,1:45.40,William Wuyke,VEN,21.05.58,Roma,22.07.1987
4404,1:45.40,Robert Kibet,KEN,15.12.65,Nice,15.07.1991
4404,1:45.40,Réda Abdenouz,ALG,25.09.68,Cagliari,17.09.1991
4404,1:45.40,Réda Abdenouz,ALG,25.09.68,Zürich,04.08.1993
4404,1:45.40,David Kiptoo Singoei,KEN,26.06.65,Köln,18.08.1995
4404,1:45.40,Jimmy Jean-Joseph,FRA,15.10.72,Dreux,12.06.1996
4404,1:45.40,Philip Kibitok,KEN,23.03.71,Hechtel,06.07.1996
4404,1:45.40,Nico Motchebon,GER,13.11.69,Atlanta,29.07.1996
4404,1:45.40,Philip Kibitok,KEN,23.03.71,Zürich,14.08.1996
4404,1:45.40,David Kiptoo Singoei,KEN,26.06.65,Bratislava,09.06.1998
4404,1:45.40,Andrea Longo,ITA,26.06.75,Sankt Peterburg,28.06.1998
4404,1:45.40,Norberto Téllez,CUB,22.01.72,Winnipeg,25.07.1999
4404,1:45.40,Khadevis Robinson,USA,19.07.76,Portland,25.06.2000
4404,1:45.40,André Bucher,SUI,19.10.76,Sydney,27.09.2000
4404,1:45.40,William Yiampoy,KEN,17.05.74,Stellenbosch,30.03.2001
4404,1:45.40,Djabir Said-Guerni,ALG,29.03.77,Kalamáta,01.06.2002
4404,1:45.40,Glody Dube,BOT,02.07.78,Hengelo,02.06.2002
4404,1:45.40A,William Yiampoy,KEN,17.05.74,Pretoria,04.04.2003
4404,1:45.40,Youssef Saad Kamel,BRN,29.03.83,Malmö,02.08.2004
4404,1:45.40,Fabiano Pecanha,BRA,05.06.82,Belém,22.05.2005
4404,1:45.40,Mehdi Baala,FRA,17.08.78,Helsinki,12.08.2005
4404,1:45.40,Mehdi Baala,FRA,17.08.78,Zürich,19.08.2005
4404,1:45.40,Mohammed Al-Salhi,KSA,11.05.86,Lausanne,11.07.2006
4404,1:45.40,Khadevis Robinson,USA,19.07.76,Eagle Rock,12.05.2007
4404,1:45.40,Yuriy Borzakovskiy,RUS,12.04.81,Zhukovskiy,15.06.2008
4404,1:45.40,Gary Reed,CAN,25.10.81,Lausanne,07.07.2009
4404,1:45.40,David Rudisha,KEN,17.12.88,Berlin,21.08.2009
4404,1:45.40,Andy González,CUB,17.10.87,La Habana,03.07.2010
4404,1:45.40,Charles Jock,USA,23.11.89,Irvine,14.05.2011
4404,1:45.40,Khadevis Robinson,USA,19.07.76,Eugene,04.06.2011
4404,1:45.40,Elijah Greer,USA,24.10.90,Eugene,25.06.2012
4404,1:45.40,Nick Symmonds,USA,30.12.83,Eugene,01.06.2013
4404,1:45.40,Ferguson Cheruiyot,KEN,30.11.89,Dakar,12.06.2013
4404,1:45.40,Wesley Vázquez,PUR,27.03.94,Ponce,17.05.2014
4404,1:45.40,Charles Jock,USA,23.11.89,Ponce,23.05.2015
4404,1:45.40,Rynhardt van Rensburg,RSA,23.03.92,Velenje,01.07.2015
4404,1:45.40,Jozef Repcik,SVK,03.08.86,Lignano Sabbiadoro,07.07.2015
4404,1:45.40,Alfred Kipketer,KEN,26.12.96,Shanghai,13.05.2017
4404,1:45.40,Isaiah Harris,USA,18.10.96,Eugene,09.06.2017
4404,1:45.40A,Bernard Kipyegon,KEN,94,Nairobi,10.06.2017
4404,1:45.40,Amel Tuka,BIH,09.01.91,Paris,01.07.2017
4404,1:45.40,Job Kinyor,KEN,02.09.90,Nembro,07.07.2017
4404,1:45.40,Mohammed Aman,ETH,10.01.94,London,06.08.2017
4404,1:45.40,Joseph Deng,AUS,07.07.98,Canberra,29.02.2020
4404,1:45.40,Adrián Ben,ESP,04.08.98,Paris,28.08.2021
4485,1:45.41,Sebastian Coe,GBR,29.09.56,Birmingham,26.05.1980
4485,1:45.41,Sebastian Coe,GBR,29.09.56,London,08.08.1981
4485,1:45.41,Johnny Gray,USA,19.06.60,Lausanne,14.07.1982
4485,1:45.41,Johnny Gray,USA,19.06.60,Houston,06.05.1984
4485,1:45.41,James Robinson,USA,27.08.54,Stockholm,02.07.1984
4485,1:45.41,Joaquim Cruz,BRA,12.03.63,Lausanne,10.07.1985
4485,1:45.41,Petru Dragoescu,ROU,22.07.62,Kobe,04.09.1985
4485,1:45.41,José Luis Barbosa,BRA,27.05.61,Hengelo,27.06.1986
4485,1:45.41,Moussa Fall,SEN,28.08.63,Oslo,05.07.1986
4485,1:45.41,José Luis Barbosa,BRA,27.05.61,Köln,17.08.1986
4485,1:45.41,Philippe Collard,FRA,26.02.60,Lausanne,15.09.1987
4485,1:45.41,Tom McKean,GBR,27.10.63,Edinburgh,07.07.1989
4485,1:45.41,William Tanui,KEN,22.02.64,København,25.08.1992
4485,1:45.41,William Tanui,KEN,22.02.64,Stockholm,05.07.1993
4485,1:45.41,Lee Jin-Il,KOR,02.11.73,Seoul,14.05.1994
4485,1:45.41A,Paul Ruto,KEN,03.11.60,Nairobi,18.06.1994
4485,1:45.41,Nixon Kiprotich,KEN,04.12.62,Lausanne,06.07.1994
4485,1:45.41,Kennedy Osei,GHA,21.10.66,Ingolstadt,17.07.1994
4485,1:45.41,Atle Douglas,NOR,09.06.68,Bruxelles,25.08.1995
4485,1:45.41,Vebjørn Rodal,NOR,16.09.72,Athínai,06.08.1997
4485,1:45.41,Robert Kibsubai Chirchir,KEN,26.11.72,Dortmund,07.06.1998
4485,1:45.41,Nils Schumann,GER,20.05.78,Berlin,06.09.2002
4485,1:45.41,Ivan Heshko,UKR,19.08.79,Dortmund,15.06.2003
4485,1:45.41A, Ismail,SUD,10.09.84,Addis Ababa,02.05.2008
4485,1:45.41,André Olivier,RSA,29.12.89,Stellenbosch,14.03.2009
4485,1:45.41,Andy González,CUB,17.10.87,La Habana,19.06.2009
4485,1:45.41,Thomas Chamney,IRL,16.04.84,Oslo,03.07.2009
4485,1:45.41,Mbulaeni Mulaudzi,RSA,08.09.80,Germiston,06.04.2010
4485,1:45.41,Yuriy Borzakovskiy,RUS,12.04.81,Bergen,20.06.2010
4485,1:45.41,Leonel Manzano,USA,12.09.84,Stockholm,06.08.2010
4485,1:45.41,Adam Kszczot,POL,02.09.89,Kraków,12.06.2011
4485,1:45.41,Rafith Rodríguez,COL,01.06.89,Ponce,12.05.2012
4485,1:45.41,Edwin Kiplagat Melly,KEN,23.04.94,Budapest,20.08.2012
4485,1:45.41,Andrew Osagie,GBR,19.02.88,Ad-Dawhah,10.05.2013
4485,1:45.41,Anis Ananeka,BLR,29.11.85,Moskva,11.06.2013
4485,1:45.41,Amel Tuka,BIH,09.01.91,Rabat,22.05.2016
4485,1:45.41,Adam Kszczot,POL,02.09.89,Stockholm,16.06.2016
4485,1:45.41,Peter Bol,AUS,22.02.94,Ninove,23.07.2016
4485,1:45.41,Brandon McBride,CAN,15.06.94,Rio de Janeiro,13.08.2016
4485,1:45.41,Marcin Lewandowski,POL,13.06.87,Shanghai,12.05.2018
4485,1:45.41,Peter Bol,AUS,22.02.94,Tübingen,16.06.2018
4485,1:45.41,Cornelius Tuwei,KEN,14.05.93,Rabat,28.08.2019
4485,1:45.41,Jeffrey Riseley,AUS,11.11.86,Tokyo,31.07.2021
4485,1:45.41,Marco Arop,CAN,20.09.98,Birmingham,21.05.2022
